transaction_id,account_id,transaction_date,transaction_time,amount,transaction_type,merchant_category,merchant_name,channel
TXN-0000000503,ACC-00000063,2023-12-15,16:18:50,-8.14,purchase,utilities,Taylor LLC,online
TXN-0000000504,ACC-00000063,2022-11-08,23:08:59,-5.55,purchase,restaurant,Stone-Hernandez,online
TXN-0000000505,ACC-00000063,2025-04-27,02:33:52,-5.37,purchase,retail,Murphy PLC,mobile
TXN-0000000507,ACC-00000063,2023-02-04,12:14:10,-27.71,purchase,healthcare,Ewing-Stevenson,online
TXN-0000000511,ACC-00000064,2019-10-30,10:45:23,2.08,deposit,,,online
TXN-0000000512,ACC-00000064,2023-08-08,19:04:21,-9.08,purchase,restaurant,"Wiggins, Soto and Carlson",online
TXN-0000000514,ACC-00000064,2022-09-07,10:32:53,-4.64,withdrawal,,,mobile
TXN-0000000515,ACC-00000064,2019-09-22,13:11:37,185.81,deposit,,,online
TXN-0000000518,ACC-00000065,2025-02-10,07:28:02,-25.19,withdrawal,,,mobile
TXN-0000000524,ACC-00000065,2024-01-05,00:58:59,234.49,transfer,,,online
TXN-0000000525,ACC-00000065,2025-09-02,00:14:07,-53.89,purchase,healthcare,"Knapp, Salas and Fitzgerald",online
TXN-0000000536,ACC-00000067,2026-01-26,15:22:14,32.85,transfer,,,mobile
TXN-0000000551,ACC-00000069,2024-11-29,18:50:56,-5.39,purchase,grocery,Maldonado and Sons,online
TXN-0000000552,ACC-00000069,2024-11-07,02:05:21,1.48,deposit,,,mobile
TXN-0000000555,ACC-00000069,2024-06-23,12:07:12,680.89,transfer,,,online
TXN-0000000557,ACC-00000069,2025-10-23,13:23:44,2.99,deposit,,,phone
TXN-0000000560,ACC-00000070,2025-08-19,20:44:38,-77.06,fee,,,mobile
TXN-0000000562,ACC-00000070,2025-11-22,06:12:31,-77.65,purchase,travel,"Sharp, Zuniga and Gentry",atm
TXN-0000000565,ACC-00000070,2022-12-30,05:33:42,-19.65,interest,,,online
TXN-0000000567,ACC-00000070,2023-10-24,20:49:34,117.15,payment,,,mobile
TXN-0000000580,ACC-00000072,2025-03-13,22:15:05,-6.97,purchase,retail,"Murphy, Morales and Davis",online
TXN-0000000581,ACC-00000072,2023-07-23,04:27:55,-345.18,withdrawal,,,branch
TXN-0000000582,ACC-00000072,2021-03-26,19:02:17,-16.67,purchase,fuel,Boyle-Smith,branch
TXN-0000000583,ACC-00000072,2025-05-12,21:53:58,-41.47,withdrawal,,,phone
TXN-0000000584,ACC-00000072,2022-07-22,16:07:08,-98.67,withdrawal,,,atm
TXN-0000000586,ACC-00000072,2021-02-16,22:39:05,-22.68,withdrawal,,,online
TXN-0000000596,ACC-00000074,2021-02-27,01:10:23,-10.9,purchase,grocery,"Petersen, Gill and Becker",online
TXN-0000000597,ACC-00000074,2020-06-25,04:50:51,-24.6,purchase,retail,Fox PLC,online
TXN-0000000599,ACC-00000074,2022-10-24,14:14:08,-3.59,purchase,restaurant,"Leach, Harris and Herrera",mobile
TXN-0000000600,ACC-00000075,2022-05-02,19:55:05,-62.92,purchase,grocery,Bond-Ramos,atm
TXN-0000000601,ACC-00000075,2020-09-08,08:48:03,-28.55,purchase,entertainment,Love Group,online
TXN-0000000604,ACC-00000076,2025-07-21,01:19:14,-4.04,purchase,utilities,Cummings-Foster,mobile
TXN-0000000605,ACC-00000076,2025-12-01,03:48:38,-0.27,purchase,grocery,Reese PLC,mobile
TXN-0000000607,ACC-00000076,2025-09-03,09:26:29,-78.57,purchase,grocery,"Mcknight, Michael and Jones",atm
TXN-0000000608,ACC-00000076,2025-11-20,21:42:09,-198.24,purchase,retail,Mitchell and Sons,branch
TXN-0000000609,ACC-00000076,2025-09-20,10:54:41,-54.29,purchase,utilities,Cannon Ltd,atm
TXN-0000000610,ACC-00000076,2025-03-05,10:49:16,-22.5,purchase,retail,Brooks-Vance,mobile
TXN-0000000611,ACC-00000076,2025-03-19,17:20:42,22.35,payment,,,mobile
TXN-0000000612,ACC-00000076,2025-10-23,17:17:31,67.54,payment,,,online
TXN-0000000643,ACC-00000080,2022-09-03,21:26:27,-6.78,purchase,grocery,Faulkner-Grant,online
TXN-0000000644,ACC-00000080,2021-04-08,23:04:14,-18.42,purchase,restaurant,Sanchez-Harris,atm
TXN-0000000645,ACC-00000080,2023-09-09,07:20:57,-38.58,fee,,,online
TXN-0000000646,ACC-00000080,2022-07-22,12:17:21,34.53,deposit,,,online
TXN-0000000648,ACC-00000080,2023-11-28,14:19:48,-5.22,purchase,restaurant,Adams Ltd,mobile
TXN-0000000649,ACC-00000080,2020-06-07,17:00:42,-110.47,withdrawal,,,branch
TXN-0000000650,ACC-00000080,2025-07-27,23:02:07,13.89,transfer,,,branch
TXN-0000000651,ACC-00000080,2021-03-02,01:32:46,-8.94,withdrawal,,,mobile
TXN-0000000652,ACC-00000080,2023-11-19,19:46:32,-76.89,withdrawal,,,online
TXN-0000000653,ACC-00000080,2021-02-25,16:47:20,-7.82,fee,,,mobile
TXN-0000000694,ACC-00000086,2024-10-08,20:58:40,5.59,deposit,,,mobile
TXN-0000000696,ACC-00000086,2024-11-11,20:13:35,-66.86,withdrawal,,,atm
TXN-0000000697,ACC-00000086,2025-09-09,04:19:10,-14.09,purchase,retail,Smith-Li,atm
TXN-0000000699,ACC-00000086,2025-03-24,09:45:48,-4.12,fee,,,mobile
TXN-0000000701,ACC-00000086,2025-05-27,20:48:42,134.45,transfer,,,mobile
TXN-0000000705,ACC-00000086,2025-08-05,00:49:03,1423.06,transfer,,,mobile
TXN-0000000708,ACC-00000087,2023-01-27,16:32:45,-466.9,purchase,utilities,Evans Inc,mobile
TXN-0000000710,ACC-00000087,2023-09-04,14:24:46,-8.32,purchase,grocery,Davis Group,mobile
TXN-0000000711,ACC-00000087,2025-03-09,04:11:34,-11.33,purchase,retail,"Alvarez, Walsh and Warner",online
TXN-0000000712,ACC-00000087,2026-01-03,18:37:19,-192.23,purchase,utilities,Bruce-Newman,mobile
TXN-0000000713,ACC-00000087,2024-02-02,15:06:48,-28.12,purchase,grocery,"Madden, Dickson and Jacobson",online
TXN-0000000715,ACC-00000087,2025-09-16,11:54:40,-8.27,purchase,travel,Valenzuela Ltd,online
TXN-0000000726,ACC-00000090,2023-09-03,04:33:29,-5.2,purchase,fuel,"Davenport, Price and Mosley",atm
TXN-0000000728,ACC-00000090,2022-01-20,18:28:54,35.05,deposit,,,online
TXN-0000000729,ACC-00000090,2022-06-05,11:11:05,50.29,deposit,,,phone
TXN-0000000730,ACC-00000090,2023-01-18,04:23:47,-5.03,purchase,retail,Gibbs Ltd,mobile
TXN-0000000736,ACC-00000090,2024-09-19,02:34:57,37.48,transfer,,,online
TXN-0000000765,ACC-00000093,2022-09-29,04:34:45,9.27,payment,,,online
TXN-0000000769,ACC-00000093,2025-03-08,01:22:11,-31.6,purchase,healthcare,Diaz-Frederick,online
TXN-0000000772,ACC-00000093,2023-08-24,13:56:55,-57.0,purchase,restaurant,Hahn-Clark,mobile
TXN-0000000773,ACC-00000093,2024-07-11,03:47:17,-21.59,purchase,utilities,Guerra-Jones,branch
TXN-0000000775,ACC-00000093,2024-07-15,07:07:32,-6.8,purchase,healthcare,King and Sons,mobile
TXN-0000000777,ACC-00000093,2022-12-15,10:37:52,82.01,payment,,,mobile
TXN-0000000778,ACC-00000093,2025-07-23,12:24:37,-114.54,purchase,utilities,"Morales, Hunter and Knapp",online
TXN-0000000779,ACC-00000093,2023-05-14,03:41:41,-17.06,purchase,healthcare,Stephens-Gibbs,mobile
TXN-0000000780,ACC-00000093,2026-01-14,05:41:59,-21.15,purchase,fuel,"Woodard, Herrera and Little",atm
TXN-0000000785,ACC-00000094,2025-01-09,00:44:04,-10.77,withdrawal,,,online
TXN-0000000807,ACC-00000097,2022-11-06,05:56:29,321.01,transfer,,,online
TXN-0000000808,ACC-00000097,2019-08-21,06:56:40,99.97,deposit,,,atm
TXN-0000000809,ACC-00000097,2023-01-02,14:15:05,-247.19,withdrawal,,,mobile
TXN-0000000810,ACC-00000097,2020-08-30,13:34:51,105.91,deposit,,,online
TXN-0000000812,ACC-00000097,2025-10-07,10:46:13,-2.25,purchase,utilities,"Stokes, Brown and Garcia",atm
TXN-0000000814,ACC-00000097,2023-02-11,08:47:12,96.4,deposit,,,mobile
TXN-0000000816,ACC-00000097,2025-06-13,16:50:04,183.9,transfer,,,mobile
TXN-0000000817,ACC-00000097,2025-12-07,18:58:13,-69.75,withdrawal,,,mobile
TXN-0000000820,ACC-00000098,2025-09-01,04:28:39,-20.11,purchase,retail,Matthews-Bailey,online
TXN-0000000822,ACC-00000098,2025-01-20,08:29:12,-74.3,purchase,fuel,Cervantes Ltd,branch
TXN-0000000823,ACC-00000098,2025-05-07,00:45:05,249.68,transfer,,,mobile
TXN-0000000829,ACC-00000098,2025-09-02,05:51:33,77.61,transfer,,,atm
TXN-0000000830,ACC-00000098,2025-07-14,22:23:50,-28.35,purchase,travel,Andrews Group,mobile
TXN-0000000839,ACC-00000100,2024-07-27,16:37:03,-48.57,purchase,grocery,Perry-Larsen,online
TXN-0000000840,ACC-00000100,2025-12-02,02:35:32,162.8,deposit,,,online
TXN-0000000841,ACC-00000100,2021-02-23,22:25:04,-140.29,purchase,grocery,Cunningham and Sons,online
TXN-0000000844,ACC-00000100,2021-01-10,09:40:05,-4.76,withdrawal,,,mobile
TXN-0000000847,ACC-00000101,2025-11-13,21:14:35,10.1,deposit,,,atm
TXN-0000000848,ACC-00000101,2024-06-11,14:55:14,10.59,deposit,,,online
TXN-0000000850,ACC-00000101,2023-10-15,12:55:53,107.68,transfer,,,online
TXN-0000000851,ACC-00000101,2023-10-02,23:27:17,-60.84,fee,,,mobile
TXN-0000000884,ACC-00000107,2023-09-16,05:41:09,-93.11,purchase,travel,Murphy-Smith,online
TXN-0000000885,ACC-00000107,2023-01-03,22:54:24,62.32,deposit,,,mobile
TXN-0000000912,ACC-00000111,2022-09-08,13:57:46,11.83,deposit,,,mobile
TXN-0000000915,ACC-00000112,2025-06-20,05:32:55,-15.99,withdrawal,,,mobile
TXN-0000000917,ACC-00000112,2025-08-02,10:43:59,30.51,deposit,,,online
TXN-0000000920,ACC-00000112,2025-07-03,08:48:35,-8.16,purchase,travel,Edwards LLC,branch
TXN-0000000921,ACC-00000112,2025-11-18,08:49:04,-10.99,purchase,retail,Ayala-Mullins,online
TXN-0000000926,ACC-00000112,2025-04-25,01:46:38,-111.83,purchase,travel,Heath-Miller,online
TXN-0000000934,ACC-00000114,2026-01-21,11:02:21,-13.67,purchase,fuel,"Myers, Lucas and Bowers",atm
TXN-0000000935,ACC-00000114,2025-09-28,02:52:03,-3.0,purchase,restaurant,Simpson Inc,online
TXN-0000000938,ACC-00000114,2025-09-18,04:54:39,30.88,payment,,,online
TXN-0000000939,ACC-00000114,2025-12-05,03:28:11,-18.94,purchase,healthcare,Rice Inc,online
TXN-0000000940,ACC-00000114,2025-11-12,23:17:31,46.02,payment,,,online
TXN-0000000943,ACC-00000115,2025-12-09,18:10:53,7.95,deposit,,,phone
TXN-0000000944,ACC-00000115,2025-12-06,05:19:46,-183.79,purchase,fuel,"Thompson, Ruiz and Archer",branch
TXN-0000000945,ACC-00000115,2025-10-08,15:36:39,-63.32,purchase,retail,Matthews Inc,online
TXN-0000001001,ACC-00000121,2023-05-07,15:42:35,-163.66,fee,,,online
TXN-0000001002,ACC-00000121,2021-09-11,13:23:31,-11.03,purchase,utilities,Vargas Inc,online
TXN-0000001003,ACC-00000121,2021-09-17,14:08:02,-19.47,purchase,retail,"Brandt, Young and Green",online
TXN-0000001005,ACC-00000121,2022-04-01,10:47:31,-49.19,purchase,grocery,Nelson-Jones,online
TXN-0000001006,ACC-00000121,2024-08-09,12:49:37,-3.65,purchase,healthcare,Chan PLC,phone
TXN-0000001009,ACC-00000123,2025-02-15,22:10:57,-6.82,withdrawal,,,mobile
TXN-0000001010,ACC-00000123,2026-01-02,22:16:06,13.65,transfer,,,atm
TXN-0000001035,ACC-00000126,2024-07-10,16:50:24,-11.72,purchase,restaurant,Griffin-Hernandez,atm
TXN-0000001042,ACC-00000126,2026-01-26,10:05:13,-18.86,purchase,restaurant,"Wright, Mcknight and Stephens",online
TXN-0000001043,ACC-00000126,2025-02-01,00:59:31,-121.86,fee,,,online
TXN-0000001044,ACC-00000126,2025-04-26,14:55:27,55.32,deposit,,,online
TXN-0000001045,ACC-00000127,2025-10-11,08:01:56,-1.77,purchase,fuel,"Howard, Stephens and Washington",mobile
TXN-0000001046,ACC-00000127,2026-01-12,09:46:45,-7.05,purchase,travel,"Morris, Nelson and Johnson",branch
TXN-0000001048,ACC-00000127,2025-05-16,07:01:50,-8.83,purchase,utilities,Huang LLC,online
TXN-0000001050,ACC-00000127,2025-04-26,21:14:49,-56.1,purchase,grocery,Garcia Ltd,mobile
TXN-0000001094,ACC-00000132,2023-09-03,12:53:54,-101.88,purchase,restaurant,Cruz Ltd,online
TXN-0000001095,ACC-00000132,2023-10-26,08:44:43,-21.39,withdrawal,,,mobile
TXN-0000001098,ACC-00000132,2024-06-13,00:29:25,77.69,deposit,,,atm
TXN-0000001099,ACC-00000132,2023-11-22,18:28:47,27.98,deposit,,,mobile
TXN-0000001100,ACC-00000132,2022-10-17,01:21:49,-42.25,purchase,fuel,"Curtis, Mcdaniel and Martin",atm
TXN-0000001101,ACC-00000132,2024-03-30,08:44:39,-23.99,purchase,fuel,Phillips LLC,online
TXN-0000001124,ACC-00000135,2021-11-20,03:57:52,-14.75,purchase,entertainment,Wells Inc,mobile
TXN-0000001125,ACC-00000135,2024-02-22,17:16:57,-63.74,purchase,restaurant,Ruiz-Jacobson,mobile
TXN-0000001127,ACC-00000135,2023-10-06,12:40:40,-160.27,purchase,retail,"Stephens, Lopez and Mcclure",mobile
TXN-0000001129,ACC-00000135,2022-05-12,10:12:05,-8.24,purchase,restaurant,Baker-Hood,mobile
