account_id,balance_date,available_balance,ledger_balance,overdraft_count
ACC-00000003,2021-02-28,-3757.39,-3725.05,0
ACC-00000003,2021-05-31,-3461.27,-3416.83,0
ACC-00000003,2021-08-31,-4543.47,-4526.16,0
ACC-00000003,2021-10-31,-4483.06,-4441.24,0
ACC-00000003,2021-12-31,-2958.78,-2885.38,0
ACC-00000003,2022-05-31,-3422.84,-3404.85,0
ACC-00000003,2022-07-31,-3421.45,-3390.58,0
ACC-00000003,2022-09-30,-2959.49,-2888.69,0
ACC-00000003,2023-03-31,-3995.92,-3938.14,0
ACC-00000003,2023-04-30,-4263.73,-4171.53,0
ACC-00000003,2023-07-31,-2753.5,-2737.66,0
ACC-00000003,2023-10-31,-3067.49,-2986.48,0
ACC-00000003,2024-01-31,-1919.03,-1843.59,0
ACC-00000003,2024-02-29,-2606.52,-2535.03,0
ACC-00000003,2024-04-30,-3057.66,-2994.86,0
ACC-00000003,2024-06-30,-4143.91,-4122.87,0
ACC-00000003,2024-10-31,-4254.32,-4210.59,0
ACC-00000003,2024-12-31,-5080.12,-5056.3,0
ACC-00000003,2025-01-31,-5988.54,-5971.6,0
ACC-00000003,2025-03-31,-6122.02,-6076.14,0
ACC-00000003,2025-07-31,-6494.11,-6486.98,0
ACC-00000003,2025-11-30,-4738.93,-4737.67,0
ACC-00000003,2025-12-31,-4285.44,-4238.87,0
ACC-00000004,2025-04-22,3134.68,3212.91,0
ACC-00000004,2025-06-30,3952.66,4037.42,0
ACC-00000004,2025-11-30,2273.49,2345.62,0
ACC-00000004,2025-12-31,1885.01,1917.97,0
ACC-00000005,2021-08-31,1356.16,1368.25,0
ACC-00000005,2021-11-30,908.6,980.53,0
ACC-00000005,2021-12-31,779.98,797.94,0
ACC-00000005,2022-04-30,1450.82,1487.36,0
ACC-00000005,2022-06-30,1910.34,1935.45,0
ACC-00000005,2022-08-31,2085.58,2173.77,0
ACC-00000005,2022-09-30,2567.85,2655.04,0
ACC-00000005,2022-10-31,3608.73,3656.71,0
ACC-00000005,2023-02-28,3412.21,3413.67,0
ACC-00000005,2023-03-31,3111.65,3183.95,0
ACC-00000005,2023-05-31,3059.22,3093.03,0
ACC-00000005,2023-06-30,2642.18,2685.07,0
ACC-00000005,2023-07-31,2385.67,2431.47,0
ACC-00000005,2023-11-30,3199.1,3256.16,0
ACC-00000005,2023-12-31,3310.01,3320.31,0
ACC-00000005,2024-01-31,3058.15,3090.82,0
ACC-00000005,2024-05-31,3057.62,3132.7,0
ACC-00000005,2024-06-30,3142.97,3185.01,0
ACC-00000005,2024-10-31,3549.03,3583.57,0
ACC-00000005,2025-03-31,5089.07,5180.55,0
ACC-00000005,2025-06-30,4706.53,4757.25,0
ACC-00000005,2025-10-31,3361.64,3364.24,0
ACC-00000006,2021-06-30,6991.71,6994.79,0
ACC-00000006,2021-07-31,6959.02,7001.1,0
ACC-00000006,2021-08-31,6880.24,6900.56,0
ACC-00000006,2021-09-30,6835.38,6901.47,0
ACC-00000006,2021-11-30,4859.23,4918.6,0
ACC-00000006,2022-01-31,4821.46,4869.34,0
ACC-00000006,2022-02-28,3812.87,3832.78,0
ACC-00000006,2022-03-31,2919.58,2922.92,0
ACC-00000006,2022-04-30,3013.89,3036.48,0
ACC-00000006,2022-05-31,3520.16,3539.92,0
ACC-00000006,2022-07-31,3712.79,3728.34,0
ACC-00000006,2022-09-30,3292.67,3294.47,0
ACC-00000006,2022-10-31,2559.43,2604.04,0
ACC-00000006,2022-11-30,2819.42,2855.04,0
ACC-00000006,2023-01-31,1734.72,1744.21,0
ACC-00000006,2023-02-28,1725.46,1732.72,0
ACC-00000006,2023-04-30,2342.76,2351.12,0
ACC-00000006,2023-08-31,2649.64,2709.64,0
ACC-00000006,2023-09-30,2925.94,2963.24,0
ACC-00000006,2023-10-31,3153.81,3230.33,0
ACC-00000006,2023-11-30,2739.49,2759.27,0
ACC-00000006,2023-12-31,3678.51,3747.95,0
ACC-00000006,2024-04-30,2619.9,2686.17,0
ACC-00000006,2024-05-31,2107.44,2136.29,0
ACC-00000006,2024-06-30,2106.03,2108.55,0
ACC-00000006,2024-07-31,2186.01,2204.04,0
ACC-00000006,2024-08-31,2510.55,2524.95,0
ACC-00000006,2024-09-30,1652.12,1673.12,0
ACC-00000006,2024-12-31,2484.58,2582.98,0
ACC-00000006,2025-02-28,1881.24,1981.08,0
ACC-00000006,2025-06-30,2540.07,2556.97,0
ACC-00000006,2025-07-31,2900.89,2942.26,0
ACC-00000006,2025-08-31,3493.29,3539.89,0
ACC-00000006,2025-11-30,3391.25,3450.23,0
ACC-00000007,2020-11-24,9881.94,9972.73,0
ACC-00000007,2021-05-31,7252.02,7277.06,0
ACC-00000007,2021-07-31,6168.46,6211.05,0
ACC-00000007,2021-12-31,4834.71,4927.56,0
ACC-00000007,2022-05-31,4708.04,4711.77,0
ACC-00000007,2022-07-31,5717.62,5786.46,0
ACC-00000007,2022-08-31,6825.97,6834.25,0
ACC-00000007,2022-10-31,7465.99,7492.0,0
ACC-00000007,2022-12-31,7540.67,7549.85,0
ACC-00000007,2023-01-31,7379.1,7463.29,0
ACC-00000007,2023-03-31,6694.37,6741.42,0
ACC-00000007,2023-07-31,5680.95,5777.04,0
ACC-00000007,2023-09-30,5522.61,5527.89,0
ACC-00000007,2023-10-31,5525.56,5603.0,0
ACC-00000007,2023-11-30,6258.16,6302.47,0
ACC-00000007,2024-01-31,6130.91,6227.59,0
ACC-00000007,2024-02-29,5517.69,5614.24,0
ACC-00000007,2024-03-31,5462.76,5469.25,0
ACC-00000007,2024-05-31,4998.61,5016.13,0
ACC-00000007,2024-07-31,6953.68,6991.25,0
ACC-00000007,2024-09-30,7642.6,7652.14,0
ACC-00000007,2025-06-30,6054.33,6087.06,0
ACC-00000007,2025-10-31,5799.96,5844.66,0
ACC-00000007,2025-12-31,5411.59,5427.15,0
ACC-00000008,2020-05-31,-1133.47,-1108.38,0
ACC-00000008,2020-09-30,-1483.34,-1446.0,0
ACC-00000008,2021-01-31,-1446.0,-1373.14,0
ACC-00000008,2021-02-28,-1446.0,-1388.92,0
ACC-00000008,2021-04-30,-1266.24,-1239.07,0
ACC-00000008,2021-09-30,-8.04,51.97,0
ACC-00000008,2021-12-31,84.37,87.74,0
ACC-00000008,2022-02-28,-974.53,-956.88,0
ACC-00000008,2022-05-31,-1446.0,-1355.71,0
ACC-00000008,2022-06-30,-1446.0,-1382.63,0
ACC-00000008,2022-09-30,-1467.27,-1446.0,0
ACC-00000008,2022-11-30,-1463.31,-1446.0,0
ACC-00000008,2022-12-31,-1446.0,-1438.53,0
ACC-00000008,2023-02-28,-1048.06,-1012.3,0
ACC-00000008,2023-06-30,592.96,678.35,0
ACC-00000008,2023-07-31,1568.89,1575.99,0
ACC-00000008,2023-10-31,2197.24,2246.28,0
ACC-00000008,2023-11-30,2055.0,2098.45,0
ACC-00000008,2023-12-31,1199.29,1278.87,0
ACC-00000008,2024-01-31,969.7,1046.36,0
ACC-00000008,2024-02-29,259.02,345.3,0
ACC-00000008,2024-03-31,626.89,650.13,0
ACC-00000008,2024-04-30,-130.95,-80.31,0
ACC-00000008,2024-09-30,233.79,245.33,0
ACC-00000008,2024-10-31,432.7,434.69,0
ACC-00000008,2024-12-31,262.43,315.46,0
ACC-00000008,2025-04-30,-793.16,-708.19,0
ACC-00000008,2025-05-31,-514.2,-477.08,0
ACC-00000008,2025-09-30,-475.31,-465.52,0
ACC-00000008,2025-10-31,-980.9,-893.03,0
ACC-00000008,2025-11-30,-901.23,-877.62,0
ACC-00000009,2025-08-31,7077.43,7146.23,0
ACC-00000009,2025-11-30,5498.25,5516.63,0
ACC-00000011,2024-11-30,1832.92,1906.25,0
ACC-00000011,2025-03-31,2320.02,2336.99,0
ACC-00000011,2025-05-31,2230.83,2296.56,0
ACC-00000011,2025-08-31,2804.06,2831.7,0
ACC-00000011,2025-09-30,2826.29,2862.43,0
ACC-00000011,2025-10-31,2254.41,2338.03,0
ACC-00000011,2025-11-30,1460.31,1498.49,0
ACC-00000012,2025-06-30,-32804.45,-32789.16,0
ACC-00000012,2025-07-31,-33231.47,-33215.19,0
ACC-00000012,2025-08-31,-33436.51,-33399.05,0
ACC-00000012,2025-09-30,-33935.74,-33874.33,0
ACC-00000012,2025-10-31,-33901.84,-33901.74,0
ACC-00000013,2023-08-22,-3295.95,-3213.02,0
ACC-00000013,2024-02-29,-3267.15,-3241.61,0
ACC-00000013,2024-03-31,-3079.64,-3053.49,0
ACC-00000013,2024-04-30,-2893.33,-2866.04,0
ACC-00000013,2024-06-30,-3392.01,-3376.12,0
ACC-00000013,2024-07-31,-2986.34,-2973.93,0
ACC-00000013,2024-09-30,-2895.91,-2849.29,0
ACC-00000013,2024-11-30,-2572.01,-2480.57,0
ACC-00000013,2024-12-31,-2069.89,-2065.67,0
ACC-00000013,2025-01-31,-2666.88,-2664.07,0
ACC-00000013,2025-06-30,-1365.22,-1348.51,0
ACC-00000013,2025-09-30,-1640.28,-1609.8,0
ACC-00000013,2025-12-31,-2279.4,-2248.12,0
ACC-00000015,2024-01-09,3765.66,3800.84,0
ACC-00000015,2024-02-29,4058.86,4093.97,0
ACC-00000015,2024-03-31,4135.56,4190.75,0
ACC-00000015,2024-07-31,4552.25,4571.5,0
ACC-00000015,2024-08-31,4932.39,5001.2,0
ACC-00000015,2024-11-30,5829.85,5904.6,0
ACC-00000015,2025-02-28,6289.61,6386.23,0
ACC-00000015,2025-03-31,6636.11,6646.31,0
ACC-00000015,2025-05-31,5913.93,5944.42,0
ACC-00000015,2025-06-30,5087.7,5128.69,0
ACC-00000015,2025-09-30,6444.99,6502.06,0
ACC-00000015,2025-12-31,5716.85,5745.97,0
ACC-00000016,2022-08-03,6548.47,6599.89,0
ACC-00000016,2022-10-31,6210.32,6235.83,0
ACC-00000016,2022-12-31,5835.16,5911.4,0
ACC-00000016,2023-01-31,5616.71,5650.73,0
ACC-00000016,2023-03-31,6433.01,6501.31,0
ACC-00000016,2023-05-31,5709.59,5800.67,0
ACC-00000016,2023-07-31,6344.37,6380.84,0
ACC-00000016,2023-08-31,6685.17,6770.55,0
ACC-00000016,2023-09-30,7192.21,7231.81,0
ACC-00000016,2023-10-31,7019.78,7042.82,0
ACC-00000016,2023-12-31,6732.14,6769.88,0
ACC-00000016,2024-01-31,7194.71,7268.22,0
ACC-00000016,2024-02-29,6551.19,6592.42,0
ACC-00000016,2024-04-30,7135.47,7153.36,0
ACC-00000016,2024-05-31,7375.34,7454.79,0
ACC-00000016,2024-07-31,7564.84,7585.01,0
ACC-00000016,2024-10-31,7715.28,7741.34,0
ACC-00000016,2025-04-30,6549.61,6550.73,0
ACC-00000016,2025-05-31,6188.26,6231.13,0
ACC-00000016,2025-07-31,6082.33,6102.69,0
ACC-00000016,2025-10-31,7733.53,7829.96,0
ACC-00000016,2025-11-30,8130.14,8152.94,0
ACC-00000017,2019-05-31,6551.67,6591.3,0
ACC-00000017,2019-07-31,7093.29,7142.15,0
ACC-00000017,2019-08-31,7686.93,7718.11,0
ACC-00000017,2019-09-30,8154.89,8227.31,0
ACC-00000017,2019-10-31,7953.64,8024.77,0
ACC-00000017,2019-11-30,7295.38,7335.93,0
ACC-00000017,2020-03-31,5979.46,6024.35,0
ACC-00000017,2020-04-30,5384.14,5412.61,0
ACC-00000017,2020-05-31,4969.63,5038.96,0
ACC-00000017,2020-06-30,5694.48,5711.4,0
ACC-00000017,2020-08-31,6246.09,6265.33,0
ACC-00000017,2020-09-30,5075.06,5083.91,0
ACC-00000017,2020-11-30,5091.26,5186.7,0
ACC-00000017,2020-12-31,5688.11,5688.77,0
ACC-00000017,2021-03-31,6389.97,6402.94,0
ACC-00000017,2021-05-31,6681.55,6731.0,0
ACC-00000017,2021-06-30,7359.3,7450.9,0
ACC-00000017,2021-07-31,7136.52,7145.26,0
ACC-00000017,2021-08-31,6904.52,6967.9,0
ACC-00000017,2021-09-30,7293.89,7329.62,0
ACC-00000017,2021-10-31,7613.0,7677.73,0
ACC-00000017,2021-11-30,7013.72,7034.89,0
ACC-00000017,2021-12-31,6728.96,6826.0,0
ACC-00000017,2022-01-31,7457.83,7471.86,0
ACC-00000017,2022-02-28,7832.78,7862.19,0
ACC-00000017,2022-04-30,9274.06,9303.62,0
ACC-00000017,2022-07-31,8282.55,8293.69,0
ACC-00000017,2022-08-31,8499.72,8566.53,0
ACC-00000017,2022-09-30,9682.15,9718.43,0
ACC-00000017,2022-11-30,9091.71,9137.76,0
ACC-00000017,2022-12-31,8982.94,9012.56,0
ACC-00000017,2023-02-28,9115.13,9153.5,0
ACC-00000017,2023-03-31,9067.45,9096.89,0
ACC-00000017,2023-04-30,9791.76,9840.94,0
ACC-00000017,2023-05-31,9991.72,10006.29,0
ACC-00000017,2023-06-30,10073.8,10088.51,0
ACC-00000017,2023-07-31,10921.86,10976.49,0
ACC-00000017,2023-08-31,10619.91,10625.3,0
ACC-00000017,2023-09-30,11236.8,11268.57,0
ACC-00000017,2024-01-31,11989.64,12052.78,0
ACC-00000017,2024-02-29,11586.97,11619.42,0
ACC-00000017,2024-03-31,11432.63,11441.18,0
ACC-00000017,2024-04-30,11877.11,11881.66,0
ACC-00000017,2024-05-31,11913.46,11933.58,0
ACC-00000017,2024-09-30,12156.91,12184.92,0
ACC-00000017,2024-11-30,12864.33,12943.41,0
ACC-00000017,2025-02-28,12003.18,12034.93,0
ACC-00000017,2025-03-31,11152.09,11171.01,0
ACC-00000017,2025-05-31,11787.67,11824.73,0
ACC-00000017,2025-06-30,11295.61,11355.59,0
ACC-00000017,2025-07-31,11600.21,11675.09,0
ACC-00000017,2025-10-31,11534.21,11538.94,0
ACC-00000017,2025-12-31,11941.94,12040.03,0
ACC-00000019,2019-10-19,7450.47,7506.86,0
ACC-00000019,2019-12-31,8546.62,8635.65,0
ACC-00000019,2020-02-29,7551.28,7599.48,0
ACC-00000019,2020-03-31,7437.77,7497.8,0
ACC-00000019,2020-05-31,6924.39,6962.1,0
ACC-00000019,2020-06-30,6166.68,6170.74,0
ACC-00000019,2020-07-31,7389.18,7409.5,0
ACC-00000019,2020-08-31,7031.22,7042.87,0
ACC-00000019,2020-09-30,7205.42,7274.66,0
ACC-00000019,2020-11-30,7010.49,7042.53,0
ACC-00000019,2020-12-31,7378.24,7394.3,0
ACC-00000019,2021-06-30,7028.41,7040.47,0
ACC-00000019,2021-07-31,7128.04,7138.09,0
ACC-00000019,2021-08-31,7480.15,7483.78,0
ACC-00000019,2021-10-31,6146.84,6205.65,0
ACC-00000019,2022-05-31,5874.9,5944.35,0
ACC-00000019,2022-06-30,5928.64,5942.17,0
ACC-00000019,2022-11-30,8412.32,8465.98,0
ACC-00000019,2023-02-28,7658.17,7733.08,0
ACC-00000019,2023-03-31,7203.66,7241.34,0
ACC-00000019,2023-04-30,7177.63,7184.48,0
ACC-00000019,2023-05-31,6484.75,6543.0,0
ACC-00000019,2023-06-30,6921.57,6941.0,0
ACC-00000019,2023-08-31,7207.16,7245.34,0
ACC-00000019,2023-09-30,6947.77,6956.7,0
ACC-00000019,2023-10-31,6900.15,6946.46,0
ACC-00000019,2023-12-31,8326.68,8377.58,0
ACC-00000019,2024-01-31,7850.87,7868.26,0
ACC-00000019,2024-02-29,7422.79,7485.7,0
ACC-00000019,2024-03-31,7057.36,7080.49,0
ACC-00000019,2024-04-30,6792.17,6865.0,0
ACC-00000019,2024-05-31,7930.99,7955.52,0
ACC-00000019,2024-06-30,7760.51,7848.31,0
ACC-00000019,2024-07-31,7273.0,7350.84,0
ACC-00000019,2024-08-31,7559.74,7598.08,0
ACC-00000019,2024-09-30,6827.1,6833.09,0
ACC-00000019,2024-10-31,6546.8,6615.09,0
ACC-00000019,2024-12-31,5387.48,5478.35,0
ACC-00000019,2025-01-31,3988.21,3992.68,0
ACC-00000019,2025-04-30,4848.06,4925.53,0
ACC-00000019,2025-05-31,4700.71,4734.79,0
ACC-00000019,2025-07-31,4661.29,4744.98,0
ACC-00000019,2025-08-31,4891.39,4915.6,0
ACC-00000019,2025-10-31,5684.05,5736.96,0
ACC-00000019,2025-11-30,5464.08,5465.06,0
ACC-00000019,2025-12-31,6051.31,6143.16,0
ACC-00000020,2021-02-28,3615.86,3713.38,0
ACC-00000020,2021-04-30,5043.46,5076.71,0
ACC-00000020,2021-09-30,4394.44,4485.3,0
ACC-00000020,2021-12-31,5146.3,5155.91,0
ACC-00000020,2022-01-31,5265.6,5316.49,0
ACC-00000020,2022-02-28,5322.13,5333.62,0
ACC-00000020,2022-05-31,5867.49,5904.84,0
ACC-00000020,2022-09-30,4416.65,4475.67,0
ACC-00000020,2022-10-31,4585.84,4602.1,0
ACC-00000020,2022-11-30,5482.16,5492.61,0
ACC-00000020,2022-12-31,4926.57,4938.11,0
ACC-00000020,2023-01-31,4921.7,5019.36,0
ACC-00000020,2023-05-31,5039.64,5041.52,0
ACC-00000020,2023-08-31,5307.47,5342.46,0
ACC-00000020,2023-10-31,5044.86,5046.33,0
ACC-00000020,2023-11-30,5967.89,6037.95,0
ACC-00000020,2024-01-31,5959.84,6049.33,0
ACC-00000020,2024-02-29,5852.31,5928.63,0
ACC-00000020,2024-03-31,6367.95,6412.16,0
ACC-00000020,2024-04-30,6684.9,6695.81,0
ACC-00000020,2024-05-31,6339.04,6345.21,0
ACC-00000020,2024-08-31,7950.98,8047.74,0
ACC-00000020,2025-01-31,8524.36,8604.45,0
ACC-00000020,2025-06-30,7847.24,7908.27,0
ACC-00000020,2025-08-31,8120.17,8158.3,0
ACC-00000020,2025-09-30,8133.19,8140.95,0
ACC-00000020,2025-10-31,8424.79,8476.26,0
ACC-00000020,2025-11-30,8154.33,8249.88,0
ACC-00000023,2024-02-14,8397.66,8427.66,0
ACC-00000023,2024-03-31,7605.95,7646.37,0
ACC-00000023,2024-04-30,7730.79,7737.96,0
ACC-00000023,2024-10-31,7677.72,7765.29,0
ACC-00000023,2024-12-31,6991.53,7030.15,0
ACC-00000023,2025-01-31,6657.35,6725.81,0
ACC-00000023,2025-02-28,6471.54,6514.52,0
ACC-00000023,2025-03-31,6500.39,6502.71,0
ACC-00000023,2025-05-31,7240.79,7264.46,0
ACC-00000023,2025-08-31,6685.78,6696.02,0
ACC-00000023,2025-11-30,5983.88,6014.39,0
ACC-00000023,2025-12-31,6526.68,6557.69,0
ACC-00000025,2023-12-31,1657.93,1677.88,0
ACC-00000025,2024-01-31,1963.47,1982.17,0
ACC-00000025,2024-02-29,1697.93,1707.76,0
ACC-00000025,2024-06-30,2280.64,2376.63,0
ACC-00000025,2024-08-31,1746.09,1817.32,0
ACC-00000025,2024-11-30,370.7,432.64,0
ACC-00000025,2024-12-31,795.91,817.02,0
ACC-00000025,2025-01-31,2145.94,2173.32,0
ACC-00000025,2025-03-31,3140.97,3178.71,0
ACC-00000025,2025-05-31,3499.56,3517.68,0
ACC-00000025,2025-09-30,3185.06,3185.43,0
ACC-00000031,2022-08-31,1465.14,1554.1,0
ACC-00000031,2022-09-30,1745.17,1822.44,0
ACC-00000031,2022-11-30,2183.6,2205.66,0
ACC-00000031,2022-12-31,1484.79,1514.92,0
ACC-00000031,2023-01-31,2177.04,2203.55,0
ACC-00000031,2023-02-28,2936.11,2938.97,0
ACC-00000031,2023-03-31,3015.37,3113.49,0
ACC-00000031,2023-04-30,2856.01,2917.0,0
ACC-00000031,2023-06-30,3422.03,3481.03,0
ACC-00000031,2023-08-31,2374.6,2460.32,0
ACC-00000031,2023-09-30,2656.35,2684.34,0
ACC-00000031,2023-12-31,3246.83,3308.99,0
ACC-00000031,2024-01-31,4223.39,4230.67,0
ACC-00000031,2024-03-31,5026.65,5098.08,0
ACC-00000031,2024-04-30,4172.67,4247.02,0
ACC-00000031,2024-05-31,4268.73,4281.13,0
ACC-00000031,2024-06-30,3656.97,3692.61,0
ACC-00000031,2024-07-31,2995.48,3083.37,0
ACC-00000031,2024-08-31,3438.57,3528.89,0
ACC-00000031,2024-10-31,3246.46,3289.48,0
ACC-00000031,2024-11-30,3315.65,3316.97,0
ACC-00000031,2025-01-31,3527.5,3549.49,0
ACC-00000031,2025-04-30,3230.62,3301.09,0
ACC-00000031,2025-05-31,3978.75,4043.61,0
ACC-00000031,2025-06-30,3968.09,4004.94,0
ACC-00000031,2025-08-31,3007.84,3056.77,0
ACC-00000031,2025-10-31,3019.19,3029.17,0
ACC-00000031,2025-12-31,3066.39,3091.2,0
ACC-00000032,2021-02-28,4725.01,4762.17,0
ACC-00000032,2021-06-30,4492.37,4574.5,0
ACC-00000032,2021-08-31,5149.85,5182.38,0
ACC-00000032,2021-09-30,4949.69,4994.26,0
ACC-00000032,2021-10-31,4566.02,4643.42,0
ACC-00000032,2021-12-31,4409.18,4458.05,0
ACC-00000032,2022-02-28,3815.57,3857.8,0
ACC-00000032,2022-06-30,4245.3,4304.45,0
ACC-00000032,2022-08-31,3058.71,3139.27,0
ACC-00000032,2022-09-30,2856.83,2940.01,0
ACC-00000032,2022-11-30,3201.41,3300.07,0
ACC-00000032,2022-12-31,2715.02,2748.27,0
ACC-00000032,2023-01-31,2515.69,2596.72,0
ACC-00000032,2023-02-28,2203.65,2215.24,0
ACC-00000032,2023-04-30,2839.34,2854.49,0
ACC-00000032,2023-05-31,1963.65,1976.29,0
ACC-00000032,2023-07-31,1729.56,1759.55,0
ACC-00000032,2023-10-31,1763.07,1818.59,0
ACC-00000032,2024-03-31,198.56,238.13,0
ACC-00000032,2024-04-30,181.15,183.59,0
ACC-00000032,2024-06-30,1511.92,1536.96,0
ACC-00000032,2024-07-31,1888.35,1924.8,0
ACC-00000032,2024-09-30,3503.73,3567.44,0
ACC-00000032,2024-11-30,2408.11,2452.56,0
ACC-00000032,2024-12-31,2133.24,2147.2,0
ACC-00000032,2025-08-31,2236.54,2237.61,0
ACC-00000032,2025-11-30,1424.21,1482.78,0
ACC-00000032,2025-12-31,1330.26,1339.49,0
ACC-00000034,2024-02-29,-9935.44,-9910.89,0
ACC-00000034,2024-05-31,-9602.67,-9524.41,0
ACC-00000034,2024-06-30,-8813.69,-8727.92,0
ACC-00000034,2024-08-31,-7952.6,-7927.79,0
ACC-00000034,2024-10-31,-7038.58,-7036.83,0
ACC-00000034,2024-11-30,-7199.94,-7140.08,0
ACC-00000034,2025-01-31,-7469.21,-7435.94,0
ACC-00000034,2025-02-28,-6869.36,-6864.74,0
ACC-00000034,2025-03-31,-6539.24,-6477.39,0
ACC-00000034,2025-05-31,-7362.0,-7275.93,0
ACC-00000034,2025-06-30,-7958.8,-7903.79,0
ACC-00000034,2025-07-31,-7231.24,-7212.2,0
ACC-00000034,2025-09-30,-7258.09,-7246.95,0
ACC-00000034,2025-10-31,-7337.9,-7317.49,0
ACC-00000037,2019-02-28,6293.97,6393.14,0
ACC-00000037,2019-03-31,6358.8,6385.12,0
ACC-00000037,2019-04-30,6358.55,6363.57,0
ACC-00000037,2019-05-31,6934.89,6942.22,0
ACC-00000037,2019-07-31,6668.21,6714.93,0
ACC-00000037,2019-08-31,6939.44,6989.67,0
ACC-00000037,2019-09-30,6869.92,6949.51,0
ACC-00000037,2019-12-31,6480.46,6569.03,0
ACC-00000037,2020-04-30,6115.01,6122.66,0
ACC-00000037,2020-05-31,5546.12,5635.31,0
ACC-00000037,2020-07-31,7469.29,7553.89,0
ACC-00000037,2020-08-31,7227.03,7324.82,0
ACC-00000037,2020-11-30,6449.0,6461.73,0
ACC-00000037,2020-12-31,6947.16,7033.73,0
ACC-00000037,2021-02-28,6639.75,6701.63,0
ACC-00000037,2021-12-31,9142.08,9154.3,0
ACC-00000037,2022-01-31,9153.89,9162.33,0
ACC-00000037,2022-04-30,9974.37,10007.66,0
ACC-00000037,2022-05-31,9822.61,9900.6,0
ACC-00000037,2022-06-30,9946.2,9976.18,0
ACC-00000037,2022-07-31,9981.87,10033.34,0
ACC-00000037,2022-11-30,8983.85,9003.88,0
ACC-00000037,2023-03-31,9059.99,9061.34,0
ACC-00000037,2023-04-30,9771.44,9798.73,0
ACC-00000037,2023-10-31,8289.95,8309.01,0
ACC-00000037,2023-11-30,8934.05,8942.74,0
ACC-00000037,2023-12-31,9086.91,9123.13,0
ACC-00000037,2024-01-31,8371.35,8436.58,0
ACC-00000037,2024-03-31,7465.21,7503.51,0
ACC-00000037,2024-06-30,7753.98,7772.82,0
