account_id,customer_id,account_type,open_date,credit_limit,status,branch_code,fico_score,credit_history_months,num_inquiries_6mo,num_delinquencies_24mo,credit_utilization_pct,num_active_credit_lines,annual_income,employment_status,employment_tenure_months,debt_to_income_ratio,age,zip_code,region,account_tenure_months,default_probability,defaulted,default_date,feat_avg_balance,feat_balance_std,feat_min_balance,feat_max_balance,feat_avg_ledger_balance,feat_total_overdrafts,feat_avg_monthly_overdrafts,feat_balance_trend,feat_num_transactions,feat_avg_transaction_amount,feat_transaction_amount_std,feat_total_transaction_volume,feat_num_debits,feat_total_debits,feat_num_credits,feat_total_credits,feat_credit_to_debit_ratio,feat_transactions_per_month,feat_spending_entertainment,feat_spending_fuel,feat_spending_grocery,feat_spending_healthcare,feat_spending_restaurant,feat_spending_retail,feat_spending_travel,feat_spending_utilities,feat_discretionary_spending,feat_essential_spending,feat_discretionary_ratio,feat_channel_atm,feat_channel_branch,feat_channel_mobile,feat_channel_online,feat_channel_phone,feat_digital_channel_pct,feat_num_txn_3mo,feat_avg_balance_3mo,feat_num_txn_6mo,feat_avg_balance_6mo,feat_num_txn_12mo,feat_avg_balance_12mo,feat_txn_trend,feat_balance_trend_3mo_vs_12mo,feat_days_since_last_txn
ACC-00000011,CUST-1000011,checking,2021-10-29,0,active,BR-101,766.0,65,2,2,32.6,6,48529.0,retired,29,22.4,67,90091,A,26,0.0391,0,,11032.349629629629,963.2625581783602,9274.29,13000.58,11061.242592592593,0,0.0,1432.864166666668,6.0,-40.11666666666667,40.47335699774194,-240.7,6.0,-240.7,0.0,0.0,0.0,0.23076923076923078,26.72,59.25,34.01,0.0,120.72,0.0,0.0,0.0,147.44,34.01,0.812565445026178,2.0,0.0,2.0,2.0,0.0,0.6666666666666666,2.0,12306.006666666668,3.0,12540.476666666667,4.0,11806.175833333333,0.5,0.04233280171217929,38.0
ACC-00000012,CUST-1000012,credit_card,2021-11-24,26938,active,BR-146,660.0,52,2,0,22.2,5,115719.0,employed,38,7.6,64,80079,B,25,0.0452,0,,582.4711538461538,564.0226806172029,-367.16,1456.21,607.4611538461538,0,0.0,483.73057971014487,5.0,-150.542,233.86425201385524,-752.71,5.0,-752.71,0.0,0.0,0.0,0.2,0.0,0.0,592.56,120.51,0.0,0.0,0.0,39.64,0.0,752.7099999999999,0.0,0.0,0.0,2.0,3.0,0.0,1.0,1.0,1010.3866666666667,1.0,438.605,2.0,464.7091666666667,0.3333333333333333,1.1717130326330274,8.0
ACC-00000013,CUST-1000013,savings,2019-06-11,0,active,BR-114,616.0,45,0,0,5.7,3,21851.0,self_employed,6,20.4,39,80022,B,55,0.0593,0,,7720.526181818182,1186.5292377888309,5303.07,9672.56,7748.38,0,0.0,985.7344871794876,5.0,32.39,79.49303177008662,161.95,2.0,-95.14,3.0,257.09,2.702228295143998,0.09090909090909091,63.86,0.0,0.0,31.28,0.0,0.0,0.0,0.0,63.86,31.28,0.6712213579987387,1.0,1.0,0.0,0.0,0.0,0.0,0.0,8652.493333333334,0.0,8352.48,0.0,8744.694166666666,0.0,-0.010542425972857206,492.0
ACC-00000014,CUST-1000014,checking,2020-05-11,0,closed,BR-101,572.0,81,2,0,19.1,8,40420.0,employed,9,25.8,41,90087,A,44,0.0606,0,,8031.125227272728,1201.2863518890206,6356.2,10719.46,8047.8095454545455,0,0.0,-1423.6309756097562,3.0,-77.35333333333334,82.47550262552713,-232.06,3.0,-232.06,0.0,0.0,0.0,0.06818181818181818,60.54,4.58,0.0,0.0,0.0,0.0,0.0,0.0,60.54,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,6704.56,0.0,6823.143333333333,0.0,8244.2225,0.0,-0.18673389347588856,472.0
ACC-00000015,CUST-1000015,checking,2020-02-24,0,active,BR-109,638.0,231,2,0,41.2,4,129175.0,self_employed,9,1.9,73,90031,A,46,0.0401,0,,9724.049787234042,808.1323457892425,7949.6,11072.77,9755.922978723404,0,0.0,1252.361515151515,14.0,-10.981428571428568,166.25154110828302,-153.73999999999995,9.0,-761.02,5.0,607.28,0.7979816561982602,0.30434782608695654,4.05,0.0,0.0,0.0,150.35999999999999,565.62,0.0,0.0,720.03,0.0,1.0,2.0,1.0,2.0,2.0,0.0,0.5714285714285714,1.0,10896.473333333333,2.0,10129.976666666667,3.0,9649.448333333332,0.14285714285714285,0.12921938514428277,35.0
ACC-00000016,CUST-1000016,credit_card,2021-11-13,47078,active,BR-159,594.0,72,1,1,47.2,4,45580.0,employed,7,8.7,59,80074,B,25,0.0978,0,,-2224.5853846153846,585.7550286816547,-2964.08,-871.8,-2209.848076923077,0,0.0,-259.2101449275365,6.0,-15.89333333333333,45.81257673026771,-95.35999999999999,5.0,-164.64,1.0,69.28,0.42079689018464533,0.24,31.73,0.0,0.0,0.0,15.25,34.73,0.0,82.92999999999999,81.71000000000001,82.92999999999999,0.4962949465500487,0.0,0.0,3.0,1.0,1.0,0.8,3.0,-2453.8866666666668,3.0,-2355.705,3.0,-2153.8941666666665,1.2857142857142858,-0.13921449351921011,27.0
ACC-00000017,CUST-1000017,checking,10/09/2023,0,active,,611.0,87,1,0,8.1,4,15000.0,employed,18,54.2,68,90054,A,2,0.0621,0,,3596.5166666666664,521.7552921948497,3240.59,4195.45,3633.2766666666666,0,0.0,0.0,11.0,-14.52909090909091,37.90522429812162,-159.82,8.0,-239.99,3.0,80.17,0.3340555856494021,5.5,43.77,64.1,0.0,8.99,3.59,0.0,67.06,0.53,114.42,9.52,0.9231886396643537,0.0,0.0,4.0,2.0,0.0,1.0,11.0,3596.5166666666664,11.0,3596.5166666666664,11.0,3596.5166666666664,2.2,0.0,3.0
ACC-00000018,CUST-1000018,checking,2021-11-03,0,active,BR-182,620.0,106,5,0,6.9,4,20229.0,employed,24,4.7,77,70081,C,26,0.0759,1,2024-07-15,4775.763461538461,730.4695230326437,3682.97,6309.63,4808.815384615385,0,0.0,1479.3357971014493,12.0,-13.495833333333332,87.17638602890469,-161.95,9.0,-452.99,3.0,291.04,0.6424865891079273,0.46153846153846156,27.57,72.51,0.0,178.34,57.14,0.0,4.38,0.0,89.09,178.34,0.3331339041992297,1.0,0.0,2.0,1.0,1.0,0.6,3.0,6084.406666666667,5.0,5796.823333333334,6.0,5161.293333333333,0.6,0.17881845794633916,17.0
ACC-00000019,CUST-1000019,savngs,2021-01-31,0,active,BR-155,618.0,23,1,0,31.5,6,15000.0,retired,83,71.5,80,80066,B,35,0.0897,0,,118.95888888888891,925.7387528571911,-1000.0,1698.95,154.76361111111112,44,1.2222222222222223,574.1212121212121,10.0,28.65500000000001,237.1701209048054,286.55000000000007,7.0,-461.45,3.0,748.0,1.6209773539928487,0.2857142857142857,6.69,0.0,0.0,44.85,0.0,0.0,33.69,372.89,40.379999999999995,417.74,0.0881428446695189,1.0,0.0,3.0,1.0,1.0,0.6666666666666666,0.0,645.2366666666667,1.0,118.545,5.0,-290.6791666666667,-0.5555555555555556,3.2087167692813163,130.0
ACC-00000021,CUST-1000021,savings,2019-01-06,0,dormant,BR-119,749.0,55,6,0,38.0,5,94855.0,retired,55,4.9,80,90025,A,60,0.0202,0,,1236.8026666666667,1831.1247131711125,-1000.0,5429.21,1263.7503333333334,50,0.8333333333333334,4261.6708771929825,2.0,-58.225,73.53203417558908,-116.45,2.0,-116.45,0.0,0.0,0.0,0.03333333333333333,116.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.45,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.5,0.0,5285.39,0.0,5125.596666666667,0.0,4110.221666666667,0.0,0.2858440698689318,560.0
ACC-00000022,CUST-1000022,credit_card,2022-09-17,16063,suspended,BR-146,588.0,105,1,2,44.1,5,68612.0,employed,18,2.3,44,90031,A,15,0.0996,0,,-4163.7125,880.8321762098992,-5857.37,-3100.22,-4134.74375,0,0.0,-1824.444102564103,9.0,-50.10444444444444,94.00777216686808,-450.93999999999994,8.0,-454.34999999999997,1.0,3.41,0.007505227247716519,0.6,13.84,20.43,0.0,0.0,60.9,30.88,0.0,21.07,105.61999999999999,21.07,0.8336885310600678,2.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,-5646.073333333334,2.0,-5007.733333333334,7.0,-4470.056666666666,-0.2727272727272727,-0.26302879930695,77.0
ACC-00000024,CUST-1000024,savings,2022-03-19,0,active,BR-133,774.0,72,0,0,30.3,2,84392.0,employed,122,14.4,69,70056,C,21,0.031,0,,1441.1504545454545,832.8667850175668,-230.27,3078.73,1464.4704545454545,4,0.18181818181818182,732.9314035087721,10.0,13.226999999999999,55.444227241836856,132.26999999999998,6.0,-145.67,4.0,277.94,1.9080112583236084,0.47619047619047616,0.0,68.33,15.18,3.75,34.76,0.0,0.0,0.0,34.76,18.93,0.6474203762339356,1.0,0.0,0.0,2.0,1.0,0.5,1.0,2074.1366666666668,2.0,2334.028333333333,2.0,1942.2299999999998,0.3333333333333333,0.0678801102631531,83.0
ACC-00000025,CUST-1000025,credit_card,2019-08-06,47381,dormant,BR-174,711.0,92,1,0,45.6,7,57160.0,retired,102,8.2,80,80099,B,53,0.0359,0,,1880.885283018868,2318.2968697031442,-609.63,6265.33,1908.637358490566,0,0.0,4185.616399999999,3.0,-10.87,90.05126706493364,-32.61,2.0,-117.81,1.0,85.2,0.7231983702571938,0.05660377358490566,0.0,117.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.0,5829.579999999999,0.0,5593.69,0.0,5520.109166666666,0.0,0.056052293840111456,544.0
ACC-00000028,CUST-1000028,checking,2022-10-24,0,closed,BR-183,586.0,162,1,0,41.8,6,65300.0,employed,24,6.5,69,90098,A,14,0.0519,0,,5580.202,516.6365580532828,4932.65,6436.95,5602.956,0,0.0,-503.6149999999998,4.0,-224.1175,280.716294073453,-896.47,4.0,-896.47,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,163.53,0.0,0.0,0.0,14.96,0.0,178.49,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,5177.31,2.0,5481.063333333333,4.0,5665.8075,0.0,-0.08620329877095692,50.0
ACC-00000029,CUST-1000029,checking,2019-11-14,0,closed,BR-162,664.0,21,1,0,9.4,6,16542.0,employed,43,61.8,37,80046,B,50,0.0651,0,,12405.412199999999,1223.6457020661094,9850.34,15171.92,12439.8256,0,0.0,-175.8746808510641,12.0,-33.74,113.37319829178804,-404.88,7.0,-558.96,5.0,154.08,0.2756547874624302,0.24,0.0,0.0,0.0,0.0,2.13,11.75,358.83,0.0,372.71,0.0,1.0,0.0,0.0,3.0,1.0,1.0,0.8,1.0,12240.089999999998,3.0,12641.711666666668,5.0,13592.859166666667,-0.1111111111111111,-0.09951325448359633,26.0
ACC-00000030,CUST-1000030,savings,2019-05-17,0,active,BR-161,638.0,30,0,0,40.3,4,70122.0,retired,57,12.7,33,90032,A,56,0.0458,0,,7329.2474999999995,1058.9284388960043,5420.47,10297.44,7344.74875,0,0.0,2713.7626415094337,11.0,42.78636363636363,97.96890713616511,470.65,5.0,-138.14,6.0,608.79,4.407050818010714,0.19642857142857142,0.0,10.52,0.0,31.25,0.0,0.0,46.510000000000005,0.0,46.510000000000005,31.25,0.5981224279835391,1.0,0.0,2.0,1.0,0.0,0.75,2.0,9897.63,3.0,9298.36,5.0,8701.935833333335,0.3333333333333333,0.13738974865090994,9.0
ACC-00000031,CUST-1000031,checking,2019-10-16,0,active,BR-178,633.0,73,1,0,40.7,2,,employed,10,13.8,47,80076,B,51,0.0572,0,,3009.6229411764702,600.9343744180196,1957.35,4147.63,3044.4786274509806,0,0.0,113.73749999999973,8.0,-34.97875,69.65869865432661,-279.83,7.0,-333.62,1.0,53.79,0.16123134104669984,0.1568627450980392,27.08,0.0,0.0,71.19,0.0,16.18,0.0,0.0,43.26,71.19,0.3779816513761468,0.0,1.0,0.0,1.0,2.0,0.25,1.0,3116.67,3.0,3116.9216666666666,4.0,2784.4308333333333,0.0,0.11927747861865776,29.0
ACC-00000032,CUST-1000032,savings,2020-03-17,0,active,BR-108,825.0,37,1,0,35.7,2,56289.0,employed,48,10.1,43,80099,B,46,0.0078,0,,5346.18152173913,629.4281853589811,3883.33,6797.57,5384.369565217391,0,0.0,274.0157364341085,12.0,-19.868333333333336,42.95086343366068,-238.42000000000002,9.0,-296.31,3.0,57.89,0.19536971415072052,0.2608695652173913,0.0,141.05,0.0,0.0,0.0,77.15,25.51,0.0,102.66000000000001,0.0,1.0,1.0,0.0,1.0,3.0,0.0,0.8,2.0,5602.326666666667,6.0,5458.3550000000005,7.0,5351.1725,0.09090909090909091,0.04692564872800104,15.0
ACC-00000033,CUST-1000033,savings,2020-01-28,0,active,BR-126,741.0,66,0,0,25.3,2,69114.0,employed,14,8.1,25,70006,C,47,0.0435,0,,8011.6970833333335,1173.3152945429176,5737.78,9712.03,8043.621458333334,0,0.0,594.9080000000004,11.0,75.60636363636364,314.1345260321675,831.6700000000001,9.0,-189.79000000000002,2.0,1021.46,5.3820538489909895,0.23404255319148937,0.0,0.0,0.0,12.38,10.25,98.66,8.2,19.86,117.11,32.24,0.7841312353531972,0.0,1.0,3.0,2.0,0.0,0.8333333333333334,0.0,8569.423333333334,0.0,8282.086666666668,2.0,8878.248333333335,-0.3333333333333333,-0.034780534163083326,273.0
ACC-00000034,CUST-1000034,savings,2019-03-07,0,closed,BR-159,586.0,19,5,0,36.0,8,18980.0,employed,16,22.5,80,80089,B,58,0.0735,0,,3381.6705172413795,1275.8244009974214,1378.48,7198.72,3403.320344827586,0,0.0,-871.8811515151515,5.0,-42.410000000000004,45.00327043671382,-212.05,5.0,-212.05,0.0,0.0,0.0,0.08620689655172414,12.56,0.0,22.81,0.0,63.83,0.0,0.0,111.08,76.39,133.89,0.3632775347156173,0.0,1.0,1.0,2.0,0.0,0.75,0.0,2554.8866666666668,1.0,2173.641666666667,1.0,2233.3775,-0.2,0.1438920534541127,103.0
ACC-00000035,CUST-1000035,savings,2021-06-25,0,active,BR-121,705.0,52,0,1,45.3,5,28046.0,student,0,35.1,36,90008,A,30,0.0571,0,,1989.7229032258065,991.1787601578017,519.22,3908.11,2012.2587096774196,0,0.0,1958.2446428571434,12.0,18.204166666666666,50.822844265570424,218.45,7.0,-118.28999999999999,5.0,336.74,2.846732606306535,0.4,13.22,15.21,13.9,0.0,0.0,3.82,0.0,0.0,17.04,13.9,0.5507433742727861,0.0,1.0,2.0,1.0,0.0,0.75,1.0,3758.4600000000005,2.0,2996.0266666666666,5.0,2651.765,-0.1111111111111111,0.41718546497710907,6.0
ACC-00000036,CUST-1000036,checking,2022-08-30,0,active,,670.0,91,0,0,23.5,3,161182.0,employed,20,4.3,36,80031,B,16,0.0426,0,,8985.249411764706,1117.989316029398,7351.22,10657.11,9015.810588235294,0,0.0,1775.7640476190481,9.0,-23.97,55.40648427756448,-215.73,8.0,-269.54999999999995,1.0,53.82,0.19966611018363944,0.5625,8.59,157.22,11.29,2.7,0.0,0.0,36.22,0.0,44.81,13.989999999999998,0.7620748299319728,1.0,1.0,0.0,3.0,1.0,0.5,3.0,10447.643333333333,5.0,10119.433333333334,5.0,9558.475833333334,0.7777777777777778,0.09301425261200247,35.0
ACC-00000037,CUST-1000037,savings,11/17/2023,0,active,BR-128,668.0,71,2,1,20.5,5,55198.0,employed,8,5.0,44,80054,B,1,0.0632,0,,9534.8,126.99637790110354,9445.0,9624.6,9550.785,0,0.0,0.0,7.0,-33.917142857142856,73.43295143968311,-237.42000000000002,6.0,-266.96,1.0,29.54,0.11065328139047048,7.0,0.0,0.0,0.0,192.66,22.25,0.0,50.68,1.37,72.93,194.03,0.2731869943062631,1.0,1.0,1.0,3.0,0.0,0.6666666666666666,7.0,9534.8,7.0,9534.8,7.0,9534.8,1.9090909090909092,0.0,8.0
ACC-00000038,CUST-1000038,credit_card,2023-01-21,26197,active,BR-104,629.0,21,0,0,20.0,5,17165.0,employed,96,4.8,22,70060,C,11,0.0828,0,,-5120.0824999999995,287.55159502647984,-5715.13,-4702.33,-5107.150833333333,0,0.0,241.86555555555606,9.0,-71.48555555555559,1097.8977780639586,-643.3700000000003,8.0,-2759.53,1.0,2116.16,0.7668552253463451,0.8181818181818182,0.0,0.0,63.44,0.0,0.0,37.120000000000005,60.75,2.26,97.87,65.7,0.5983371033808156,2.0,0.0,2.0,2.0,0.0,0.6666666666666666,2.0,-4938.683333333333,5.0,-5156.361666666667,9.0,-5120.0824999999995,-0.07692307692307693,0.03542203560803134,30.0
ACC-00000039,CUST-1000039,loan,2021-04-04,9882,closed,BR-136,696.0,42,2,0,6.8,8,40560.0,employed,15,11.0,34,90072,A,33,0.03,0,,-27110.197575757575,1163.592758450714,-28783.75,-24489.78,-27083.376666666667,0,0.0,1008.9833333333299,2.0,174.48000000000002,104.83565137871754,348.96000000000004,0.0,0.0,2.0,348.96000000000004,0.0,0.06060606060606061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26192.940000000002,1.0,-26820.868333333332,2.0,-27201.22333333333,-0.3333333333333333,0.03706621039677257,118.0
ACC-00000040,CUST-1000040,savings,2022-12-29,0,active,BR-150,686.0,42,3,0,42.5,4,42347.0,self_employed,15,16.3,36,70037,C,12,0.0686,0,,6720.4384615384615,554.7936159787436,5912.15,7896.96,6741.206153846153,0,0.0,11.52866666666614,14.0,-85.55785714285715,205.7350761454969,-1197.81,12.0,-1253.17,2.0,55.36,0.04417596974073749,1.1666666666666667,39.089999999999996,0.0,164.12,22.740000000000002,0.0,201.11,0.0,0.0,240.20000000000002,186.86,0.5624502411839085,0.0,3.0,2.0,4.0,0.0,0.6666666666666666,4.0,6729.306666666666,6.0,6654.8516666666665,14.0,6622.395,0.1111111111111111,0.01614152057466993,7.0
ACC-00000041,CUST-1000041,savings,04/25/2019,0,dormant,BR-155,707.0,53,2,1,7.3,5,82548.0,employed,42,12.1,66,70021,C,57,0.0773,0,,7122.448421052632,1175.9730821503126,5172.85,9648.16,7144.628070175439,0,0.0,-183.54888888888854,2.0,91.075,173.24823245851601,182.15,1.0,-31.43,1.0,213.58,6.795418390073179,0.03508771929824561,0.0,0.0,0.0,31.43,0.0,0.0,0.0,0.0,0.0,31.43,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,6948.56,1.0,7004.348333333334,1.0,6873.413333333334,0.6,0.010931357051559289,59.0
ACC-00000042,CUST-1000042,checking,2021-08-05,0,active,BR-144,787.0,105,1,1,12.3,4,26772.0,unemployed,0,46.6,65,90053,A,29,0.0255,0,,10208.044827586207,1191.8708081044588,8261.97,11967.19,10231.885172413793,0,0.0,1483.043461538462,11.0,-118.03727272727271,324.3945471826217,-1298.4099999999999,8.0,-1547.4499999999998,3.0,249.04,0.160935732980064,0.3793103448275862,236.54000000000002,3.05,11.26,0.0,0.0,131.76,0.0,0.0,368.3,11.26,0.9703340710296132,1.0,1.0,1.0,2.0,0.0,0.6,0.0,11537.67,0.0,11554.856666666667,1.0,11411.160833333333,-0.2,0.011085470009952107,212.0
ACC-00000043,CUST-1000043,checking,2021-12-03,0,active,BR-192,530.0,32,2,1,15.8,3,68201.0,employed,46,9.3,59,70098,C,25,0.1392,0,,8019.284799999999,1349.0753580882727,5856.11,10537.93,8041.8256,0,0.0,1591.884696969697,7.0,128.3657142857143,349.31049840398174,898.5600000000001,5.0,-32.47,2.0,931.0300000000001,28.6735448105944,0.28,0.0,5.72,0.0,0.0,0.0,3.19,16.57,0.0,19.76,0.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,9420.143333333333,2.0,9551.105000000001,2.0,9103.76,0.3333333333333333,0.03474922275088341,38.0
