transaction_id,account_id,transaction_date,transaction_time,amount,transaction_type,merchant_category,merchant_name,channel
TXN-0000000042,ACC-00000006,2025-12-13,11:34:52,-17.13,purchase,entertainment,"Wheeler, Carter and Hall",atm
TXN-0000000043,ACC-00000006,2022-11-16,01:04:38,-7.28,purchase,utilities,Warner-Gibson,mobile
TXN-0000000044,ACC-00000006,2025-10-19,07:11:34,-90.64,purchase,travel,Bradshaw Ltd,online
TXN-0000000045,ACC-00000006,2025-03-07,16:03:31,-4.35,purchase,travel,"Lara, Gonzalez and Wilson",online
TXN-0000000046,ACC-00000006,2022-08-27,07:28:39,-81.58,purchase,retail,"Hernandez, Baker and Thomas",mobile
TXN-0000000047,ACC-00000006,2025-05-27,00:47:48,18.89,deposit,,,atm
TXN-0000000048,ACC-00000006,2021-04-29,10:55:26,-6.9,purchase,retail,Larson-Holloway,online
TXN-0000000049,ACC-00000006,2024-05-12,05:14:19,0.7,transfer,,,online
TXN-0000000050,ACC-00000006,2021-09-14,19:50:41,-11.45,withdrawal,,,mobile
TXN-0000000051,ACC-00000006,2022-05-05,13:13:37,-50.03,withdrawal,,,online
TXN-0000000052,ACC-00000007,2024-02-24,07:33:03,-58.64,purchase,utilities,"Torres, Powell and Nelson",mobile
TXN-0000000053,ACC-00000007,2023-07-16,08:19:18,3.8,deposit,,,atm
TXN-0000000054,ACC-00000007,2024-11-13,13:20:12,-80.73,withdrawal,,,online
TXN-0000000055,ACC-00000007,2022-05-11,22:33:18,-6.65,purchase,fuel,George Group,mobile
TXN-0000000056,ACC-00000007,2022-06-28,08:18:43,31.5,transfer,,,atm
TXN-0000000057,ACC-00000007,2021-04-20,09:13:02,-11.44,withdrawal,,,online
TXN-0000000058,ACC-00000008,2025-03-16,18:38:35,-118.34,purchase,travel,Johnson-Perez,phone
TXN-0000000059,ACC-00000008,2023-05-23,12:51:31,-129.19,purchase,entertainment,"Matthews, Smith and Hubbard",branch
TXN-0000000060,ACC-00000008,2023-12-01,17:35:19,-7.0,interest,,,atm
TXN-0000000061,ACC-00000008,2020-09-11,08:33:03,-1.28,purchase,grocery,"Williams, Avila and Ruiz",mobile
TXN-0000000062,ACC-00000009,2025-07-22,10:43:12,-6.19,purchase,fuel,Moon-White,mobile
TXN-0000000063,ACC-00000009,2025-04-10,23:31:13,-1.64,withdrawal,,,mobile
TXN-0000000064,ACC-00000009,2025-05-23,13:07:43,-25.53,purchase,restaurant,"Olsen, Costa and Harrison",atm
TXN-0000000065,ACC-00000009,2025-07-21,10:12:15,27.67,transfer,,,mobile
TXN-0000000066,ACC-00000009,2025-10-05,22:42:38,-76.87,withdrawal,,,mobile
TXN-0000000067,ACC-00000009,2025-10-05,22:47:07,-79.6,purchase,entertainment,"Garcia, Martin and Jenkins",mobile
TXN-0000000068,ACC-00000009,2025-11-17,16:36:47,-6.37,withdrawal,,,atm
TXN-0000000069,ACC-00000009,2025-05-18,18:13:28,-3.5,purchase,grocery,"Landry, Cervantes and Pierce",atm
TXN-0000000070,ACC-00000009,2025-05-17,17:42:42,-50.08,fee,,,online
TXN-0000000071,ACC-00000009,2025-07-04,08:47:29,29.17,transfer,,,online
TXN-0000000072,ACC-00000009,2025-11-18,09:46:41,2.62,deposit,,,mobile
TXN-0000000073,ACC-00000010,2023-09-24,08:37:16,-26.5,purchase,entertainment,Wilson-Barton,online
TXN-0000000074,ACC-00000010,2025-01-19,11:37:34,-82.01,purchase,healthcare,Sandoval PLC,atm
TXN-0000000075,ACC-00000010,2020-10-11,15:34:14,-75.32,purchase,entertainment,Brown-Stone,branch
TXN-0000000076,ACC-00000010,2022-12-08,11:13:14,-57.56,purchase,retail,Garrett-Wolf,mobile
TXN-0000000077,ACC-00000010,2020-05-27,10:25:39,-14.13,purchase,entertainment,Dunn-Pennington,mobile
TXN-0000000078,ACC-00000010,2024-09-27,01:12:58,-24.92,purchase,travel,"Washington, Johnson and Mccoy",online
TXN-0000000079,ACC-00000010,2022-05-14,18:29:50,-27.21,fee,,,branch
TXN-0000000080,ACC-00000010,2023-07-10,17:56:53,-13.99,fee,,,mobile
TXN-0000000081,ACC-00000010,2025-10-10,12:15:22,7.23,payment,,,online
TXN-0000000082,ACC-00000010,2019-12-27,17:27:27,-80.15,purchase,travel,Pierce-Tran,online
TXN-0000000083,ACC-00000010,2021-03-04,08:23:18,-20.85,purchase,utilities,Gay Inc,branch
TXN-0000000084,ACC-00000010,2024-06-09,04:34:06,-12.8,purchase,healthcare,Holland and Sons,atm
TXN-0000000085,ACC-00000011,2025-08-23,14:12:29,-12.24,purchase,retail,"Carter, Thornton and Perry",online
TXN-0000000086,ACC-00000011,2025-01-06,01:58:21,-14.62,purchase,travel,Sanchez-Arnold,phone
TXN-0000000087,ACC-00000011,2026-01-04,15:30:50,-136.38,withdrawal,,,online
TXN-0000000088,ACC-00000011,2025-01-21,03:59:40,-33.35,purchase,restaurant,"Romero, Suarez and Shields",mobile
TXN-0000000089,ACC-00000011,2025-08-24,22:40:14,-4.58,withdrawal,,,atm
TXN-0000000090,ACC-00000011,2025-04-17,17:02:36,-168.65,withdrawal,,,mobile
TXN-0000000091,ACC-00000011,2025-01-19,14:41:57,-12.36,purchase,fuel,Morgan-French,atm
TXN-0000000092,ACC-00000011,2025-03-24,20:49:44,401.41,deposit,,,mobile
TXN-0000000093,ACC-00000011,2025-12-17,09:59:18,-459.01,purchase,healthcare,Campbell LLC,online
TXN-0000000094,ACC-00000012,2025-12-15,11:49:45,-4.38,purchase,travel,"Duarte, Burns and Hernandez",mobile
TXN-0000000095,ACC-00000013,2024-03-19,08:53:29,52.67,payment,,,online
TXN-0000000096,ACC-00000013,2025-10-08,14:33:47,-38.94,purchase,fuel,Cook-Hines,branch
TXN-0000000097,ACC-00000013,2025-04-22,10:01:19,-3.9,purchase,healthcare,Cantu-Kane,mobile
TXN-0000000098,ACC-00000013,2024-03-28,13:03:20,190.97,payment,,,atm
TXN-0000000099,ACC-00000013,2024-11-06,07:34:20,-91.47,purchase,retail,"Reyes, Chase and Jenkins",mobile
TXN-0000000100,ACC-00000013,2025-05-11,01:48:26,-61.78,purchase,entertainment,"Kennedy, Mcintyre and James",online
TXN-0000000101,ACC-00000013,2024-05-16,01:13:36,11.71,payment,,,mobile
TXN-0000000102,ACC-00000013,2023-11-04,18:59:08,-127.1,fee,,,mobile
TXN-0000000103,ACC-00000013,2025-05-16,12:20:28,-27.86,purchase,travel,"Pollard, Simpson and Johnson",online
TXN-0000000104,ACC-00000013,2023-10-14,08:20:41,-4.63,purchase,grocery,"Rivera, Garcia and Kirk",mobile
TXN-0000000105,ACC-00000014,2020-06-26,16:16:23,-16.37,purchase,grocery,"Lozano, Smith and Thomas",mobile
TXN-0000000106,ACC-00000014,2021-02-15,16:03:19,-98.55,withdrawal,,,mobile
TXN-0000000107,ACC-00000014,2020-05-28,23:38:32,-0.66,purchase,travel,Harrison LLC,mobile
TXN-0000000108,ACC-00000014,2023-01-02,05:54:44,-3.35,purchase,grocery,"Schwartz, Santos and Christian",mobile
TXN-0000000109,ACC-00000014,2020-10-12,00:49:35,-10.99,purchase,retail,"James, Stewart and Higgins",mobile
TXN-0000000110,ACC-00000014,2022-04-14,14:33:58,-60.07,purchase,retail,Brennan-Johnson,online
TXN-0000000111,ACC-00000015,2025-04-30,04:51:04,-5.57,purchase,retail,Welch LLC,online
TXN-0000000112,ACC-00000015,2024-10-17,23:29:20,-4.3,withdrawal,,,online
TXN-0000000113,ACC-00000015,2024-06-12,02:11:16,-17.98,purchase,fuel,Hamilton Inc,mobile
TXN-0000000114,ACC-00000015,2025-03-04,06:28:19,-17.93,purchase,utilities,"Padilla, Garcia and Jackson",online
TXN-0000000115,ACC-00000016,2024-01-26,16:41:49,-606.18,purchase,healthcare,Williams Inc,mobile
TXN-0000000116,ACC-00000016,2025-08-20,05:03:09,-10.95,purchase,travel,Brooks-Thomas,mobile
TXN-0000000117,ACC-00000016,2023-08-20,14:26:25,105.0,transfer,,,mobile
TXN-0000000118,ACC-00000016,2022-09-04,00:00:40,-0.45,purchase,retail,"Maldonado, White and Thompson",phone
TXN-0000000119,ACC-00000016,2023-01-04,10:46:48,-34.49,purchase,entertainment,Harvey-Allen,mobile
TXN-0000000120,ACC-00000016,2023-01-21,15:23:06,-2.2,purchase,fuel,Hall Ltd,online
TXN-0000000121,ACC-00000016,2023-09-28,06:19:28,-8.08,purchase,restaurant,Scott-Smith,mobile
TXN-0000000122,ACC-00000016,2025-01-09,22:22:34,-17.89,withdrawal,,,mobile
TXN-0000000123,ACC-00000016,2024-03-29,06:04:41,-0.52,purchase,entertainment,Byrd-Moore,mobile
TXN-0000000124,ACC-00000016,2022-12-24,01:55:16,5.67,transfer,,,online
TXN-0000000125,ACC-00000017,2020-06-14,04:10:26,-164.12,withdrawal,,,mobile
TXN-0000000126,ACC-00000017,2022-12-22,12:27:33,-46.12,withdrawal,,,mobile
TXN-0000000127,ACC-00000017,2021-10-19,06:35:44,-38.35,purchase,entertainment,"Hayden, Vaughn and Bryant",mobile
TXN-0000000128,ACC-00000017,2023-02-26,21:09:19,-7.75,purchase,entertainment,Kidd Group,phone
TXN-0000000129,ACC-00000017,2021-09-28,00:40:30,-16.87,purchase,fuel,James LLC,online
TXN-0000000130,ACC-00000017,2020-10-16,22:45:19,-2.49,withdrawal,,,mobile
TXN-0000000131,ACC-00000017,2024-11-24,16:13:16,-26.13,withdrawal,,,mobile
TXN-0000000132,ACC-00000017,2024-11-16,19:19:26,-2.7,purchase,utilities,Johnson-Greer,atm
TXN-0000000133,ACC-00000017,2020-02-08,00:57:49,-1.72,purchase,grocery,Smith-Grimes,online
TXN-0000000134,ACC-00000018,2023-07-04,20:15:59,65.33,transfer,,,online
TXN-0000000135,ACC-00000018,2024-03-26,05:22:02,-3.78,purchase,travel,Lozano Ltd,mobile
TXN-0000000136,ACC-00000018,2020-07-13,09:27:41,-285.79,withdrawal,,,online
TXN-0000000137,ACC-00000018,2022-09-26,09:17:39,-23.7,purchase,utilities,Lawson LLC,phone
TXN-0000000138,ACC-00000018,2019-08-28,14:08:56,-43.0,purchase,travel,"Lee, King and Campos",online
TXN-0000000139,ACC-00000018,2024-10-31,13:20:28,-107.04,purchase,entertainment,"Becker, Taylor and Davis",online
TXN-0000000140,ACC-00000018,2024-02-20,21:11:36,-7.4,withdrawal,,,atm
TXN-0000000141,ACC-00000018,2021-12-26,06:43:02,-21.5,purchase,retail,Parker Group,mobile
TXN-0000000142,ACC-00000018,2021-03-07,15:33:01,-21.69,purchase,travel,"Diaz, Anderson and Browning",mobile
TXN-0000000143,ACC-00000018,2024-05-19,17:42:11,223.07,deposit,,,mobile
TXN-0000000144,ACC-00000018,2023-07-14,09:14:56,13.71,deposit,,,branch
TXN-0000000145,ACC-00000018,2022-07-16,13:23:06,-31.79,fee,,,mobile
TXN-0000000146,ACC-00000019,2022-08-03,18:45:46,-65.13,fee,,,online
TXN-0000000147,ACC-00000019,2020-12-10,09:46:39,-8.39,purchase,utilities,Buchanan LLC,atm
TXN-0000000148,ACC-00000019,2022-04-24,04:14:07,-3.45,withdrawal,,,branch
TXN-0000000149,ACC-00000019,2024-12-09,09:25:33,-3.82,purchase,fuel,Rivas-Scott,mobile
TXN-0000000150,ACC-00000019,2023-11-16,13:24:25,-47.43,purchase,travel,Francis-Morgan,online
TXN-0000000151,ACC-00000019,2021-08-30,16:24:17,-21.55,purchase,fuel,Mccarty-Taylor,mobile
TXN-0000000152,ACC-00000019,2025-09-13,03:13:23,-17.1,purchase,entertainment,"Ramsey, Whitney and Coffey",atm
TXN-0000000153,ACC-00000019,2025-09-16,13:51:08,-1.23,purchase,healthcare,"Diaz, Gibbs and Smith",mobile
TXN-0000000154,ACC-00000019,2019-11-15,19:33:08,-8.1,withdrawal,,,online
TXN-0000000155,ACC-00000019,2023-12-18,01:22:23,-14.84,purchase,healthcare,Richardson-Curry,online
TXN-0000000156,ACC-00000019,2024-05-22,03:41:04,-32.45,purchase,fuel,"James, Little and Watson",online
TXN-0000000157,ACC-00000019,2023-07-28,20:32:50,-5.29,purchase,fuel,Ruiz PLC,branch
TXN-0000000158,ACC-00000020,2022-04-01,06:25:54,-12.27,purchase,restaurant,Herman-Walker,branch
TXN-0000000159,ACC-00000020,2025-09-06,01:12:12,-38.98,withdrawal,,,online
TXN-0000000160,ACC-00000020,2023-02-28,10:22:08,-125.42,withdrawal,,,online
TXN-0000000161,ACC-00000020,2023-05-28,21:53:57,-9.42,purchase,grocery,"Turner, Ortiz and Taylor",mobile
TXN-0000000162,ACC-00000020,2025-06-06,00:32:34,-135.71,withdrawal,,,online
TXN-0000000163,ACC-00000020,2023-04-01,19:02:25,-2.15,purchase,retail,Wilson-Young,online
TXN-0000000164,ACC-00000020,2021-11-25,22:45:27,62.88,deposit,,,online
TXN-0000000165,ACC-00000021,2024-02-26,20:20:59,-5.49,purchase,grocery,Chavez-Santiago,branch
TXN-0000000166,ACC-00000021,2021-08-26,04:52:55,-3.27,withdrawal,,,atm
TXN-0000000167,ACC-00000021,2022-09-06,13:22:30,-4.66,withdrawal,,,branch
TXN-0000000168,ACC-00000021,2025-02-19,00:15:40,-90.99,purchase,utilities,Matthews-Barber,branch
TXN-0000000169,ACC-00000021,2024-02-06,23:29:49,-11.14,purchase,entertainment,"Garcia, Burns and Russell",online
TXN-0000000170,ACC-00000021,2021-03-05,04:01:29,7.07,deposit,,,online
TXN-0000000171,ACC-00000021,2022-07-17,14:39:09,-21.14,purchase,travel,"Wood, Ramos and Sampson",mobile
TXN-0000000172,ACC-00000021,2021-06-19,11:20:29,64.53,transfer,,,online
TXN-0000000173,ACC-00000021,2023-03-01,16:12:38,-4.58,fee,,,mobile
TXN-0000000174,ACC-00000021,2023-10-25,21:17:00,-13.12,purchase,retail,Stephens-Levine,online
TXN-0000000175,ACC-00000021,2025-05-16,07:06:38,-11.45,purchase,retail,Sanders and Sons,atm
TXN-0000000176,ACC-00000022,2024-07-29,01:28:44,-10.22,withdrawal,,,branch
TXN-0000000177,ACC-00000022,2024-05-07,13:19:33,408.36,transfer,,,branch
TXN-0000000178,ACC-00000022,2023-10-19,03:15:25,-7.11,purchase,fuel,"Lewis, Fowler and Maddox",phone
TXN-0000000179,ACC-00000022,2024-09-19,15:52:55,-25.32,purchase,healthcare,Sanchez-Martinez,online
TXN-0000000180,ACC-00000022,2024-11-23,22:11:04,-23.7,purchase,utilities,Jones PLC,atm
TXN-0000000181,ACC-00000022,2024-10-24,15:08:13,-7.02,withdrawal,,,branch
TXN-0000000182,ACC-00000022,2025-10-19,11:59:59,205.2,transfer,,,mobile
TXN-0000000183,ACC-00000023,2024-07-14,20:19:18,-6.03,purchase,retail,Murphy and Sons,atm
TXN-0000000184,ACC-00000023,2024-07-28,23:19:38,-4.1,purchase,fuel,"Smith, Garrison and Thomas",phone
TXN-0000000185,ACC-00000023,2024-03-05,03:04:30,-11.15,withdrawal,,,atm
TXN-0000000186,ACC-00000023,2025-01-05,18:27:36,-56.72,purchase,grocery,Lindsey-Rodriguez,mobile
TXN-0000000187,ACC-00000023,2024-08-31,23:41:20,-46.06,withdrawal,,,online
TXN-0000000188,ACC-00000023,2025-10-21,08:31:45,31.47,transfer,,,phone
TXN-0000000189,ACC-00000023,2025-05-22,03:50:30,10.18,deposit,,,atm
TXN-0000000190,ACC-00000023,2026-01-03,21:54:31,-11.13,purchase,entertainment,Chapman Inc,mobile
TXN-0000000191,ACC-00000024,2019-07-17,22:14:30,-39.46,purchase,travel,Williams-Harmon,branch
TXN-0000000192,ACC-00000024,2022-02-03,22:34:51,-27.91,purchase,restaurant,Reese Group,mobile
TXN-0000000193,ACC-00000024,2021-03-10,23:29:15,-14.79,purchase,restaurant,Palmer-Rodriguez,mobile
TXN-0000000194,ACC-00000024,2020-04-13,15:34:27,-8.39,withdrawal,,,branch
TXN-0000000195,ACC-00000024,2021-12-01,13:31:27,-17.59,fee,,,online
TXN-0000000196,ACC-00000025,2024-09-22,20:15:03,-24.44,withdrawal,,,mobile
TXN-0000000197,ACC-00000025,2025-01-28,17:00:19,-14.45,purchase,healthcare,"Logan, Camacho and Boyd",phone
TXN-0000000198,ACC-00000025,2024-08-14,06:01:28,-4.57,purchase,entertainment,"Maynard, Brown and Mendoza",mobile
TXN-0000000199,ACC-00000025,2025-04-29,02:07:07,-0.53,withdrawal,,,atm
TXN-0000000200,ACC-00000025,2025-02-05,01:05:54,14.8,deposit,,,mobile
TXN-0000000201,ACC-00000025,2025-06-25,14:55:02,-27.21,purchase,healthcare,Henry Group,mobile
TXN-0000000202,ACC-00000025,2024-08-29,12:58:48,-45.29,purchase,utilities,Morris and Sons,online
TXN-0000000203,ACC-00000026,2022-08-18,12:12:54,66.25,payment,,,mobile
TXN-0000000204,ACC-00000026,2025-06-24,13:25:59,13.23,payment,,,online
TXN-0000000205,ACC-00000026,2024-08-24,11:53:32,95.58,payment,,,online
TXN-0000000206,ACC-00000027,2025-04-01,04:58:36,-51.71,withdrawal,,,atm
TXN-0000000207,ACC-00000027,2025-05-17,07:38:08,171.4,deposit,,,online
TXN-0000000208,ACC-00000027,2025-05-25,17:21:34,-5.92,purchase,restaurant,"Joseph, James and Harper",mobile
TXN-0000000209,ACC-00000028,2024-09-20,12:14:54,-29.15,purchase,healthcare,Wagner-Jordan,mobile
TXN-0000000210,ACC-00000028,2025-07-09,12:16:31,-1.75,purchase,restaurant,"Wilson, Pena and Rich",online
TXN-0000000211,ACC-00000028,2025-09-15,09:24:40,-54.44,purchase,utilities,"Glenn, Jordan and Beasley",branch
TXN-0000000212,ACC-00000028,2025-08-26,14:49:00,-8.76,purchase,grocery,Wilcox-Ross,phone
TXN-0000000213,ACC-00000028,2025-07-15,08:17:48,-1.41,purchase,fuel,Edwards LLC,mobile
TXN-0000000214,ACC-00000028,2025-12-27,07:41:10,-40.74,fee,,,atm
TXN-0000000215,ACC-00000029,2025-01-17,23:48:57,-108.69,purchase,travel,Mckay-Mcdaniel,atm
TXN-0000000216,ACC-00000029,2025-09-21,14:34:49,9.04,deposit,,,online
TXN-0000000217,ACC-00000029,2025-02-12,08:22:40,-26.35,purchase,entertainment,Decker Inc,online
TXN-0000000218,ACC-00000029,2026-01-06,15:14:38,-141.87,purchase,entertainment,Garner LLC,online
TXN-0000000219,ACC-00000029,2025-12-31,00:53:29,55.25,transfer,,,atm
TXN-0000000220,ACC-00000029,2025-03-01,16:04:17,-12.32,withdrawal,,,online
TXN-0000000221,ACC-00000029,2025-06-22,20:02:49,20.93,transfer,,,online
TXN-0000000222,ACC-00000029,2025-10-15,16:02:44,-5.28,fee,,,atm
TXN-0000000223,ACC-00000029,2025-01-02,03:04:46,-5.26,purchase,entertainment,"Hoffman, Santiago and Jenkins",mobile
TXN-0000000224,ACC-00000029,2025-05-06,09:59:27,117.97,deposit,,,atm
TXN-0000000225,ACC-00000029,2025-11-22,03:39:39,-13.94,withdrawal,,,atm
TXN-0000000226,ACC-00000029,2025-01-31,00:08:38,-4.88,purchase,travel,"Williams, Roberts and Edwards",online
TXN-0000000227,ACC-00000030,2025-07-24,18:46:49,-21.13,purchase,restaurant,"Romero, Moore and Olson",online
TXN-0000000228,ACC-00000030,2025-04-10,03:07:51,-338.53,withdrawal,,,mobile
TXN-0000000229,ACC-00000030,2024-01-21,01:16:48,469.57,deposit,,,mobile
TXN-0000000230,ACC-00000030,2025-07-01,18:42:26,435.27,transfer,,,branch
TXN-0000000231,ACC-00000031,2024-04-03,05:09:12,-95.02,purchase,travel,Farmer PLC,mobile
TXN-0000000232,ACC-00000031,2025-08-13,14:18:14,-2.38,withdrawal,,,atm
TXN-0000000233,ACC-00000031,2022-11-29,02:38:20,-40.07,purchase,travel,Bruce-Villegas,online
TXN-0000000234,ACC-00000031,2022-09-20,00:41:41,-18.01,withdrawal,,,mobile
TXN-0000000235,ACC-00000031,2024-02-20,10:42:57,43.6,deposit,,,atm
TXN-0000000236,ACC-00000031,2022-12-03,07:40:35,-2.34,purchase,restaurant,"Day, Johnson and Hickman",branch
TXN-0000000237,ACC-00000031,2025-12-16,18:59:31,-24.44,purchase,fuel,Johnson-Nelson,online
TXN-0000000238,ACC-00000031,2022-11-04,20:37:48,-6.63,purchase,entertainment,Dorsey-Bell,mobile
TXN-0000000239,ACC-00000031,2023-09-28,12:50:32,-27.72,withdrawal,,,online
TXN-0000000240,ACC-00000031,2024-10-28,23:40:23,-2.35,purchase,grocery,"Sandoval, Jones and Figueroa",online
TXN-0000000241,ACC-00000031,2025-04-05,08:42:13,-32.44,purchase,travel,Reese and Sons,online
TXN-0000000242,ACC-00000032,2025-03-11,18:55:48,-239.95,purchase,entertainment,Chavez-Moore,mobile
TXN-0000000243,ACC-00000032,2025-02-14,14:23:12,-6.63,purchase,restaurant,"Nguyen, Pugh and Carlson",mobile
TXN-0000000244,ACC-00000032,2024-09-14,23:01:47,-120.04,withdrawal,,,branch
TXN-0000000245,ACC-00000032,2021-08-06,13:59:58,-2.1,purchase,travel,Webster Inc,atm
TXN-0000000246,ACC-00000032,2022-05-06,22:39:49,-19.96,purchase,restaurant,Nelson Ltd,online
TXN-0000000247,ACC-00000033,2025-12-24,23:53:49,-24.89,purchase,grocery,Lawson-Perry,mobile
TXN-0000000248,ACC-00000033,2025-02-03,05:07:31,195.28,deposit,,,atm
TXN-0000000249,ACC-00000033,2024-08-22,20:48:56,-162.42,purchase,utilities,"Wilson, Jordan and Campbell",online
TXN-0000000250,ACC-00000033,2025-01-25,07:47:48,-58.31,purchase,grocery,"Tucker, Estrada and Williams",online
TXN-0000000251,ACC-00000033,2025-12-11,07:15:52,-226.37,withdrawal,,,mobile
TXN-0000000252,ACC-00000033,2023-03-23,05:58:34,-12.39,purchase,grocery,Smith LLC,online
TXN-0000000253,ACC-00000033,2024-08-22,12:36:33,-91.31,purchase,entertainment,Duran LLC,mobile
TXN-0000000254,ACC-00000033,2025-06-15,05:27:07,-5.66,fee,,,atm
TXN-0000000255,ACC-00000033,2024-01-28,03:04:07,-8.0,withdrawal,,,phone
TXN-0000000256,ACC-00000033,2024-12-15,13:54:16,-81.86,withdrawal,,,mobile
TXN-0000000257,ACC-00000033,2024-11-12,10:23:15,-62.12,purchase,healthcare,"Jordan, Anderson and Patel",online
TXN-0000000258,ACC-00000034,2024-11-21,02:06:45,9.2,payment,,,mobile
TXN-0000000259,ACC-00000034,2024-12-08,12:53:38,-8.52,purchase,utilities,"Whitaker, Drake and Jones",online
TXN-0000000260,ACC-00000034,2024-01-22,06:51:15,-26.97,purchase,fuel,Graham Group,mobile
TXN-0000000261,ACC-00000034,2025-01-11,16:36:52,-115.22,purchase,healthcare,Johnston-Berry,online
TXN-0000000262,ACC-00000034,2025-07-22,03:46:06,-17.62,purchase,utilities,"Butler, Wilson and Smith",mobile
TXN-0000000263,ACC-00000034,2024-03-13,18:29:26,-3.28,purchase,travel,Solis PLC,atm
TXN-0000000264,ACC-00000034,2024-01-13,15:55:48,-13.77,purchase,entertainment,"Gillespie, Davis and Richard",online
TXN-0000000265,ACC-00000034,2024-06-06,20:01:41,-51.69,purchase,utilities,Chapman-Warren,branch
TXN-0000000266,ACC-00000034,2025-07-04,01:54:45,-1.2,purchase,travel,Reese-Walker,atm
TXN-0000000267,ACC-00000034,2025-10-17,03:32:24,-22.34,purchase,restaurant,Jones Ltd,atm
TXN-0000000268,ACC-00000034,2025-10-22,06:06:23,14.24,payment,,,atm
TXN-0000000269,ACC-00000034,2025-06-03,01:52:03,-94.6,purchase,grocery,"Lee, Parsons and Bell",phone
TXN-0000000270,ACC-00000034,2024-07-19,05:12:48,-91.63,purchase,retail,"Briggs, Young and Thomas",atm
