account_id,customer_id,account_type,open_date,credit_limit,status,branch_code
ACC-00000072,CUST-1000072,checking,2020-08-20,0,active,BR-139
ACC-00000074,CUST-1000074,credit_card,2019-08-05,28500,active,BR-107
ACC-00000075,CUST-1000075,credit_card,2019-05-23,3032,dormant,BR-147
ACC-00000076,CUST-1000076,credit_card,2024-08-16,2252,active,BR-103
ACC-00000080,CUST-1000080,checking,2019-09-05,0,suspended,BR-120
ACC-00000081,CUST-1000081,credit_card,2020-12-24,38842,suspended,
ACC-00000086,CUST-1000086,checking,2024-05-29,0,active,BR-125
ACC-00000087,CUST-1000087,credit_card,2022-02-07,14900,active,
ACC-00000089,CUST-1000089,credit_card,2022-02-24,15523,dormant,BR-108
ACC-00000090,CUST-1000090,savings,2022-01-08,0,active,BR-149
ACC-00000093,CUST-1000093,credit_card,2021-04-09,34037,active,BR-172
ACC-00000094,CUST-1000094,savings,2024-12-20,0,active,BR-197
ACC-00000097,CUST-1000097,savings,2019-08-10,0,active,BR-127
ACC-00000098,CUST-1000098,savings,2024-03-07,0,active,BR-161
ACC-00000100,CUST-1000100,checking,2020-06-15,0,active,BR-140
ACC-00000101,CUST-1000101,checking,2023-07-18,0,active,BR-181
ACC-00000107,CUST-1000107,savings,2021-04-18,0,active,BR-133
ACC-00000111,CUST-1000111,checking,2020-11-13,0,closed,BR-100
ACC-00000112,CUST-1000112,checking,2024-10-28,0,active,BR-186
ACC-00000114,CUST-1000114,credit_card,2025-07-15,47151,active,BR-157
ACC-00000115,CUST-1000115,savings,2025-08-07,0,active,BR-137
ACC-00000121,CUST-1000121,credit_card,2021-09-07,15821,closed,BR-176
ACC-00000123,CUST-1000123,checking,2021-04-11,0,closed,BR-190
ACC-00000126,CUST-1000126,savings,2023-10-29,0,active,BR-199
ACC-00000127,CUST-1000127,credit_card,2025-02-08,2445,active,BR-161
ACC-00000132,CUST-1000132,checking,2022-05-14,0,active,BR-186
ACC-00000135,CUST-1000135,loan,2020-03-19,10949,active,
ACC-00000140,CUST-1000140,credit_card,2023-10-11,30932,active,BR-152
ACC-00000141,CUST-1000141,loan,2023-08-02,7901,closed,
ACC-00000144,CUST-1000144,checking,2023-12-22,0,active,BR-188
ACC-00000152,CUST-1000152,checking,2023-03-14,0,closed,BR-161
ACC-00000153,CUST-1000153,checking,2019-10-10,0,active,BR-129
ACC-00000155,CUST-1000155,loan,2019-05-27,9597,active,BR-149
ACC-00000159,CUST-1000159,checking,2020-05-12,0,closed,BR-172
ACC-00000162,CUST-1000162,savings,2022-08-04,0,active,BR-164
ACC-00000163,CUST-1000163,savings,2024-01-27,0,active,
ACC-00000164,CUST-1000164,savings,2019-07-17,0,active,BR-139
ACC-00000165,CUST-1000165,checking,2022-04-10,0,active,BR-175
ACC-00000166,CUST-1000166,credit_card,2022-03-31,9263,closed,BR-114
ACC-00000167,CUST-1000167,checking,2024-01-26,0,closed,BR-125
ACC-00000168,CUST-1000168,checking,2022-12-25,0,active,BR-121
ACC-00000170,CUST-1000170,savings,2021-02-20,0,active,BR-128
ACC-00000171,CUST-1000171,savings,2023-09-15,0,active,BR-154
ACC-00000172,CUST-1000172,checking,2019-02-05,0,dormant,BR-127
ACC-00000174,CUST-1000174,checking,2025-02-17,0,active,BR-185
ACC-00000177,CUST-1000177,savings,2023-07-27,0,active,BR-171
ACC-00000182,CUST-1000182,checking,2021-11-22,0,active,BR-164
ACC-00000183,CUST-1000183,loan,2019-12-13,26805,active,BR-198
ACC-00000185,CUST-1000185,checking,2022-09-12,0,active,BR-183
ACC-00000188,CUST-1000188,savings,2019-01-11,0,active,
ACC-00000190,CUST-1000190,checking,2025-02-13,0,active,BR-196
ACC-00000191,CUST-1000191,checking,2021-03-29,0,active,BR-184
ACC-00000192,CUST-1000192,credit_card,2023-04-05,28529,active,BR-163
ACC-00000194,CUST-1000194,savings,2020-07-09,0,active,BR-108
ACC-00000197,CUST-1000197,credit_card,2024-04-26,15079,dormant,BR-158
ACC-00000198,CUST-1000198,credit_card,2021-07-16,8243,dormant,BR-140
ACC-00000206,CUST-1000206,checking,2020-05-16,0,active,BR-132
ACC-00000207,CUST-1000207,checking,2023-08-03,0,active,
ACC-00000208,CUST-1000208,savings,2025-08-16,0,active,BR-107
ACC-00000209,CUST-1000209,checking,2023-07-06,0,active,BR-145
ACC-00000216,CUST-1000216,checking,2022-02-01,0,active,BR-118
ACC-00000217,CUST-1000217,checking,2025-11-11,0,active,BR-139
ACC-00000218,CUST-1000218,credit_card,2021-08-13,27910,active,BR-196
ACC-00000219,CUST-1000219,checking,2021-01-13,0,active,BR-114
ACC-00000232,CUST-1000232,savings,2020-01-26,0,active,BR-154
ACC-00000220,CUST-1000235,checking,2023-01-16,0,active,BR-194
ACC-00000237,CUST-1000237,checking,2020-05-28,0,closed,BR-127
ACC-00000240,CUST-1000240,checking,2024-02-28,0,active,BR-152
ACC-00000241,CUST-1000241,loan,2022-08-07,21862,closed,BR-129
ACC-00000243,CUST-1000243,loan,2023-08-03,16916,active,BR-166
ACC-00000244,CUST-1000244,checking,2025-06-04,0,closed,BR-178
ACC-00000245,CUST-1000245,checking,2025-03-17,0,active,BR-122
ACC-00000246,CUST-1000246,loan,2024-11-13,11878,active,BR-147
ACC-00000248,CUST-1000248,loan,2025-01-24,3985,active,BR-199
ACC-00000250,CUST-1000250,credit_card,2022-05-24,9112,active,BR-155
ACC-00000251,CUST-1000251,checking,2024-09-17,0,active,BR-106
ACC-00000253,CUST-1000253,credit_card,2022-03-06,42235,active,BR-146
ACC-00000254,CUST-1000254,checking,2022-09-23,0,active,BR-128
ACC-00000258,CUST-1000258,savings,2021-02-09,0,active,BR-148
ACC-00000259,CUST-1000259,savings,2020-11-29,0,active,BR-163
ACC-00000262,CUST-1000262,loan,2019-03-07,28340,active,BR-164
ACC-00000264,CUST-1000264,savings,2023-09-17,0,active,
ACC-00000266,CUST-1000266,credit_card,2024-01-03,43933,active,BR-125
ACC-00000267,CUST-1000267,savings,2020-11-15,0,active,
ACC-00000269,CUST-1000269,checking,2019-08-09,0,active,BR-150
ACC-00000276,CUST-1000276,savings,2021-10-23,0,active,BR-172
ACC-00000279,CUST-1000279,credit_card,2021-01-09,4129,active,BR-121
ACC-00000280,CUST-1000280,credit_card,2021-05-15,39215,active,BR-136
ACC-00000281,CUST-1000281,credit_card,2024-09-09,39897,active,BR-112
ACC-00000282,CUST-1000282,checking,2023-02-17,0,active,BR-185
ACC-00000284,CUST-1000284,checking,2023-08-03,0,active,BR-141
ACC-00000286,CUST-1000286,checking,2025-02-25,0,active,BR-184
ACC-00000293,CUST-1000293,credit_card,2025-11-13,6850,active,BR-198
ACC-00000296,CUST-1000296,savings,2019-10-21,0,active,BR-184
ACC-00000297,CUST-1000297,credit_card,2019-10-29,21588,active,BR-104
ACC-00000298,CUST-1000298,checking,2024-08-09,0,active,BR-135
ACC-00000299,CUST-1000299,savings,2022-09-01,0,active,BR-163
ACC-00000301,CUST-1000301,checking,2022-08-09,0,active,BR-144
ACC-00000305,CUST-1000305,credit_card,2019-06-18,41214,active,BR-140
ACC-00000306,CUST-1000306,loan,2024-09-23,12949,closed,BR-111
ACC-00000307,CUST-1000307,savings,2024-07-23,0,active,
ACC-00000308,CUST-1000308,checking,2024-06-30,0,closed,BR-151
ACC-00000313,CUST-1000313,checking,2021-11-20,0,active,BR-180
ACC-00000314,CUST-1000314,loan,2025-10-23,27375,closed,BR-177
ACC-00000316,CUST-1000316,savings,2021-02-11,0,active,BR-103
ACC-00000317,CUST-1000317,savings,2020-08-18,0,active,BR-134
ACC-00000318,CUST-1000318,checking,2020-08-13,0,active,BR-172
ACC-00000321,CUST-1000321,savings,2020-03-11,0,active,BR-196
ACC-00000323,CUST-1000323,savings,2020-07-24,0,closed,BR-166
ACC-00000324,CUST-1000324,checking,2021-05-15,0,active,BR-112
ACC-00000325,CUST-1000325,loan,2022-12-08,2134,dormant,BR-160
ACC-00000327,CUST-1000327,savings,2019-08-23,0,active,BR-121
ACC-00000328,CUST-1000328,,2022-10-08,0,active,BR-142
ACC-00000329,CUST-1000329,savings,2025-11-15,0,active,BR-109
ACC-00000330,CUST-1000330,checking,2023-09-06,0,active,BR-120
ACC-00000331,CUST-1000331,checking,2019-11-01,0,active,BR-165
ACC-00000333,CUST-1000333,checking,2024-07-19,0,active,BR-156
ACC-00000335,CUST-1000335,checking,2019-02-15,0,dormant,BR-107
ACC-00000336,CUST-1000336,checking,2019-10-17,0,active,BR-170
ACC-00000337,CUST-1000337,credit_card,2025-05-30,49356,active,
ACC-00000339,CUST-1000339,savings,2020-05-31,0,active,BR-136
ACC-00000344,CUST-1000344,savings,2022-05-30,0,active,BR-165
ACC-00000349,CUST-1000349,checking,2022-04-27,0,dormant,BR-102
ACC-00000350,CUST-1000350,savings,2021-04-03,0,active,BR-176
ACC-00000352,CUST-1000352,credit_card,2025-09-05,42115,suspended,
ACC-00000353,CUST-1000353,savings,2022-11-14,0,active,BR-115
ACC-00000356,CUST-1000356,savings,2024-12-04,0,closed,BR-165
ACC-00000357,CUST-1000357,checking,2025-03-19,0,suspended,
ACC-00000362,CUST-1000362,savings,2023-02-21,0,active,BR-192
ACC-00000363,CUST-1000363,savings,2020-04-25,0,active,BR-138
ACC-00000364,CUST-1000364,savings,2020-08-12,0,active,BR-129
ACC-00000366,CUST-1000366,checking,2020-11-07,0,active,BR-118
ACC-00000368,CUST-1000368,loan,2023-12-05,28649,suspended,BR-154
ACC-00000370,CUST-1000370,checking,2023-08-12,0,active,BR-199
ACC-00000372,CUST-1000372,checking,2025-05-12,0,active,BR-113
ACC-00000375,CUST-1000375,checking,2019-06-05,0,active,BR-103
ACC-00000377,CUST-1000377,credit_card,2023-01-21,11997,active,BR-111
ACC-00000378,CUST-1000378,checking,2023-04-12,0,active,BR-177
ACC-00000379,CUST-1000379,credit_card,2023-07-09,34489,active,BR-197
ACC-00000380,CUST-1000380,checking,2020-05-04,0,active,BR-175
ACC-00000381,CUST-1000381,checking,2019-06-26,0,active,BR-156
ACC-00000383,CUST-1000383,savings,2019-09-06,0,dormant,BR-125
ACC-00000388,CUST-1000388,checking,2024-09-28,0,active,BR-163
ACC-00000389,CUST-1000389,credit_card,2020-12-31,40519,dormant,BR-110
ACC-00000390,CUST-1000390,credit_card,2022-06-08,35524,active,BR-118
ACC-00000395,CUST-1000395,checking,2024-01-22,0,active,BR-155
ACC-00000397,CUST-1000397,credit_card,2024-04-08,36596,active,BR-186
ACC-00000398,CUST-1000398,savings,2019-09-12,0,active,BR-132
ACC-00000401,CUST-1000401,checking,2023-12-19,0,active,BR-184
ACC-00000402,CUST-1000402,loan,2023-10-23,48764,active,BR-112
ACC-00000403,CUST-1000403,savings,2023-06-13,0,active,BR-123
ACC-00000406,CUST-1000406,credit_card,2020-09-26,40760,active,BR-120
ACC-00000407,CUST-1000407,checking,2024-09-11,0,closed,BR-182
ACC-00000409,CUST-1000409,loan,2021-09-03,28559,active,BR-147
ACC-00000412,CUST-1000412,loan,2022-05-14,47546,active,BR-198
ACC-00000419,CUST-1000419,savings,2025-05-24,0,active,BR-199
ACC-00000421,CUST-1000421,credit_card,2019-01-29,30896,active,
ACC-00000422,CUST-1000422,credit_card,2022-11-24,32923,active,BR-107
ACC-00000431,CUST-1000431,checking,2020-02-16,0,active,BR-109
ACC-00000435,CUST-1000435,checking,2022-02-22,0,active,BR-180
ACC-00000436,CUST-1000436,credit_card,2021-06-04,13852,active,BR-109
ACC-00000437,CUST-1000437,checking,2020-05-05,0,active,
ACC-00000442,CUST-1000442,loan,2024-03-15,2848,active,BR-164
ACC-00000446,CUST-1000446,loan,2019-01-25,36464,active,BR-152
ACC-00000447,CUST-1000447,loan,2024-09-05,35485,active,
ACC-00000448,CUST-1000448,credit_card,2025-12-13,20456,closed,BR-133
ACC-00000450,CUST-1000450,checking,2021-07-19,0,active,
ACC-00000453,CUST-1000453,savings,2020-02-22,0,closed,
ACC-00000456,CUST-1000456,savings,2019-11-29,0,suspended,BR-199
ACC-00000459,CUST-1000459,checking,2020-04-27,0,active,BR-188
ACC-00000461,CUST-1000461,checking,2021-05-25,0,active,BR-103
ACC-00000463,CUST-1000463,credit_card,2020-10-16,47922,active,BR-197
ACC-00000466,CUST-1000466,checking,2020-09-24,0,active,BR-103
ACC-00000468,CUST-1000468,credit_card,2024-05-24,4791,active,BR-155
ACC-00000470,CUST-1000470,loan,2023-04-20,26864,active,BR-131
ACC-00000471,CUST-1000471,checking,2023-02-26,0,active,
ACC-00000478,CUST-1000478,savings,2021-05-09,0,active,BR-127
ACC-00000480,CUST-1000480,savings,2019-01-12,0,active,BR-151
ACC-00000484,CUST-1000484,checking,2024-06-02,0,active,BR-125
ACC-00000485,CUST-1000485,savings,2021-03-24,0,active,BR-104
ACC-00000495,CUST-1000495,savings,2019-08-22,0,active,BR-102
ACC-00000499,CUST-1000499,loan,2019-04-22,19074,active,BR-110
ACC-00000500,CUST-1000500,loan,2022-02-21,16549,closed,BR-169
ACC-00000504,CUST-1000504,credit_card,2022-08-28,30963,active,BR-175
ACC-00000505,CUST-1000505,savings,2020-01-31,0,active,BR-188
ACC-00000506,CUST-1000506,checking,2019-05-10,0,active,BR-186
ACC-00000507,CUST-1000507,loan,2021-08-15,26920,active,
ACC-00000508,CUST-1000508,credit_card,2022-02-06,31826,active,BR-125
ACC-00000512,CUST-1000512,savings,2020-10-14,0,active,BR-142
ACC-00000513,CUST-1000513,loan,2024-10-20,29810,dormant,BR-165
ACC-00000515,CUST-1000515,checking,2024-09-03,0,active,BR-107
ACC-00000516,CUST-1000516,checking,2019-11-16,0,active,BR-199
ACC-00000517,CUST-1000517,checking,2022-01-03,0,active,BR-164
ACC-00000518,CUST-1000518,credit_card,2025-08-20,23800,closed,BR-180
ACC-00000519,CUST-1000519,loan,2023-10-06,44423,active,BR-187
ACC-00000520,CUST-1000520,checking,2022-06-16,0,suspended,
ACC-00000521,CUST-1000521,savings,2024-04-12,0,active,BR-108
ACC-00000523,CUST-1000523,loan,2020-04-25,42692,active,BR-127
ACC-00000525,CUST-1000525,credit_card,2020-05-19,4924,active,
ACC-00000531,CUST-1000531,credit_card,2020-07-11,10783,active,
ACC-00000532,CUST-1000532,loan,2025-04-07,38253,active,BR-153
ACC-00000538,CUST-1000538,checking,2025-04-02,0,active,BR-190
ACC-00000548,CUST-1000548,savings,2023-01-02,0,active,
ACC-00000549,CUST-1000549,savings,2020-11-22,0,active,BR-197
ACC-00000552,CUST-1000552,credit_card,2022-12-01,26074,active,BR-155
ACC-00000553,CUST-1000553,savings,2021-12-22,0,closed,BR-198
ACC-00000554,CUST-1000554,savings,2021-08-06,0,closed,BR-118
ACC-00000557,CUST-1000557,checking,2020-12-08,0,active,BR-104
ACC-00000560,CUST-1000560,savings,2024-08-12,0,suspended,BR-192
ACC-00000562,CUST-1000562,checking,2022-05-22,0,active,
ACC-00000563,CUST-1000563,checking,2021-10-16,0,active,BR-190
ACC-00000564,CUST-1000564,checking,2021-05-15,0,active,
ACC-00000568,CUST-1000568,savings,2021-12-26,0,active,BR-197
ACC-00000569,CUST-1000569,loan,2024-06-16,43928,active,BR-123
ACC-00000570,CUST-1000570,checking,2023-05-02,0,active,BR-166
ACC-00000572,CUST-1000572,credit_card,2024-10-12,21706,active,BR-122
ACC-00000577,CUST-1000577,checking,2021-03-22,0,active,BR-106
ACC-00000578,CUST-1000578,loan,2020-07-08,24383,active,BR-184
ACC-00000580,CUST-1000580,checking,2021-04-04,0,active,BR-185
ACC-00000585,CUST-1000585,savings,2021-12-10,0,suspended,BR-161
ACC-00000587,CUST-1000587,checking,2025-09-09,0,active,BR-156
ACC-00000590,CUST-1000590,checking,2024-02-27,0,active,BR-121
ACC-00000593,CUST-1000593,checking,2022-04-11,0,active,
ACC-00000596,CUST-1000596,savings,2021-03-02,0,active,BR-108
ACC-00000598,CUST-1000598,checking,2025-01-11,0,active,
ACC-00000599,CUST-1000599,checking,2022-09-16,0,active,BR-167
ACC-00000600,CUST-1000600,checking,2019-01-06,0,closed,BR-124
ACC-00000603,CUST-1000603,checking,2023-07-31,0,suspended,BR-187
ACC-00000605,CUST-1000605,checking,2025-02-13,0,active,BR-169
ACC-00000606,CUST-1000606,savings,2025-04-24,0,active,BR-122
ACC-00000611,CUST-1000611,checking,2022-09-01,0,closed,BR-102
ACC-00000613,CUST-1000613,savings,2024-08-25,0,active,BR-146
ACC-00000614,CUST-1000614,checking,2021-10-22,0,active,BR-163
ACC-00000617,CUST-1000617,checking,2024-08-23,0,dormant,BR-167
ACC-00000618,CUST-1000618,checking,2020-01-23,0,active,BR-182
ACC-00000619,CUST-1000619,credit_card,2025-02-14,42830,active,BR-134
ACC-00000622,CUST-1000622,checking,2021-08-18,0,active,BR-103
ACC-00000634,CUST-1000634,savings,2022-03-23,0,active,BR-171
ACC-00000636,CUST-1000636,savings,2025-05-13,0,active,BR-115
ACC-00000637,CUST-1000637,savings,2020-06-24,0,active,
ACC-00000638,CUST-1000638,checking,2024-03-27,0,active,
ACC-00000640,CUST-1000640,checking,2021-07-24,0,suspended,BR-152
ACC-00000642,CUST-1000642,checking,2023-08-30,0,closed,BR-105
ACC-00000644,CUST-1000644,checking,2021-08-02,0,active,BR-168
ACC-00000646,CUST-1000646,credit_card,2020-10-15,15519,active,BR-161
ACC-00000649,CUST-1000649,credit_card,2023-12-07,2051,active,BR-165
ACC-00000650,CUST-1000650,savings,2024-02-28,0,active,BR-138
ACC-00000653,CUST-1000653,savings,2022-12-15,0,active,BR-113
ACC-00000655,CUST-1000655,savings,2022-10-05,0,active,BR-119
ACC-00000656,CUST-1000656,checking,2024-09-30,0,suspended,
ACC-00000657,CUST-1000657,checking,2020-10-25,0,active,BR-156
ACC-00000660,CUST-1000660,savings,2025-10-02,0,active,BR-105
ACC-00000665,CUST-1000665,checking,2019-09-21,0,dormant,BR-170
ACC-00000666,CUST-1000666,checking,2021-05-31,0,closed,BR-109
ACC-00000669,CUST-1000669,checking,2024-05-20,0,active,BR-121
ACC-00000671,CUST-1000671,checking,2021-11-07,0,active,
ACC-00000672,CUST-1000672,credit_card,2019-10-18,12382,closed,
ACC-00000674,CUST-1000674,savings,2025-05-22,0,closed,BR-119
ACC-00000677,CUST-1000677,checking,2021-08-22,0,active,BR-152
ACC-00000678,CUST-1000678,checking,2020-11-28,0,active,
ACC-00000679,CUST-1000679,loan,2025-11-10,33323,active,BR-178
ACC-00000680,CUST-1000680,credit_card,2020-09-10,45757,active,BR-172
ACC-00000681,CUST-1000681,credit_card,2020-04-02,12939,active,BR-147
ACC-00000683,CUST-1000683,checking,2019-05-24,0,active,
ACC-00000684,CUST-1000684,savings,2021-01-30,0,closed,BR-164
ACC-00000685,CUST-1000685,loan,2023-01-16,30964,active,BR-188
ACC-00000687,CUST-1000687,savings,2025-07-15,0,suspended,BR-150
ACC-00000690,CUST-1000690,checking,2022-07-11,0,active,
ACC-00000692,CUST-1000692,savings,2023-11-24,0,active,BR-148
ACC-00000693,CUST-1000693,savings,2020-08-27,0,active,BR-182
ACC-00000694,CUST-1000694,checking,2025-02-09,0,active,BR-135
ACC-00000696,CUST-1000696,savings,2022-04-07,0,active,
ACC-00000697,CUST-1000697,checking,2023-03-16,0,active,BR-137
ACC-00000698,CUST-1000698,savings,2022-05-26,0,active,BR-126
ACC-00000700,CUST-1000700,savings,2020-04-03,0,active,BR-184
ACC-00000701,CUST-1000701,savings,2024-07-31,0,dormant,BR-127
ACC-00000705,CUST-1000705,checking,2025-07-20,0,active,BR-116
ACC-00000706,CUST-1000706,loan,2019-11-28,4359,active,BR-140
ACC-00000708,CUST-1000708,credit_card,2022-08-13,30648,active,BR-138
ACC-00000712,CUST-1000712,savings,2024-12-02,0,active,BR-168
ACC-00000716,CUST-1000716,loan,2023-09-28,35019,dormant,
ACC-00000718,CUST-1000718,loan,2020-01-13,28323,active,
ACC-00000719,CUST-1000719,checking,2022-11-19,0,dormant,BR-118
ACC-00000720,CUST-1000720,credit_card,2020-02-19,7226,active,BR-162
ACC-00000723,CUST-1000723,checking,2024-09-05,0,active,BR-190
ACC-00000726,CUST-1000726,credit_card,2024-01-25,26954,active,BR-105
ACC-00000731,CUST-1000731,checking,2025-12-07,0,active,BR-101
ACC-00000734,CUST-1000734,savings,2022-08-18,0,active,BR-136
ACC-00000735,CUST-1000735,checking,2026-01-24,0,active,BR-117
ACC-00000737,CUST-1000737,checking,2022-10-17,0,active,BR-157
ACC-00000738,CUST-1000738,credit_card,2020-05-09,5891,active,
ACC-00000742,CUST-1000742,checking,2021-03-16,0,active,BR-100
ACC-00000743,CUST-1000743,credit_card,2025-05-24,5992,active,BR-177
ACC-00000745,CUST-1000745,checking,2024-06-04,0,active,
ACC-00000747,CUST-1000747,checking,2025-07-07,0,active,
ACC-00000749,CUST-1000749,loan,2023-06-08,13497,active,BR-166
ACC-00000750,CUST-1000750,savings,2023-02-14,0,active,BR-183
ACC-00000752,CUST-1000752,loan,2021-01-13,33551,active,BR-167
ACC-00000753,CUST-1000753,savings,2021-05-03,0,active,BR-126
ACC-00000754,CUST-1000754,checking,2022-09-28,0,active,BR-122
ACC-00000755,CUST-1000755,checking,2019-08-29,0,dormant,BR-160
ACC-00000757,CUST-1000757,savings,2021-06-06,0,dormant,BR-154
ACC-00000760,CUST-1000760,credit_card,2021-11-09,5567,active,BR-148
ACC-00000762,CUST-1000762,checking,2023-08-06,0,closed,BR-184
ACC-00000764,CUST-1000764,credit_card,2020-03-05,49847,active,BR-134
ACC-00000765,CUST-1000765,checking,2020-04-13,0,active,BR-140
ACC-00000766,CUST-1000766,savings,2020-12-19,0,active,BR-141
ACC-00000767,CUST-1000767,credit_card,2022-04-05,40281,active,BR-175
ACC-00000768,CUST-1000768,credit_card,2024-11-26,49003,active,BR-166
ACC-00000772,CUST-1000772,credit_card,2019-07-19,45523,active,BR-122
ACC-00000773,CUST-1000773,checking,2022-07-12,0,closed,BR-184
ACC-00000774,CUST-1000774,checking,2022-06-20,0,dormant,BR-105
ACC-00000776,CUST-1000776,checking,2023-08-13,0,active,BR-132
ACC-00000778,CUST-1000778,credit_card,2022-07-15,17567,active,BR-177
ACC-00000779,CUST-1000779,credit_card,2019-07-13,4358,active,BR-135
ACC-00000780,CUST-1000780,savings,2020-10-04,0,closed,BR-127
ACC-00000782,CUST-1000782,savings,2022-04-25,0,suspended,
ACC-00000784,CUST-1000784,checking,2023-12-20,0,active,BR-127
ACC-00000787,CUST-1000787,savings,2025-07-06,0,suspended,BR-166
ACC-00000788,CUST-1000788,savings,2023-11-24,0,active,BR-146
ACC-00000789,CUST-1000789,savings,2022-03-27,0,active,BR-128
ACC-00000790,CUST-1000790,loan,2023-01-21,43358,active,BR-112
ACC-00000793,CUST-1000793,savings,2021-07-16,0,active,BR-147
ACC-00000797,CUST-1000797,loan,2023-07-31,41446,active,BR-112
ACC-00000798,CUST-1000798,checking,2025-05-11,0,active,BR-148
ACC-00000799,CUST-1000799,savings,2025-04-01,0,active,BR-157
ACC-00000800,CUST-1000800,loan,2023-08-24,32521,active,BR-152
ACC-00000801,CUST-1000801,credit_card,2025-10-21,6698,dormant,
ACC-00000802,CUST-1000802,checking,2024-02-18,0,active,BR-124
ACC-00000805,CUST-1000805,savings,2020-11-12,0,active,BR-115
ACC-00000807,CUST-1000807,loan,2022-09-16,28543,active,BR-155
ACC-00000811,CUST-1000811,loan,2021-11-10,12241,active,BR-182
ACC-00000813,CUST-1000813,checking,2024-10-11,0,active,
ACC-00000815,CUST-1000815,credit_card,2022-06-10,33703,active,BR-156
ACC-00000828,CUST-1000828,checking,2019-09-18,0,dormant,BR-154
ACC-00000829,CUST-1000829,credit_card,2024-06-19,9002,active,BR-159
ACC-00000831,CUST-1000831,checking,2020-02-26,0,dormant,BR-190
ACC-00000833,CUST-1000833,checking,2020-07-18,0,active,BR-148
ACC-00000835,CUST-1000835,savings,2021-03-19,0,closed,BR-160
ACC-00000836,CUST-1000836,savings,2022-03-23,0,active,BR-147
ACC-00000837,CUST-1000837,loan,2021-10-14,5247,active,
ACC-00000838,CUST-1000838,checking,2020-10-19,0,active,BR-157
ACC-00000839,CUST-1000839,savings,2022-11-13,0,suspended,BR-144
ACC-00000843,CUST-1000843,checking,2022-03-23,0,active,BR-143
ACC-00000851,CUST-1000851,checking,2025-05-16,0,active,BR-175
ACC-00000854,CUST-1000854,credit_card,2021-12-23,11703,closed,BR-158
ACC-00000856,CUST-1000856,checking,2024-07-12,0,active,BR-193
ACC-00000858,CUST-1000858,savings,2025-08-24,0,active,BR-179
ACC-00000860,CUST-1000860,checking,2019-05-06,0,active,BR-111
ACC-00000863,CUST-1000863,savings,2021-02-07,0,active,BR-161
ACC-00000865,CUST-1000865,savings,2019-03-05,0,suspended,BR-193
