account_id,customer_id,account_type,open_date,credit_limit,status,branch_code,fico_score,credit_history_months,num_inquiries_6mo,num_delinquencies_24mo,credit_utilization_pct,num_active_credit_lines,annual_income,employment_status,employment_tenure_months,debt_to_income_ratio,age,zip_code,region,account_tenure_months,default_probability,defaulted,default_date
ACC-00000016,CUST-1000016,checking,2022-08-03,0,suspended,BR-141,601,99,5,0,39.3,6,47378,unemployed,0,26.3,28,90026,A,42,0.0601,1,2026-10-29
ACC-00000017,CUST-1000017,checking,2019-04-09,0,active,BR-113,715,44,0,1,17.8,2,36356,retired,51,12.2,39,70017,C,83,0.0744,0,
ACC-00000018,CUST-1000018,savings,2019-04-03,0,active,BR-157,621,71,3,0,47.5,4,29838,employed,68,39.0,31,90023,A,83,0.0614,0,
ACC-00000019,CUST-1000019,savings,2019-10-19,0,suspended,BR-168,683,84,1,1,17.1,4,29788,employed,13,30.6,61,80035,B,76,0.0703,1,2026-06-19
ACC-00000020,CUST-1000020,checking,2020-11-10,0,active,BR-189,818,22,1,0,3.8,4,15000,employed,14,24.0,47,70093,C,63,0.0144,0,
ACC-00000021,CUST-1000021,savings,2020-12-23,0,active,BR-148,817,74,1,0,32.4,9,62714,retired,29,5.7,79,90010,A,62,0.0073,0,
ACC-00000022,CUST-1000022,checking,2023-04-20,0,active,BR-188,763,53,1,0,19.0,7,56029,employed,51,11.2,37,70066,C,33,0.033,0,
ACC-00000023,CUST-1000023,checking,2024-02-14,0,suspended,BR-111,629,56,1,0,21.2,5,38373,employed,47,6.0,67,80090,B,23,0.0504,1,2026-07-11
ACC-00000024,CUST-1000024,checking,2019-03-24,0,dormant,BR-140,726,22,2,1,45.1,5,55690,employed,80,15.1,23,80090,B,83,0.0546,0,
ACC-00000025,CUST-1000025,savings,2023-10-10,0,suspended,,645,86,3,0,1.9,5,196791,employed,22,0.1,80,90017,A,28,0.0335,0,
ACC-00000026,CUST-1000026,credit_card,2020-09-09,7587,active,BR-170,605,50,0,0,10.8,6,110294,self_employed,102,9.1,60,90094,A,65,0.0445,0,
ACC-00000027,CUST-1000027,checking,2025-02-02,0,closed,BR-132,716,61,0,1,13.8,4,63603,employed,4,7.3,42,90013,A,12,0.0371,0,
ACC-00000028,CUST-1000028,savings,2024-07-12,0,closed,BR-160,691,55,0,0,29.3,9,38700,employed,41,4.0,58,70092,C,18,0.0552,0,
ACC-00000029,CUST-1000029,savings,2024-12-18,0,active,BR-127,612,3,5,0,58.3,2,29771,unemployed,0,37.6,36,80050,B,13,0.0792,1,2026-10-16
ACC-00000030,CUST-1000030,checking,2023-08-21,0,closed,BR-140,647,92,0,0,43.0,2,56812,employed,21,15.8,80,70040,C,29,0.0807,0,
ACC-00000031,CUST-1000031,savings,2022-07-27,0,active,BR-148,759,34,3,1,27.1,7,28190,self_employed,11,28.6,31,80098,B,42,0.0419,0,
ACC-00000032,CUST-1000032,checking,2020-11-15,0,active,BR-169,602,98,0,0,22.4,4,89039,employed,64,11.0,80,90058,A,63,0.0474,0,
ACC-00000033,CUST-1000033,checking,2022-10-27,0,active,BR-197,738,23,1,0,27.8,6,38999,self_employed,69,26.0,50,90002,A,39,0.0255,0,
ACC-00000034,CUST-1000034,loan,2024-01-05,32480,active,BR-184,671,126,2,0,29.8,7,59980,employed,59,4.8,58,80075,B,25,0.0416,0,
ACC-00000035,CUST-1000035,loan,2021-05-14,33994,active,BR-121,594,93,1,0,40.9,4,33922,employed,7,41.7,41,80037,B,57,0.082,0,
ACC-00000036,CUST-1000036,credit_card,2025-11-19,21527,active,BR-165,680,43,1,0,44.9,6,24444,employed,24,11.6,34,80086,B,2,0.0453,0,
ACC-00000037,CUST-1000037,checking,2019-01-21,0,active,,691,56,2,1,14.7,5,27725,employed,42,32.3,44,80003,B,85,0.0674,0,
ACC-00000038,CUST-1000038,checking,2025-06-15,0,active,BR-150,622,107,2,1,38.8,8,22118,employed,10,35.3,38,90079,A,7,0.0844,0,
ACC-00000039,CUST-1000039,savings,2025-11-08,0,active,BR-185,711,39,5,1,36.8,9,41741,employed,50,13.8,33,70062,C,2,0.0842,0,
ACC-00000040,CUST-1000040,savings,2020-05-11,0,active,BR-139,775,38,1,0,34.8,7,57674,self_employed,49,11.3,43,80016,B,69,0.0198,0,
ACC-00000041,CUST-1000041,checking,2024-12-09,0,active,BR-158,844,132,1,0,20.9,5,16168,employed,20,17.7,77,80048,B,13,0.0032,0,
ACC-00000042,CUST-1000042,savings,2022-08-06,0,active,BR-163,769,52,1,0,27.8,5,31359,employed,74,49.6,52,90061,A,42,0.0224,0,
ACC-00000043,CUST-1000043,checking,2021-11-23,0,active,BR-148,738,43,2,0,11.5,5,66351,self_employed,25,17.6,71,80029,B,51,0.0284,0,
ACC-00000044,CUST-1000044,loan,2021-05-13,24569,active,BR-106,715,52,2,1,31.6,5,84680,employed,104,11.7,45,90015,A,57,0.0409,0,
ACC-00000045,CUST-1000045,checking,2020-04-28,0,closed,BR-125,753,67,1,0,23.8,7,81719,employed,49,7.8,42,80055,B,70,0.0235,0,
ACC-00000046,CUST-1000046,savings,2020-10-30,0,active,BR-185,850,48,1,1,48.9,6,106989,retired,86,5.5,35,80077,B,64,0.0025,0,
ACC-00000047,CUST-1000047,checking,2025-06-30,0,active,,688,97,1,0,21.7,4,25208,employed,30,44.6,38,80064,B,7,0.0515,0,
ACC-00000048,CUST-1000048,savings,2021-11-11,0,active,BR-178,658,34,0,1,27.3,4,143231,retired,4,2.9,47,70049,C,51,0.0977,0,
ACC-00000049,CUST-1000049,savings,2019-11-14,0,closed,BR-191,682,65,2,0,32.7,5,36373,student,0,17.1,53,80089,B,75,0.0441,0,
ACC-00000050,CUST-1000050,checking,2019-10-16,0,active,BR-139,652,26,3,1,20.4,5,88398,employed,8,0.8,35,80093,B,76,0.0661,0,
ACC-00000051,CUST-1000051,loan,2022-03-26,12151,closed,BR-125,748,103,1,0,36.9,4,48176,employed,13,21.6,80,80035,B,46,0.0289,0,
ACC-00000052,CUST-1000052,credit_card,2019-10-28,6558,active,BR-165,708,36,0,1,18.5,4,62954,employed,51,11.8,80,80062,B,76,0.0517,0,
ACC-00000053,CUST-1000053,loan,2022-01-20,45739,suspended,,795,108,2,1,48.0,9,94990,unemployed,0,1.9,42,90038,A,49,0.017,0,
ACC-00000054,CUST-1000054,credit_card,2021-12-04,33954,active,BR-171,675,29,0,0,2.3,6,77837,employed,57,9.1,77,70085,C,50,0.0588,0,
ACC-00000055,CUST-1000055,savings,2024-02-19,0,dormant,BR-141,576,36,1,2,28.1,6,75009,retired,51,11.1,46,80036,B,23,0.1328,0,
ACC-00000056,CUST-1000056,loan,2021-04-01,48448,active,BR-105,697,14,0,1,15.7,7,138333,employed,11,11.0,53,80099,B,58,0.0547,0,
ACC-00000057,CUST-1000057,checking,2025-11-12,0,active,BR-122,710,34,1,0,34.7,5,116088,self_employed,19,13.2,80,90099,A,2,0.0288,0,
ACC-00000058,CUST-1000058,checking,2019-05-15,0,active,BR-149,719,90,3,0,42.9,4,34032,employed,34,26.0,80,90060,A,81,0.0308,0,
ACC-00000059,CUST-1000059,checking,2025-03-17,0,active,,753,104,5,0,9.3,3,52935,unemployed,0,8.5,54,80052,B,10,0.0227,0,
ACC-00000060,CUST-1000060,checking,2022-11-28,0,active,BR-110,707,37,2,0,17.0,5,92271,employed,34,14.9,67,80068,B,38,0.0355,0,
ACC-00000061,CUST-1000061,checking,2023-07-25,0,closed,BR-173,640,49,1,1,39.5,8,59202,employed,38,14.4,29,80009,B,30,0.0862,0,
ACC-00000062,CUST-1000062,checking,2020-01-23,0,dormant,,727,27,1,1,14.1,9,49495,self_employed,65,10.8,45,70020,C,73,0.0662,0,
ACC-00000063,CUST-1000063,credit_card,2022-03-22,48327,active,BR-140,668,121,1,0,10.4,8,42435,student,0,17.0,35,80015,B,47,0.0458,0,
ACC-00000064,CUST-1000064,checking,2019-09-02,0,active,BR-184,608,70,0,0,16.3,4,15000,unemployed,0,20.1,61,80085,B,78,0.0615,0,
ACC-00000065,CUST-1000065,checking,2023-09-12,0,active,BR-108,653,107,3,1,56.4,0,62328,employed,76,13.4,44,90050,A,29,0.0636,0,
ACC-00000066,CUST-1000066,savings,2021-06-29,0,active,BR-147,599,147,3,0,8.2,5,78569,employed,10,7.4,80,70017,C,55,0.0835,0,
ACC-00000067,CUST-1000067,checking,2024-05-07,0,active,BR-181,751,38,4,2,74.1,4,46713,employed,15,32.7,59,90089,A,21,0.0539,0,
ACC-00000068,CUST-1000068,credit_card,2024-04-05,44837,active,BR-183,657,97,1,1,29.5,4,40560,employed,40,7.3,50,70025,C,22,0.1031,0,
ACC-00000069,CUST-1000069,checking,2022-01-28,0,active,BR-101,656,26,0,1,31.1,7,24088,self_employed,33,51.5,28,70022,C,48,0.1365,0,
ACC-00000070,CUST-1000070,loan,2023-11-29,36303,active,BR-102,677,44,0,2,47.4,3,61038,self_employed,87,17.2,80,80059,B,26,0.0945,0,
ACC-00000071,CUST-1000071,credit_card,2020-08-20,35700,active,BR-126,751,85,0,0,17.2,4,48964,student,0,2.4,42,80066,B,66,0.0224,0,
ACC-00000072,CUST-1000072,checking,2024-12-29,0,active,BR-139,794,19,2,0,36.0,9,43174,employed,3,7.8,33,70067,C,13,0.0229,0,
ACC-00000073,CUST-1000073,checking,2019-08-05,0,active,BR-191,730,63,1,0,42.0,3,77544,employed,26,4.7,37,80027,B,79,0.0298,0,
ACC-00000074,CUST-1000074,credit_card,2019-05-23,28500,active,BR-107,723,65,2,0,32.7,6,105468,employed,44,6.8,61,70038,C,81,0.0462,0,
ACC-00000075,CUST-1000075,credit_card,2024-08-16,3032,dormant,BR-147,575,35,4,0,11.8,4,51994,employed,27,11.3,46,90091,A,17,0.051,0,
ACC-00000076,CUST-1000076,credit_card,2020-12-09,2252,active,BR-103,609,6,2,1,45.9,7,96588,employed,63,6.4,80,70099,C,62,0.1324,0,
ACC-00000077,CUST-1000077,credit_card,2025-07-29,6509,active,BR-118,761,44,1,0,29.6,5,67960,employed,19,12.9,41,90018,A,6,0.0185,0,
ACC-00000078,CUST-1000078,checking,2021-06-18,0,active,BR-111,677,83,2,0,32.1,3,29930,retired,7,13.5,63,80043,B,56,0.0439,0,
ACC-00000079,CUST-1000079,checking,2019-09-05,0,active,BR-115,735,52,0,0,33.1,5,71839,employed,20,16.6,56,90096,A,78,0.0245,0,
ACC-00000080,CUST-1000080,checking,2020-12-24,0,suspended,BR-120,797,72,1,0,24.6,5,49693,employed,44,7.5,37,80020,B,62,0.0138,0,
ACC-00000081,CUST-1000081,credit_card,2019-11-10,38842,active,BR-133,786,62,1,0,34.3,6,54719,retired,36,17.3,50,90035,A,75,0.0144,0,
ACC-00000082,CUST-1000082,savings,2022-03-27,0,active,BR-194,628,61,2,1,25.4,5,155081,employed,68,3.5,80,70010,C,46,0.1125,0,
ACC-00000083,CUST-1000083,checking,2021-05-13,0,active,BR-126,715,69,0,0,42.4,9,113622,employed,36,7.7,31,80094,B,57,0.0353,0,
ACC-00000084,CUST-1000084,checking,2022-11-09,0,closed,BR-102,594,39,0,0,42.9,2,25255,employed,20,31.0,62,80080,B,39,0.0763,0,
ACC-00000085,CUST-1000085,checking,2024-05-29,0,suspended,BR-124,714,30,1,1,38.4,6,70191,employed,33,11.0,76,90035,A,20,0.0416,0,
ACC-00000086,CUST-1000086,checking,2022-02-07,0,active,BR-125,693,31,2,0,27.4,5,29177,employed,7,21.8,66,90045,A,48,0.0339,0,
ACC-00000087,CUST-1000087,credit_card,2020-05-20,14900,active,,795,37,0,0,26.9,5,26906,unemployed,0,12.9,80,90020,A,69,0.0119,0,
ACC-00000088,CUST-1000088,savings,2022-02-24,0,active,BR-160,650,52,2,1,28.5,9,15372,employed,21,41.6,65,80018,B,47,0.0936,0,
ACC-00000089,CUST-1000089,credit_card,2022-01-08,15523,dormant,BR-108,661,116,1,0,6.8,3,66318,employed,23,6.1,56,90027,A,49,0.0333,0,
ACC-00000090,CUST-1000090,savings,2020-10-12,0,active,BR-149,704,19,0,0,43.0,7,230485,employed,21,9.6,72,90079,A,64,0.0297,0,
ACC-00000091,CUST-1000091,checking,2024-09-13,0,suspended,BR-159,645,44,1,0,30.1,8,20941,unemployed,0,25.6,80,80001,B,16,0.0569,0,
ACC-00000092,CUST-1000092,credit_card,2021-04-09,2881,active,BR-110,608,66,1,0,46.1,3,48557,employed,5,23.7,49,70007,C,58,0.1031,0,
ACC-00000093,CUST-1000093,credit_card,2024-12-20,34037,active,BR-172,794,112,2,0,22.3,0,35156,unemployed,0,31.1,37,90044,A,13,0.014,0,
ACC-00000094,CUST-1000094,savings,2024-10-24,0,active,BR-197,850,81,3,0,21.6,4,49014,retired,65,8.6,25,80099,B,15,0.0017,0,
ACC-00000095,CUST-1000095,credit_card,2024-07-06,2630,active,BR-175,762,34,1,1,7.5,3,107099,employed,33,12.1,80,80084,B,19,0.032,0,
ACC-00000096,CUST-1000096,savings,2019-08-10,0,active,BR-189,722,17,1,0,23.9,4,30500,employed,4,20.9,80,80077,B,78,0.0343,0,
ACC-00000097,CUST-1000097,savings,2024-03-07,0,active,BR-127,692,22,3,0,40.1,4,59460,employed,54,22.7,35,80059,B,23,0.0456,0,
ACC-00000098,CUST-1000098,savings,2024-05-26,0,active,BR-161,714,16,2,0,12.4,7,59873,employed,20,9.4,40,90060,A,20,0.0255,0,
ACC-00000099,CUST-1000099,checking,2020-06-15,0,active,BR-134,815,40,5,1,37.9,6,89978,employed,8,0.7,48,90081,A,68,0.0111,0,
ACC-00000100,CUST-1000100,checking,2023-07-18,0,active,BR-140,724,110,0,0,20.9,4,29209,self_employed,65,25.9,54,80099,B,30,0.0349,0,
ACC-00000101,CUST-1000101,checking,2025-03-15,0,active,BR-181,754,145,3,0,25.3,5,121469,employed,29,5.6,58,90011,A,10,0.0184,0,
ACC-00000102,CUST-1000102,savings,2021-01-30,0,dormant,BR-156,628,58,1,0,25.7,7,114799,retired,45,11.5,48,90091,A,60,0.0431,0,
ACC-00000103,CUST-1000103,checking,2020-05-22,0,closed,BR-121,712,68,1,0,37.8,13,55159,employed,47,10.5,32,90020,A,69,0.0291,0,
ACC-00000104,CUST-1000104,savings,2022-12-07,0,suspended,BR-110,601,39,0,0,19.9,4,74081,employed,2,16.7,80,80021,B,38,0.0621,0,
ACC-00000105,CUST-1000105,loan,2022-03-24,21789,dormant,BR-190,685,91,3,0,26.4,9,41082,self_employed,54,16.3,39,90013,A,47,0.034,0,
ACC-00000106,CUST-1000106,checking,2021-04-18,0,active,BR-183,707,39,1,0,34.6,4,36985,employed,15,14.2,51,70029,C,58,0.0556,0,
ACC-00000107,CUST-1000107,savings,2024-06-11,0,active,BR-133,791,126,1,0,4.0,3,29802,employed,27,14.9,44,70051,C,20,0.0226,0,
ACC-00000108,CUST-1000108,credit_card,2024-11-08,23523,active,BR-139,660,60,1,1,48.7,3,35575,unemployed,0,9.4,80,90074,A,15,0.0581,0,
ACC-00000109,CUST-1000109,checking,2023-09-27,0,active,,766,116,1,0,10.5,5,61909,employed,13,3.2,46,80080,B,28,0.019,0,
ACC-00000110,CUST-1000110,checking,2020-11-13,0,active,BR-169,699,23,2,0,16.6,3,41922,self_employed,23,38.3,80,80019,B,63,0.045,0,
ACC-00000111,CUST-1000111,checking,2024-10-28,0,closed,BR-100,751,56,3,0,3.2,5,78789,employed,27,3.1,36,80005,B,15,0.0221,0,
ACC-00000112,CUST-1000112,checking,2021-10-04,0,active,BR-186,625,66,0,0,28.7,6,77108,employed,66,3.6,55,80079,B,52,0.0512,0,
ACC-00000113,CUST-1000113,loan,2025-07-15,18958,active,,685,87,5,1,9.8,7,45992,employed,21,6.9,41,90001,A,6,0.0445,0,
ACC-00000114,CUST-1000114,credit_card,2025-08-07,47151,active,BR-157,753,47,0,0,28.3,7,64765,employed,6,10.8,31,70072,C,5,0.0384,0,
ACC-00000115,CUST-1000115,savings,2019-06-23,0,active,BR-137,750,45,4,1,12.0,5,143188,unemployed,0,7.9,79,70081,C,80,0.0528,0,
ACC-00000116,CUST-1000116,credit_card,2020-12-12,49920,active,BR-120,847,41,2,0,12.9,6,42680,employed,41,17.3,41,80006,B,62,0.0024,0,
ACC-00000117,CUST-1000117,credit_card,2025-12-28,44852,active,,825,114,1,0,19.9,6,39595,employed,17,12.7,24,70008,C,1,0.0121,0,
ACC-00000118,CUST-1000118,checking,2019-04-10,0,closed,BR-145,776,29,0,2,9.4,3,240750,self_employed,52,7.4,55,70023,C,82,0.0526,0,
ACC-00000119,CUST-1000119,credit_card,2025-11-06,2695,active,BR-199,626,38,1,0,20.9,3,29812,employed,45,27.5,24,90079,A,2,0.053,0,
ACC-00000120,CUST-1000120,savings,2021-09-07,0,active,BR-138,617,96,0,1,39.6,7,64609,employed,8,19.5,30,80061,B,53,0.0991,0,
ACC-00000121,CUST-1000121,credit_card,2022-05-31,15821,closed,BR-176,606,51,2,0,13.9,3,74093,retired,58,5.6,78,90064,A,44,0.0433,0,
ACC-00000122,CUST-1000122,credit_card,2021-04-11,4262,dormant,BR-196,646,33,1,0,9.7,7,44519,employed,14,13.0,62,70078,C,58,0.0722,0,
ACC-00000123,CUST-1000123,checking,2019-07-25,0,closed,BR-190,654,58,4,0,58.4,6,53145,employed,46,3.3,80,90067,A,79,0.0387,0,
ACC-00000124,CUST-1000124,checking,2020-10-17,0,closed,BR-190,755,72,1,0,7.2,8,37215,employed,18,9.4,33,80059,B,64,0.0231,0,
ACC-00000125,CUST-1000125,checking,2023-10-29,0,active,BR-145,607,17,1,0,34.5,5,71664,unemployed,0,18.9,62,70093,C,27,0.0965,0,
ACC-00000126,CUST-1000126,savings,2025-02-08,0,active,BR-199,706,41,3,1,13.8,3,56866,employed,57,7.4,61,70017,C,11,0.0745,0,
ACC-00000127,CUST-1000127,credit_card,2021-09-04,2445,active,BR-161,811,74,2,0,16.9,3,120484,retired,19,11.1,31,90085,A,53,0.0088,0,
ACC-00000128,CUST-1000128,credit_card,2020-10-22,17436,active,BR-129,850,64,0,0,17.5,9,75848,employed,9,6.3,46,90004,A,64,0.0012,0,
ACC-00000129,CUST-1000129,checking,2024-07-29,0,active,BR-183,850,42,1,0,19.3,9,67851,employed,31,15.9,45,90008,A,18,0.0013,0,
ACC-00000130,CUST-1000130,savings,2023-04-01,0,active,,686,97,3,1,31.7,5,43972,employed,15,23.9,27,90055,A,34,0.0581,0,
ACC-00000131,CUST-1000131,savings,2022-05-14,0,active,BR-113,796,77,1,0,20.3,5,64641,employed,56,11.4,59,70023,C,45,0.0212,0,
ACC-00000132,CUST-1000132,checking,2024-06-20,0,active,BR-186,779,61,0,0,12.6,5,87477,retired,18,7.1,80,90098,A,19,0.0136,0,
ACC-00000133,CUST-1000133,checking,2022-11-26,0,active,BR-182,773,11,3,1,22.1,2,59034,unemployed,0,11.0,62,90055,A,38,0.0234,0,
ACC-00000134,CUST-1000134,checking,2020-03-19,0,active,BR-102,691,24,0,1,83.9,5,61904,student,0,25.2,51,90041,A,71,0.0612,0,
ACC-00000135,CUST-1000135,loan,2021-04-02,10949,active,BR-172,664,45,5,1,21.5,3,19492,employed,44,19.8,45,80094,B,58,0.0724,0,
ACC-00000136,CUST-1000136,checking,2020-03-09,0,active,BR-144,746,27,0,0,47.7,8,40172,employed,48,30.7,47,90004,A,71,0.026,0,
ACC-00000137,CUST-1000137,savings,2021-02-05,0,closed,BR-162,657,151,0,0,10.2,10,51985,employed,55,19.9,32,80092,B,60,0.0504,0,
ACC-00000138,CUST-1000138,credit_card,2025-05-03,24963,active,BR-118,609,34,0,0,8.3,3,55190,employed,76,7.4,64,90090,A,9,0.0428,0,
ACC-00000139,CUST-1000139,checking,2023-10-11,0,active,BR-113,668,30,0,1,62.3,2,30313,self_employed,64,45.1,36,70019,C,28,0.1365,0,
ACC-00000140,CUST-1000140,loan,2023-08-02,30932,active,BR-152,733,17,3,0,49.0,8,51389,employed,4,13.8,32,80066,B,30,0.033,0,
ACC-00000141,CUST-1000141,loan,2021-03-27,7901,closed,BR-139,573,50,3,2,27.5,3,17727,self_employed,46,14.5,74,80063,B,59,0.1365,0,
ACC-00000142,CUST-1000142,checking,2025-05-09,0,active,BR-108,639,80,1,1,38.2,2,51121,employed,51,13.6,32,80066,B,8,0.0844,0,
ACC-00000143,CUST-1000143,savings,2023-12-22,0,active,,641,112,1,0,25.1,7,48796,employed,61,17.5,36,70037,C,25,0.0819,0,
ACC-00000144,CUST-1000144,checking,2022-08-24,0,active,BR-188,574,87,0,0,52.6,6,110698,self_employed,6,6.5,28,70040,C,41,0.1088,1,2026-05-17
ACC-00000145,CUST-1000145,checking,2023-12-18,0,active,BR-152,729,95,1,0,17.3,2,83858,employed,23,5.4,58,90068,A,25,0.0223,0,
ACC-00000146,CUST-1000146,checking,2022-05-25,0,closed,BR-158,590,58,2,0,42.5,5,34074,unemployed,0,37.7,52,80097,B,44,0.0813,1,2026-09-22
ACC-00000147,CUST-1000147,savings,2022-01-29,0,active,BR-140,764,141,3,0,29.8,5,31064,self_employed,26,16.9,31,90069,A,48,0.0194,0,
ACC-00000148,CUST-1000148,savings,2020-11-12,0,active,,568,55,1,0,17.6,3,64946,employed,83,9.9,48,90042,A,63,0.0525,0,
ACC-00000149,CUST-1000149,checking,2020-03-05,0,closed,BR-107,756,56,0,0,32.1,5,189129,employed,22,15.1,80,80099,B,71,0.025,0,
ACC-00000150,CUST-1000150,checking,2023-05-03,0,closed,BR-185,710,96,2,0,33.0,10,91244,employed,13,1.3,80,80095,B,33,0.0321,0,
ACC-00000151,CUST-1000151,loan,2023-03-14,34487,active,BR-154,784,22,0,0,17.5,4,54126,employed,17,11.3,46,80028,B,35,0.0168,0,
ACC-00000152,CUST-1000152,checking,2019-10-10,0,closed,BR-161,708,16,1,0,28.2,7,35030,employed,45,13.4,33,70018,C,76,0.0558,0,
ACC-00000153,CUST-1000153,checking,2025-06-06,0,active,BR-129,626,33,1,0,17.9,7,100281,employed,53,10.7,49,90046,A,8,0.0423,0,
ACC-00000154,CUST-1000154,savings,2019-05-27,0,active,BR-110,730,56,1,0,13.0,8,29333,employed,24,10.7,39,90058,A,81,0.023,0,
ACC-00000155,CUST-1000155,loan,2019-12-07,9597,active,BR-149,780,140,3,0,14.9,9,122523,employed,55,4.2,53,70001,C,74,0.0246,0,
ACC-00000156,CUST-1000156,checking,2020-04-19,0,active,BR-120,805,63,0,0,15.0,2,37392,self_employed,38,24.9,29,80066,B,70,0.014,0,
ACC-00000157,CUST-1000157,savings,2024-05-03,0,active,,667,23,0,0,10.2,4,59134,employed,39,9.0,37,90096,A,21,0.034,0,
ACC-00000158,CUST-1000158,credit_card,2020-05-12,7855,closed,BR-166,726,84,1,0,33.5,3,79602,employed,25,8.6,31,90013,A,69,0.0257,0,
ACC-00000159,CUST-1000159,checking,2025-09-26,0,closed,BR-172,626,74,2,0,4.1,5,35603,employed,41,17.9,80,70079,C,4,0.0811,1,2026-03-22
ACC-00000160,CUST-1000160,credit_card,2024-10-15,19678,active,BR-167,583,25,2,0,48.7,5,34580,self_employed,54,23.4,38,70052,C,15,0.1151,0,
ACC-00000161,CUST-1000161,checking,2022-08-04,0,closed,BR-197,627,78,2,0,19.5,4,36246,employed,29,15.7,50,80069,B,42,0.0552,1,2026-12-27
ACC-00000162,CUST-1000162,savings,2024-01-27,0,active,BR-164,666,47,2,0,21.3,3,118188,employed,45,8.3,46,70093,C,24,0.0647,0,
ACC-00000163,CUST-1000163,savings,2019-07-17,0,active,,633,58,1,0,13.4,5,30503,employed,80,15.9,43,90051,A,79,0.0424,0,
ACC-00000164,CUST-1000164,savings,2022-04-10,0,active,BR-139,754,6,2,1,41.8,5,41551,student,0,6.1,44,80095,B,46,0.0362,0,
ACC-00000165,CUST-1000165,checking,2022-03-31,0,active,BR-175,689,20,2,0,31.1,5,31544,employed,55,15.5,38,80090,B,46,0.042,0,
ACC-00000166,CUST-1000166,credit_card,2024-01-26,9263,closed,BR-114,637,34,2,0,30.5,4,68990,self_employed,59,7.3,34,70013,C,24,0.0781,0,
ACC-00000167,CUST-1000167,checking,2022-12-25,0,closed,BR-125,773,69,0,0,5.1,2,27693,retired,10,33.1,62,90055,A,37,0.0178,0,
ACC-00000168,CUST-1000168,checking,2023-07-02,0,active,BR-121,724,43,3,0,9.4,8,28319,employed,14,30.6,80,80054,B,31,0.035,0,
ACC-00000169,CUST-1000169,checking,2021-02-20,0,active,BR-150,721,83,1,1,57.9,0,53474,self_employed,40,10.9,32,70078,C,60,0.0812,1,2026-06-14
ACC-00000170,CUST-1000170,savings,2023-09-15,0,active,BR-128,647,56,2,0,8.7,9,93908,employed,75,6.5,53,80016,B,29,0.045,0,
ACC-00000171,CUST-1000171,savings,2019-02-05,0,active,BR-154,652,31,1,0,32.4,9,110138,employed,9,4.0,51,80087,B,85,0.0459,0,
ACC-00000172,CUST-1000172,checking,2024-10-14,0,dormant,BR-127,623,93,0,0,13.2,4,30684,employed,17,57.2,80,90097,A,15,0.06,0,
