account_id,customer_id,account_type,open_date,credit_limit,status,branch_code
ACC-00000042,CUST-1000042,savings,2022-08-06,0,active,BR-163
ACC-00000043,CUST-1000043,checking,2021-11-23,0,active,BR-148
ACC-00000044,CUST-1000044,loan,2021-05-13,24569,active,BR-106
ACC-00000045,CUST-1000045,checking,2020-04-28,0,closed,BR-125
ACC-00000046,CUST-1000046,savings,2020-10-30,0,active,BR-185
ACC-00000047,CUST-1000047,checking,2025-06-30,0,active,
ACC-00000048,CUST-1000048,savings,2021-11-11,0,active,BR-178
ACC-00000049,CUST-1000049,savings,2019-11-14,0,closed,BR-191
ACC-00000050,CUST-1000050,checking,2019-10-16,0,active,BR-139
ACC-00000051,CUST-1000051,loan,2022-03-26,12151,closed,BR-125
ACC-00000052,CUST-1000052,credit_card,2019-10-28,6558,active,BR-165
ACC-00000053,CUST-1000053,loan,2022-01-20,45739,suspended,
ACC-00000054,CUST-1000054,credit_card,2021-12-04,33954,active,BR-171
ACC-00000055,CUST-1000055,savings,2024-02-19,0,dormant,BR-141
ACC-00000056,CUST-1000056,loan,2021-04-01,48448,active,BR-105
ACC-00000057,CUST-1000057,checking,2025-11-12,0,active,BR-122
ACC-00000058,CUST-1000058,checking,2019-05-15,0,active,BR-149
ACC-00000059,CUST-1000059,checking,2025-03-17,0,active,
ACC-00000060,CUST-1000060,checking,2022-11-28,0,active,BR-110
ACC-00000061,CUST-1000061,checking,2023-07-25,0,closed,BR-173
ACC-00000062,CUST-1000062,checking,2020-01-23,0,dormant,
ACC-00000063,CUST-1000063,credit_card,2022-03-22,48327,active,BR-140
ACC-00000064,CUST-1000064,checking,2019-09-02,0,active,BR-184
ACC-00000065,CUST-1000065,checking,2023-09-12,0,active,BR-108
ACC-00000066,CUST-1000066,savings,2021-06-29,0,active,BR-147
ACC-00000067,CUST-1000067,checking,2026-01-20,0,active,BR-181
ACC-00000068,CUST-1000068,credit_card,2024-05-07,44837,active,BR-183
ACC-00000069,CUST-1000069,checking,2024-04-05,0,active,BR-101
ACC-00000070,CUST-1000070,loan,2022-01-28,36303,active,BR-102
ACC-00000071,CUST-1000071,credit_card,2023-11-29,35700,active,BR-126
ACC-00000072,CUST-1000072,checking,2020-08-20,0,active,BR-139
ACC-00000073,CUST-1000073,checking,2024-12-29,0,active,BR-191
ACC-00000074,CUST-1000074,credit_card,2019-08-05,28500,active,BR-107
ACC-00000075,CUST-1000075,credit_card,2019-05-23,3032,dormant,BR-147
ACC-00000076,CUST-1000076,credit_card,2024-08-16,2252,active,BR-103
ACC-00000077,CUST-1000077,credit_card,2020-12-09,6509,active,BR-118
ACC-00000078,CUST-1000078,checking,2025-07-29,0,active,BR-111
ACC-00000079,CUST-1000079,checking,2021-06-18,0,active,BR-115
ACC-00000080,CUST-1000080,checking,2019-09-05,0,suspended,BR-120
ACC-00000081,CUST-1000081,credit_card,2020-12-24,38842,active,BR-133
ACC-00000082,CUST-1000082,savings,2019-11-10,0,active,BR-194
ACC-00000083,CUST-1000083,checking,2022-03-27,0,active,BR-126
ACC-00000084,CUST-1000084,checking,2021-05-13,0,closed,BR-102
ACC-00000085,CUST-1000085,checking,2022-11-09,0,suspended,BR-124
ACC-00000086,CUST-1000086,checking,2024-05-29,0,active,BR-125
ACC-00000087,CUST-1000087,credit_card,2022-02-07,14900,active,
ACC-00000088,CUST-1000088,savings,2020-05-20,0,active,BR-160
ACC-00000089,CUST-1000089,credit_card,2022-02-24,15523,dormant,BR-108
ACC-00000090,CUST-1000090,savings,2022-01-08,0,active,BR-149
ACC-00000091,CUST-1000091,checking,2020-10-12,0,suspended,BR-159
ACC-00000092,CUST-1000092,credit_card,2024-09-13,2881,active,BR-110
ACC-00000093,CUST-1000093,credit_card,2021-04-09,34037,active,BR-172
ACC-00000094,CUST-1000094,savings,2024-12-20,0,active,BR-197
ACC-00000095,CUST-1000095,credit_card,2024-10-24,2630,active,BR-175
ACC-00000096,CUST-1000096,savings,2024-07-06,0,active,BR-189
ACC-00000097,CUST-1000097,savings,2019-08-10,0,active,BR-127
ACC-00000098,CUST-1000098,savings,2024-03-07,0,active,BR-161
ACC-00000099,CUST-1000099,checking,2024-05-26,0,active,BR-134
ACC-00000100,CUST-1000100,checking,2020-06-15,0,active,BR-140
ACC-00000101,CUST-1000101,checking,2023-07-18,0,active,BR-181
ACC-00000102,CUST-1000102,savings,2025-03-15,0,dormant,BR-156
ACC-00000103,CUST-1000103,checking,2021-01-30,0,closed,BR-121
ACC-00000104,CUST-1000104,savings,2020-05-22,0,suspended,BR-110
ACC-00000105,CUST-1000105,loan,2022-12-07,21789,dormant,BR-190
ACC-00000106,CUST-1000106,checking,2022-03-24,0,active,BR-183
ACC-00000107,CUST-1000107,savings,2021-04-18,0,active,BR-133
ACC-00000108,CUST-1000108,credit_card,2024-06-11,23523,active,BR-139
ACC-00000109,CUST-1000109,checking,2024-11-08,0,active,
ACC-00000110,CUST-1000110,checking,2023-09-27,0,active,BR-169
ACC-00000111,CUST-1000111,checking,2020-11-13,0,closed,BR-100
ACC-00000112,CUST-1000112,checking,2024-10-28,0,active,BR-186
ACC-00000113,CUST-1000113,loan,2021-10-04,18958,active,
ACC-00000114,CUST-1000114,credit_card,2025-07-15,47151,active,BR-157
ACC-00000115,CUST-1000115,savings,2025-08-07,0,active,BR-137
ACC-00000116,CUST-1000116,credit_card,2019-06-23,49920,active,BR-120
ACC-00000117,CUST-1000117,credit_card,2020-12-12,44852,active,
ACC-00000118,CUST-1000118,checking,2025-12-28,0,closed,BR-145
ACC-00000119,CUST-1000119,credit_card,2019-04-10,2695,active,BR-199
ACC-00000120,CUST-1000120,savings,2025-11-06,0,active,BR-138
ACC-00000121,CUST-1000121,credit_card,2021-09-07,15821,closed,BR-176
ACC-00000122,CUST-1000122,credit_card,2022-05-31,4262,dormant,BR-196
ACC-00000123,CUST-1000123,checking,2021-04-11,0,closed,BR-190
ACC-00000124,CUST-1000124,checking,2019-07-25,0,closed,BR-190
ACC-00000125,CUST-1000125,checking,2020-10-17,0,active,BR-145
ACC-00000126,CUST-1000126,savings,2023-10-29,0,active,BR-199
ACC-00000127,CUST-1000127,credit_card,2025-02-08,2445,active,BR-161
ACC-00000128,CUST-1000128,credit_card,2021-09-04,17436,active,BR-129
ACC-00000129,CUST-1000129,checking,2020-10-22,0,active,BR-183
ACC-00000130,CUST-1000130,savings,2024-07-29,0,active,
ACC-00000131,CUST-1000131,savings,2023-04-01,0,active,BR-113
ACC-00000132,CUST-1000132,checking,2022-05-14,0,active,BR-186
ACC-00000133,CUST-1000133,checking,2024-06-20,0,active,BR-182
ACC-00000134,CUST-1000134,checking,2022-11-26,0,active,BR-102
ACC-00000135,CUST-1000135,loan,2020-03-19,10949,active,BR-172
ACC-00000136,CUST-1000136,checking,2021-04-02,0,active,BR-144
ACC-00000137,CUST-1000137,savings,2020-03-09,0,closed,BR-162
ACC-00000138,CUST-1000138,credit_card,2021-02-05,24963,active,BR-118
ACC-00000139,CUST-1000139,checking,2025-05-03,0,active,BR-113
ACC-00000140,CUST-1000140,loan,2023-10-11,30932,active,BR-152
ACC-00000141,CUST-1000141,loan,2023-08-02,7901,closed,BR-139
ACC-00000142,CUST-1000142,checking,2021-03-27,0,active,BR-108
ACC-00000143,CUST-1000143,savings,2025-05-09,0,active,
ACC-00000144,CUST-1000144,checking,2023-12-22,0,active,BR-188
ACC-00000145,CUST-1000145,checking,2022-08-24,0,active,BR-152
ACC-00000146,CUST-1000146,checking,2023-12-18,0,closed,BR-158
ACC-00000147,CUST-1000147,savings,2022-05-25,0,active,BR-140
ACC-00000148,CUST-1000148,savings,2022-01-29,0,active,
ACC-00000149,CUST-1000149,checking,2020-11-12,0,closed,BR-107
ACC-00000150,CUST-1000150,checking,2020-03-05,0,closed,BR-185
ACC-00000151,CUST-1000151,loan,2023-05-03,34487,active,BR-154
ACC-00000152,CUST-1000152,checking,2023-03-14,0,closed,BR-161
ACC-00000153,CUST-1000153,checking,2019-10-10,0,active,BR-129
ACC-00000154,CUST-1000154,savings,2025-06-06,0,active,BR-110
ACC-00000155,CUST-1000155,loan,2019-05-27,9597,active,BR-149
ACC-00000156,CUST-1000156,checking,2019-12-07,0,active,BR-120
ACC-00000157,CUST-1000157,savings,2020-04-19,0,active,
ACC-00000158,CUST-1000158,credit_card,2024-05-03,7855,closed,BR-166
ACC-00000159,CUST-1000159,checking,2020-05-12,0,closed,BR-172
ACC-00000160,CUST-1000160,credit_card,2025-09-26,19678,active,BR-167
ACC-00000161,CUST-1000161,checking,2024-10-15,0,closed,BR-197
ACC-00000162,CUST-1000162,savings,2022-08-04,0,active,BR-164
ACC-00000163,CUST-1000163,savings,2024-01-27,0,active,
ACC-00000164,CUST-1000164,savings,2019-07-17,0,active,BR-139
ACC-00000165,CUST-1000165,checking,2022-04-10,0,active,BR-175
ACC-00000166,CUST-1000166,credit_card,2022-03-31,9263,closed,BR-114
ACC-00000167,CUST-1000167,checking,2024-01-26,0,closed,BR-125
ACC-00000168,CUST-1000168,checking,2022-12-25,0,active,BR-121
ACC-00000169,CUST-1000169,checking,2023-07-02,0,active,BR-150
ACC-00000170,CUST-1000170,savings,2021-02-20,0,active,BR-128
ACC-00000171,CUST-1000171,savings,2023-09-15,0,active,BR-154
ACC-00000172,CUST-1000172,checking,2019-02-05,0,dormant,BR-127
ACC-00000173,CUST-1000173,savings,2024-10-14,0,active,BR-175
ACC-00000174,CUST-1000174,checking,2025-02-17,0,active,BR-185
ACC-00000175,CUST-1000175,savings,2019-12-22,0,active,BR-187
ACC-00000176,CUST-1000176,checking,2024-10-19,0,active,BR-154
ACC-00000177,CUST-1000177,savings,2023-07-27,0,active,BR-171
ACC-00000178,CUST-1000178,checking,2025-05-21,0,active,BR-105
ACC-00000179,CUST-1000179,loan,2021-04-08,48288,active,BR-181
ACC-00000180,CUST-1000180,checking,2025-07-15,0,active,BR-111
ACC-00000181,CUST-1000181,checking,2024-06-14,0,dormant,BR-126
ACC-00000182,CUST-1000182,checking,2021-11-22,0,active,BR-164
ACC-00000183,CUST-1000183,loan,2019-12-13,26805,active,BR-198
ACC-00000184,CUST-1000184,credit_card,2021-06-30,27143,suspended,BR-134
ACC-00000185,CUST-1000185,checking,2022-09-12,0,active,BR-183
ACC-00000186,CUST-1000186,savings,2020-05-06,0,suspended,BR-112
ACC-00000187,CUST-1000187,credit_card,2022-11-10,12874,active,BR-148
ACC-00000188,CUST-1000188,savings,2019-01-11,0,active,
ACC-00000189,CUST-1000189,savings,2025-02-21,0,active,BR-142
ACC-00000190,CUST-1000190,checking,2025-02-13,0,active,BR-196
ACC-00000191,CUST-1000191,checking,2021-03-29,0,active,BR-184
ACC-00000192,CUST-1000192,credit_card,2023-04-05,28529,active,BR-163
ACC-00000193,CUST-1000193,loan,2025-06-25,21866,active,BR-153
ACC-00000194,CUST-1000194,savings,2020-07-09,0,active,BR-108
ACC-00000195,CUST-1000195,checking,2023-04-27,0,active,BR-148
ACC-00000196,CUST-1000196,checking,2019-11-27,0,closed,BR-187
ACC-00000197,CUST-1000197,credit_card,2024-04-26,15079,dormant,BR-158
ACC-00000198,CUST-1000198,credit_card,2021-07-16,8243,dormant,BR-140
ACC-00000199,CUST-1000199,credit_card,2024-06-08,30872,active,
ACC-00000200,CUST-1000200,credit_card,2023-04-27,10018,active,BR-118
ACC-00000201,CUST-1000201,savings,2024-03-07,0,active,BR-145
ACC-00000202,CUST-1000202,checking,2020-09-09,0,active,BR-139
ACC-00000203,CUST-1000203,checking,2020-04-19,0,active,BR-175
ACC-00000204,CUST-1000204,credit_card,2022-03-07,13100,active,BR-160
ACC-00000205,CUST-1000205,savings,2025-06-27,0,active,BR-111
ACC-00000206,CUST-1000206,checking,2020-05-16,0,active,BR-132
ACC-00000207,CUST-1000207,checking,2023-08-03,0,active,BR-191
ACC-00000208,CUST-1000208,savings,2025-08-16,0,active,BR-107
ACC-00000209,CUST-1000209,checking,2023-07-06,0,active,BR-145
ACC-00000210,CUST-1000210,checking,2019-01-02,0,dormant,
ACC-00000211,CUST-1000211,savings,2024-02-04,0,active,BR-186
ACC-00000212,CUST-1000212,savings,2021-10-04,0,active,
ACC-00000213,CUST-1000213,savings,2023-02-27,0,active,BR-117
ACC-00000214,CUST-1000214,checking,2019-03-02,0,active,BR-193
ACC-00000215,CUST-1000215,credit_card,2019-12-14,20800,active,BR-135
ACC-00000216,CUST-1000216,checking,2022-02-01,0,active,BR-118
ACC-00000217,CUST-1000217,checking,2025-11-11,0,active,BR-139
ACC-00000218,CUST-1000218,credit_card,2021-08-13,27910,active,BR-196
ACC-00000219,CUST-1000219,savings,2021-01-13,0,active,BR-114
ACC-00000220,CUST-1000220,credit_card,2019-06-29,30437,active,BR-101
ACC-00000221,CUST-1000221,savings,2021-01-18,0,dormant,BR-173
ACC-00000222,CUST-1000222,savings,2023-10-29,0,active,BR-174
ACC-00000223,CUST-1000223,checking,2019-09-02,0,active,BR-113
ACC-00000224,CUST-1000224,checking,2019-09-24,0,suspended,BR-172
ACC-00000225,CUST-1000225,checking,2025-03-23,0,active,BR-127
ACC-00000226,CUST-1000226,checking,2023-02-18,0,active,BR-169
ACC-00000227,CUST-1000227,loan,2025-12-10,38588,active,BR-101
ACC-00000228,CUST-1000228,checking,2019-08-04,0,active,BR-102
ACC-00000229,CUST-1000229,credit_card,2025-06-21,12001,dormant,BR-139
ACC-00000230,CUST-1000230,savings,2023-07-14,0,active,BR-140
ACC-00000231,CUST-1000231,credit_card,2025-07-07,47675,closed,BR-134
ACC-00000232,CUST-1000232,savings,2020-01-26,0,active,BR-154
ACC-00000233,CUST-1000233,savings,2020-02-03,0,active,BR-189
ACC-00000234,CUST-1000234,savings,2024-08-11,0,active,BR-161
ACC-00000235,CUST-1000235,checking,2023-01-16,0,active,BR-194
ACC-00000236,CUST-1000236,credit_card,2023-09-05,20942,active,BR-123
ACC-00000237,CUST-1000237,checking,2020-05-28,0,closed,BR-127
ACC-00000238,CUST-1000238,checking,2021-04-03,0,active,BR-117
ACC-00000239,CUST-1000239,savings,2023-06-28,0,dormant,BR-144
ACC-00000240,CUST-1000240,checking,2024-02-28,0,active,BR-152
ACC-00000241,CUST-1000241,loan,2022-08-07,21862,closed,BR-129
ACC-00000242,CUST-1000242,loan,2020-10-20,12669,active,BR-197
ACC-00000243,CUST-1000243,loan,2023-08-03,16916,active,BR-166
ACC-00000244,CUST-1000244,checking,2025-06-04,0,closed,BR-178
ACC-00000245,CUST-1000245,checking,2025-03-17,0,active,BR-122
ACC-00000246,CUST-1000246,loan,2024-11-13,11878,active,BR-147
ACC-00000247,CUST-1000247,savings,2020-09-16,0,active,
ACC-00000248,CUST-1000248,loan,2025-01-24,3985,active,BR-199
ACC-00000249,CUST-1000249,loan,2021-08-26,33369,suspended,BR-123
ACC-00000250,CUST-1000250,credit_card,2022-05-24,9112,active,BR-155
ACC-00000251,CUST-1000251,checking,2024-09-17,0,active,BR-106
ACC-00000252,CUST-1000252,checking,2024-07-12,0,active,BR-155
ACC-00000253,CUST-1000253,credit_card,2022-03-06,42235,active,BR-146
ACC-00000254,CUST-1000254,checking,2022-09-23,0,active,BR-128
ACC-00000255,CUST-1000255,checking,2023-05-28,0,active,BR-117
ACC-00000256,CUST-1000256,savings,2022-11-03,0,active,BR-142
ACC-00000257,CUST-1000257,loan,2020-01-11,19931,active,BR-190
ACC-00000258,CUST-1000258,savings,2021-02-09,0,active,BR-148
ACC-00000259,CUST-1000259,savings,2020-11-29,0,active,BR-163
ACC-00000260,CUST-1000260,checking,2019-07-18,0,active,BR-133
ACC-00000261,CUST-1000261,savings,2021-11-16,0,active,BR-155
ACC-00000262,CUST-1000262,loan,2019-03-07,28340,active,BR-164
ACC-00000263,CUST-1000263,checking,2024-01-02,0,active,BR-149
ACC-00000264,CUST-1000264,savings,2023-09-17,0,active,BR-187
ACC-00000265,CUST-1000265,credit_card,2020-12-15,1336,active,BR-174
ACC-00000266,CUST-1000266,credit_card,2024-01-03,43933,active,BR-125
ACC-00000267,CUST-1000267,savings,2020-11-15,0,active,
ACC-00000268,CUST-1000268,credit_card,2019-01-23,20363,active,
ACC-00000269,CUST-1000269,checking,2019-08-09,0,active,BR-150
ACC-00000270,CUST-1000270,checking,2025-01-08,0,active,
ACC-00000271,CUST-1000271,credit_card,2024-05-14,46536,active,BR-114
ACC-00000272,CUST-1000272,credit_card,2019-07-02,4968,closed,BR-141
ACC-00000273,CUST-1000273,credit_card,2020-12-12,34678,active,BR-136
ACC-00000274,CUST-1000274,loan,2019-07-29,49400,active,BR-134
ACC-00000275,CUST-1000275,savings,2019-04-08,0,active,BR-167
ACC-00000276,CUST-1000276,savings,2021-10-23,0,active,BR-172
ACC-00000277,CUST-1000277,credit_card,2019-08-09,17279,active,BR-176
ACC-00000278,CUST-1000278,savings,2023-05-17,0,dormant,BR-116
ACC-00000279,CUST-1000279,credit_card,2021-01-09,4129,active,BR-121
ACC-00000280,CUST-1000280,credit_card,2021-05-15,39215,active,BR-136
ACC-00000281,CUST-1000281,credit_card,2024-09-09,39897,active,BR-112
ACC-00000282,CUST-1000282,checking,2023-02-17,0,active,BR-185
ACC-00000283,CUST-1000283,checking,2020-10-27,0,active,BR-186
ACC-00000284,CUST-1000284,checking,2023-08-03,0,active,BR-141
ACC-00000285,CUST-1000285,savings,2020-02-16,0,active,BR-150
ACC-00000286,CUST-1000286,checking,2025-02-25,0,active,BR-184
ACC-00000287,CUST-1000287,savings,2023-11-10,0,active,BR-120
ACC-00000288,CUST-1000288,savings,2023-11-26,0,active,BR-167
ACC-00000289,CUST-1000289,checking,2023-01-08,0,active,BR-191
ACC-00000290,CUST-1000290,savings,2021-01-24,0,active,BR-198
ACC-00000291,CUST-1000291,checking,2025-09-03,0,active,BR-197
ACC-00000292,CUST-1000292,checking,2023-01-09,0,active,BR-150
ACC-00000293,CUST-1000293,credit_card,2025-11-13,6850,active,BR-198
ACC-00000294,CUST-1000294,checking,2022-06-18,0,active,BR-185
ACC-00000295,CUST-1000295,checking,2020-08-14,0,closed,BR-118
ACC-00000296,CUST-1000296,savings,2019-10-21,0,active,BR-184
ACC-00000297,CUST-1000297,credit_card,2019-10-29,21588,active,BR-104
ACC-00000298,CUST-1000298,checking,2024-08-09,0,active,BR-135
ACC-00000299,CUST-1000299,savings,2022-09-01,0,active,BR-163
ACC-00000300,CUST-1000300,checking,2022-01-05,0,active,BR-197
ACC-00000301,CUST-1000301,checking,2022-08-09,0,active,BR-144
ACC-00000302,CUST-1000302,savings,2022-07-01,0,suspended,BR-120
ACC-00000303,CUST-1000303,savings,2022-12-21,0,active,BR-191
ACC-00000304,CUST-1000304,savings,2025-03-15,0,active,
ACC-00000305,CUST-1000305,credit_card,2019-06-18,41214,active,BR-140
ACC-00000306,CUST-1000306,loan,2024-09-23,12949,closed,BR-111
ACC-00000307,CUST-1000307,savings,2024-07-23,0,active,BR-118
ACC-00000308,CUST-1000308,checking,2024-06-30,0,closed,BR-151
ACC-00000309,CUST-1000309,credit_card,2019-11-02,9519,active,BR-154
ACC-00000310,CUST-1000310,checking,2019-07-08,0,closed,BR-174
ACC-00000311,CUST-1000311,savings,2022-06-04,0,active,BR-187
ACC-00000312,CUST-1000312,checking,2025-03-12,0,closed,BR-126
ACC-00000313,CUST-1000313,checking,2021-11-20,0,active,BR-180
ACC-00000314,CUST-1000314,loan,2025-10-23,27375,closed,BR-177
ACC-00000315,CUST-1000315,credit_card,2019-12-06,34082,active,BR-191
ACC-00000316,CUST-1000316,savings,2021-02-11,0,active,BR-103
ACC-00000317,CUST-1000317,savings,2020-08-18,0,active,BR-134
ACC-00000318,CUST-1000318,checking,2020-08-13,0,active,BR-172
ACC-00000319,CUST-1000319,checking,2023-07-25,0,active,
ACC-00000320,CUST-1000320,checking,2022-10-25,0,active,
ACC-00000321,CUST-1000321,savings,2020-03-11,0,active,BR-196
ACC-00000322,CUST-1000322,credit_card,2022-08-03,12737,active,BR-118
ACC-00000323,CUST-1000323,savings,2020-07-24,0,closed,BR-166
ACC-00000324,CUST-1000324,checking,2021-05-15,0,active,BR-112
ACC-00000325,CUST-1000325,loan,2022-12-08,2134,dormant,BR-160
ACC-00000326,CUST-1000326,credit_card,2021-02-15,11938,active,BR-179
ACC-00000327,CUST-1000327,savings,2019-08-23,0,active,BR-121
ACC-00000328,CUST-1000328,savings,2022-10-08,0,active,BR-142
ACC-00000329,CUST-1000329,savings,2025-11-15,0,active,BR-109
ACC-00000330,CUST-1000330,checking,2023-09-06,0,active,BR-120
ACC-00000331,CUST-1000331,checking,2019-11-01,0,active,BR-165
ACC-00000332,CUST-1000332,credit_card,2019-06-07,25486,active,BR-134
ACC-00000333,CUST-1000333,checking,2024-07-19,0,active,BR-156
ACC-00000334,CUST-1000334,checking,2023-08-07,0,dormant,BR-134
ACC-00000335,CUST-1000335,checking,2019-02-15,0,dormant,BR-107
ACC-00000336,CUST-1000336,checking,2019-10-17,0,active,BR-170
ACC-00000337,CUST-1000337,credit_card,2025-05-30,49356,active,
ACC-00000338,CUST-1000338,credit_card,2021-01-04,27096,active,
ACC-00000339,CUST-1000339,savings,2020-05-31,0,active,BR-136
ACC-00000340,CUST-1000340,checking,2022-06-16,0,active,BR-136
ACC-00000341,CUST-1000341,savings,2023-02-17,0,active,
ACC-00000342,CUST-1000342,savings,2023-02-04,0,active,BR-159
ACC-00000343,CUST-1000343,checking,2020-10-26,0,closed,BR-100
ACC-00000344,CUST-1000344,savings,2022-05-30,0,active,BR-165
ACC-00000345,CUST-1000345,checking,2019-07-02,0,active,BR-122
ACC-00000346,CUST-1000346,savings,2020-05-26,0,active,BR-145
ACC-00000347,CUST-1000347,savings,2022-03-23,0,active,BR-103
ACC-00000348,CUST-1000348,checking,2019-01-07,0,active,BR-174
ACC-00000349,CUST-1000349,checking,2022-04-27,0,dormant,BR-102
ACC-00000350,CUST-1000350,savings,2021-04-03,0,active,BR-176
ACC-00000351,CUST-1000351,savings,2025-09-02,0,closed,BR-133
ACC-00000352,CUST-1000352,credit_card,2025-09-05,42115,active,
ACC-00000353,CUST-1000353,savings,2022-11-14,0,active,BR-115
ACC-00000354,CUST-1000354,checking,2021-06-05,0,active,BR-116
ACC-00000355,CUST-1000355,checking,2022-08-07,0,active,BR-115
ACC-00000356,CUST-1000356,savings,2024-12-04,0,closed,BR-165
ACC-00000357,CUST-1000357,checking,2025-03-19,0,suspended,
ACC-00000358,CUST-1000358,savings,2025-08-30,0,active,BR-130
ACC-00000359,CUST-1000359,loan,2023-09-23,6592,active,BR-138
ACC-00000360,CUST-1000360,savings,2024-08-18,0,active,BR-186
ACC-00000361,CUST-1000361,checking,2025-02-10,0,suspended,BR-154
ACC-00000362,CUST-1000362,savings,2023-02-21,0,active,BR-192
ACC-00000363,CUST-1000363,savings,2020-04-25,0,active,BR-138
ACC-00000364,CUST-1000364,savings,2020-08-12,0,active,BR-129
ACC-00000365,CUST-1000365,loan,2021-07-10,19108,active,BR-120
ACC-00000366,CUST-1000366,checking,2020-11-07,0,active,BR-118
ACC-00000367,CUST-1000367,loan,2019-07-01,18270,active,BR-185
ACC-00000368,CUST-1000368,loan,2023-12-05,28649,suspended,BR-154
ACC-00000369,CUST-1000369,checking,2025-04-04,0,active,BR-161
ACC-00000370,CUST-1000370,checking,2023-08-12,0,active,BR-199
ACC-00000371,CUST-1000371,checking,2019-07-09,0,dormant,BR-151
ACC-00000372,CUST-1000372,checking,2025-05-12,0,active,BR-113
ACC-00000373,CUST-1000373,checking,2021-09-01,0,closed,BR-152
ACC-00000374,CUST-1000374,savings,2019-06-27,0,active,BR-121
ACC-00000375,CUST-1000375,checking,2019-06-05,0,active,BR-103
ACC-00000376,CUST-1000376,checking,2023-12-20,0,closed,BR-186
ACC-00000377,CUST-1000377,credit_card,2023-01-21,11997,active,BR-111
ACC-00000378,CUST-1000378,checking,2023-04-12,0,active,BR-177
ACC-00000379,CUST-1000379,credit_card,2023-07-09,34489,active,BR-197
ACC-00000380,CUST-1000380,checking,2020-05-04,0,active,BR-175
ACC-00000381,CUST-1000381,checking,2019-06-26,0,active,BR-156
ACC-00000382,CUST-1000382,savings,2023-04-27,0,active,
ACC-00000383,CUST-1000383,savings,2019-09-06,0,dormant,BR-125
ACC-00000384,CUST-1000384,credit_card,2020-07-31,10104,active,BR-185
ACC-00000385,CUST-1000385,credit_card,2019-08-01,1870,active,BR-186
ACC-00000386,CUST-1000386,credit_card,2024-01-23,29684,active,BR-107
ACC-00000387,CUST-1000387,checking,2019-07-31,0,active,
ACC-00000388,CUST-1000388,checking,2024-09-28,0,active,BR-163
ACC-00000389,CUST-1000389,credit_card,2020-12-31,40519,dormant,BR-110
ACC-00000390,CUST-1000390,credit_card,2022-06-08,35524,active,BR-118
