account_id,customer_id,account_type,open_date,credit_limit,status,branch_code,fico_score,credit_history_months,num_inquiries_6mo,num_delinquencies_24mo,credit_utilization_pct,num_active_credit_lines,annual_income,employment_status,employment_tenure_months,debt_to_income_ratio,age,zip_code,region,account_tenure_months,default_probability,defaulted,default_date
ACC-00000026,CUST-1000026,credit_card,2020-05-11,7587,active,BR-170,850.0,66,0,0,10.5,4,35167.0,employed,21,20.7,80,80095,B,44,0.0017,0,
ACC-00000027,CUST-1000027,checking,2022-08-06,0,closed,,550.0,32,1,0,4.0,8,52322.0,unemployed,0,16.6,23,90088,A,17,0.0633,0,
ACC-00000028,CUST-1000028,savings,2021-11-23,0,closed,BR-160,736.0,49,1,1,33.2,3,24199.0,self_employed,127,42.1,80,70043,C,25,0.0856,0,
ACC-00000029,CUST-1000029,savings,2021-05-13,0,active,BR-127,684.0,33,1,0,7.9,5,78261.0,employed,19,10.8,74,90025,A,32,0.0316,0,
ACC-00000030,CUST-1000030,checking,2020-04-28,0,closed,BR-140,726.0,35,3,1,10.3,4,52827.0,employed,2,11.6,33,80035,B,44,0.0471,0,
ACC-00000031,CUST-1000031,savings,2020-10-30,0,active,BR-148,655.0,57,0,0,42.2,3,26873.0,employed,36,34.2,62,70052,C,38,0.0922,0,
ACC-00000032,CUST-1000032,checking,2021-11-11,0,active,BR-169,678.0,34,2,0,28.3,5,60830.0,student,0,168.74994268125306,50,80091,B,26,0.0412,1,2024-11-25
ACC-00000033,CUST-1000033,checking,2019-11-14,0,active,BR-197,700.0,101,1,1,35.0,5,156546.0,employed,16,7.7,37,90043,A,50,0.0458,0,
ACC-00000034,CUST-1000034,loan,2019-10-16,32480,active,BR-184,665.0,46,2,0,7.0,5,30408.0,employed,54,17.3,59,90011,A,51,0.037,0,
ACC-00000035,CUST-1000035,loan,2022-03-26,33994,active,BR-121,568.0,51,0,0,24.4,2,77233.0,self_employed,42,14.4,47,80089,B,21,0.0714,0,
ACC-00000036,CUST-1000036,credit_card,2019-10-28,21527,active,BR-165,671.0,37,0,1,43.5,4,62992.0,employed,18,4.1,32,90067,A,50,0.055,0,
ACC-00000037,CUST-1000037,checking,01/20/2022,0,active,,576.0,22,2,0,68.7,4,62441.0,unemployed,0,6.8,66,80022,B,23,0.0728,0,
ACC-00000038,CUST-1000038,checking,2021-12-04,0,active,BR-150,742.0,24,0,1,26.4,7,84133.0,employed,98,19.0,48,90087,A,25,0.0357,0,
ACC-00000039,CUST-1000039,savings,2021-04-01,0,active,,540.0,60,2,3,14.4,2,41515.0,employed,15,16.1,61,70094,C,33,0.1401,0,
ACC-00000040,CUST-1000040,savings,2019-05-15,0,active,BR-139,250.0,43,1,0,36.6,3,53713.0,employed,25,24.5,42,90029,A,56,0.0189,0,
ACC-00000041,CUST-1000041,checking,2022-11-28,0,active,BR-158,724.0,63,2,2,16.8,4,51998.0,unemployed,0,12.2,76,80062,B,13,0.0631,0,
ACC-00000042,CUST-1000042,savings,2023-07-25,0,active,BR-163,724.0,93,2,1,18.1,5,29336.0,unemployed,0,47.8,32,80002,B,5,0.065,0,
ACC-00000043,CUST-1000043,checking,2020-01-23,0,active,BR-148,516.0,32,1,0,50.6,7,64555.0,employed,32,17.7,44,80079,B,47,0.093,0,
ACC-00000044,CUST-1000044,loan,2022-03-22,24569,active,BR-106,663.0,158,2,0,9.1,5,39440.0,employed,39,27.6,53,90033,A,21,0.0409,0,
ACC-00000045,CUST-1000045,checking,2019-09-02,0,closed,BR-125,782.0,27,0,1,17.3,3,146992.0,employed,47,9.2,30,80091,B,52,0.0273,0,
ACC-00000046,CUST-1000046,savings,2023-09-12,0,active,BR-185,648.0,23,0,0,24.4,2,36145.0,student,0,22.3,69,80048,B,3,0.0552,0,
ACC-00000047,CUST-1000047,checking,2021-06-29,0,active,,603.0,87,1,1,14.4,5,22199.0,employed,72,26.7,49,90043,A,30,0.0811,0,
ACC-00000048,CUST-1000048,savings,2022-01-28,0,active,BR-178,639.0,52,2,0,20.0,7,96014.0,self_employed,26,8.5,30,70040,C,23,0.0794,0,
ACC-00000049,CUST-1000049,savings,2023-11-29,0,closed,BR-191,684.0,31,1,0,17.4,5,31365.0,employed,38,42.5,53,70047,C,1,0.0783,0,
ACC-00000050,CUST-1000050,checking,2020-08-20,0,active,BR-139,621.0,22,0,0,41.9,5,23671.0,employed,42,41.5,35,90070,A,40,0.062,0,
ACC-00000051,CUST-1000051,loan,08/05/2019,12151,closed,BR-125,788.0,28,1,0,59.9,7,61853.0,employed,12,12.8,24,80007,B,53,0.0199,0,
ACC-00000052,CUST-1000052,credit_card,2019-05-23,6558,active,BR-165,684.0,54,1,1,24.8,7,109043.0,self_employed,10,10.8,60,80006,B,56,0.0621,0,
ACC-00000053,CUST-1000053,loan,2020-12-09,45739,suspended,,645.0,111,1,1,19.9,10,76299.0,unemployed,0,8.2,80,90036,A,37,0.0587,0,
ACC-00000054,CUST-1000054,credit_card,2021-06-18,33954,active,,585.0,15,0,0,18.1,4,34785.0,employed,37,12.6,80,90054,A,30,0.052,0,
ACC-00000055,CUST-1000055,savings,2019-09-05,0,dormant,BR-141,728.0,57,0,0,10.9,4,52952.0,employed,27,6.4,28,70070,C,52,0.0453,0,
ACC-00000056,CUST-1000056,loan,2020-12-24,48448,active,BR-105,726.0,80,1,0,35.7,0,41257.0,employed,1,24.7,47,80049,B,36,0.0364,0,
ACC-00000057,CUST-1000057,checking,2019-11-10,0,active,BR-122,626.0,38,1,0,60.0,3,132789.0,employed,14,8.0,80,70081,C,50,0.0888,0,
ACC-00000058,CUST-1000058,checking,2022-03-27,0,active,,511.0,114,0,0,28.5,3,37708.0,retired,119,18.7,80,80020,B,21,0.0897,0,
ACC-00000059,CUST-1000059,checking,05/13/2021,0,active,,722.0,61,1,0,36.4,2,52021.0,employed,118,3.8,28,90033,A,32,0.0265,0,
ACC-00000060,CUST-1000060,checking,2022-11-09,0,active,BR-110,675.0,84,0,0,41.6,9,54260.0,self_employed,46,11.5,55,90048,A,13,0.0367,0,
ACC-00000061,CUST-1000061,checking,2022-02-07,0,closed,BR-173,716.0,82,1,0,33.4,8,24437.0,self_employed,87,32.5,75,80026,B,23,0.0413,0,
ACC-00000062,CUST-1000062,checking,2020-05-20,0,dormant,,846.0,99,2,0,45.2,8,43663.0,self_employed,75,8.5,37,80007,B,44,0.0028,0,
ACC-00000063,CUST-1000063,credit_card,2022-02-24,48327,active,BR-140,687.0,48,1,1,41.6,4,-44092.0,retired,69,23.9,75,90033,A,22,0.0572,0,
ACC-00000064,CUST-1000064,checking,2022-01-08,0,active,BR-184,648.0,125,2,0,6.8,10,111983.0,employed,33,2.0,80,80017,B,24,0.0438,0,
ACC-00000065,CUST-1000065,checking,2020-10-12,0,active,BR-108,598.0,50,4,1,31.3,3,55110.0,unemployed,0,3.6,30,70050,C,39,0.1395,1,2024-05-05
ACC-00000066,CUST-1000066,savings,2021-04-09,0,active,,665.0,45,1,0,26.1,2,39066.0,employed,52,18.0,47,80011,B,33,0.0491,0,
ACC-00000067,CUST-1000067,checking,2019-08-10,0,active,BR-181,702.0,44,1,0,12.7,2,44933.0,employed,35,4.6,69,90085,A,53,0.0271,0,
ACC-00000068,CUST-1000068,credit_card,2020-06-15,44837,active,BR-183,694.0,42,2,0,14.0,2,47090.0,self_employed,10,8.8,41,90050,A,43,0.0297,0,
ACC-00000069,CUST-1000069,chekcing,2023-07-18,0,active,BR-101,827.0,42,2,0,31.4,6,47890.0,employed,37,7.0,80,70062,C,5,0.0106,0,
ACC-00000070,CUST-1000070,loan,2021-01-30,36303,active,BR-102,729.0,54,1,1,18.4,2,85516.0,self_employed,29,8.3,39,70039,C,35,0.0665,0,
ACC-00000071,CUST-1000071,credit_card,2020-05-22,35700,active,BR-126,679.0,55,1,0,25.0,9,88188.0,self_employed,17,1.3,55,90021,A,43,0.0312,0,
ACC-00000072,CUST-1000072,checking,2022-12-07,0,active,BR-139,633.0,55,2,1,42.2,8,27054.0,self_employed,24,17.7,62,70007,C,13,0.1345,0,
ACC-00000073,CUST-1000073,checking,2022-03-24,0,active,BR-191,711.0,46,2,0,9.6,4,93039.0,employed,85,12.3,37,90027,A,21,0.0276,0,
ACC-00000074,CUST-1000074,credit_card,2021-04-18,28500,active,BR-107,617.0,82,2,1,24.2,4,76942.0,employed,17,17.3,56,90049,A,32,0.0729,0,
ACC-00000075,CUST-1000075,credit_card,2023-09-27,3032,dormant,BR-147,704.0,58,0,2,15.0,3,47494.0,employed,25,5.7,37,90046,A,3,0.0552,0,
ACC-00000076,CUST-1000076,credit_card,2020-11-13,2252,active,BR-103,728.0,68,1,0,42.6,9,20244.0,self_employed,26,8.3,46,90055,A,38,0.0254,0,
ACC-00000077,CUST-1000077,credit_card,2021-10-04,6509,active,,672.0,28,2,0,16.9,10,55692.0,employed,17,12.5,26,70031,C,27,0.0706,0,
ACC-00000078,CUST-1000078,checking,2019-06-23,0,active,BR-111,639.0,22,3,0,47.6,5,39642.0,employed,3,11.0,50,80010,B,55,0.0556,1,2024-03-30
ACC-00000079,CUST-1000079,checking,2020-12-12,0,active,BR-115,515.0,77,1,0,33.9,5,68386.0,employed,50,1.2,47,90020,A,37,0.0614,0,
ACC-00000080,CUST-1000080,checking,2019-04-10,0,suspended,BR-120,781.0,84,2,0,38.4,9,72255.0,employed,39,6.8,69,70025,C,57,0.0273,0,
ACC-00000081,CUST-1000081,credit_card,2021-09-07,38842,active,BR-133,722.0,27,0,1,43.0,2,108168.0,employed,11,10.2,56,70013,C,28,0.076,1,2024-10-13
ACC-00000082,CUST-1000082,savings,2022-05-31,0,active,BR-194,724.0,25,1,0,24.1,5,25933.0,employed,39,7.5,46,90078,A,19,0.0247,1,2024-02-18
ACC-00000083,CUST-1000083,checking,2021-04-11,0,active,BR-126,565.0,103,3,0,8.6,5,,employed,89,6.7,51,80013,B,33,0.0643,0,
ACC-00000084,CUST-1000084,checking,2019-07-25,0,closed,BR-102,800.0,38,0,1,10.7,8,83883.0,self_employed,56,12.3,35,80075,B,54,0.0204,0,
ACC-00000085,CUST-1000085,checking,2020-10-17,0,suspended,BR-124,652.0,34,2,0,44.5,6,75248.0,employed,37,11.0,73,80099,B,39,0.0519,0,
ACC-00000086,CUST-1000086,checking,2023-10-29,0,active,,666.0,24,1,1,15.7,6,154793.0,employed,26,10.0,36,80002,B,2,0.0677,0,
ACC-00000087,CUST-1000087,credit_card,2021-09-04,14900,active,,604.0,25,3,0,30.8,7,59320.0,employed,27,18.6,45,90056,A,28,0.0528,0,
ACC-00000088,CUST-1000088,savings,2020-10-22,0,active,,547.0,156,0,1,50.8,5,91143.0,self_employed,91,4.5,80,90006,A,38,0.0901,0,
ACC-00000089,CUST-1000089,credit_card,2023-04-01,15523,dormant,BR-108,782.0,48,2,1,22.6,5,54277.0,employed,13,19.4,49,70038,C,9,0.0433,0,
ACC-00000090,CUST-1000090,savings,2022-05-14,0,active,BR-149,792.0,43,1,0,21.8,7,81185.0,employed,14,8.5,44,70056,C,19,0.0227,0,
ACC-00000091,CUST-1000091,checking,2022-11-26,0,suspended,BR-159,676.0,23,0,1,32.7,4,98417.0,employed,6,2.3,51,90064,A,13,0.0491,0,
ACC-00000092,CUST-1000092,credit_card,2020-03-19,2881,active,BR-110,635.0,15,1,0,17.5,4,92536.0,employed,45,10.5,78,90024,A,46,0.0416,0,
ACC-00000093,CUST-1000093,credit_card,2021-04-02,34037,active,BR-172,659.0,129,2,1,60.3,6,19788.0,employed,105,52.8,43,70030,C,33,0.1401,0,
ACC-00000094,CUST-1000094,savings,2020-03-09,0,active,BR-197,662.0,93,2,1,9.5,6,38243.0,employed,73,11.9,43,90085,A,46,0.0542,0,
ACC-00000095,CUST-1000095,credit_card,2021-02-05,2630,active,BR-175,594.0,57,1,0,59.1,4,99020.0,self_employed,21,8.3,33,90009,A,35,0.0559,0,
ACC-00000096,CUST-1000096,savings,2023-10-11,0,active,BR-189,666.0,5,0,0,8.8,3,66097.0,employed,34,19.7,59,90081,A,2,0.0378,0,
ACC-00000097,CUST-1000097,savings,2023-08-02,0,active,BR-127,702.0,44,0,0,70.7,3,47588.0,employed,20,19.1,77,80076,B,5,0.045,0,
ACC-00000098,CUST-1000098,savings,2021-03-27,0,active,BR-161,771.0,56,1,1,9.7,10,66476.0,employed,46,10.0,41,90071,A,33,0.0235,0,
ACC-00000099,CUST-1000099,checking,2023-12-22,0,active,BR-134,691.0,55,3,0,37.5,6,25280.0,employed,17,13.3,65,80008,B,0,0.0421,0,
ACC-00000100,CUST-1000100,checking,2022-08-24,0,active,,,110,1,0,18.8,6,78581.0,retired,10,12.6,51,90078,A,16,0.0563,0,
ACC-00000101,CUST-1000101,checking,2023-12-18,0,active,BR-181,718.0,66,0,0,14.7,4,61260.0,employed,50,4.9,63,70007,C,0,0.0459,0,
ACC-00000102,CUST-1000102,savings,2022-05-25,0,dormant,BR-156,669.0,38,0,1,43.0,1,51593.0,self_employed,67,3.9,31,70096,C,19,0.1043,0,
ACC-00000103,CUST-1000103,checking,2022-01-29,0,closed,BR-121,799.0,32,2,0,8.7,5,44031.0,self_employed,45,23.7,43,70098,C,23,0.0222,0,
ACC-00000104,CUST-1000104,savings,2020-11-12,0,suspended,BR-110,804.0,52,0,1,48.3,7,56310.0,employed,99,9.0,64,70018,C,38,0.0299,0,
ACC-00000105,CUST-1000105,loan,2020-03-05,21789,dormant,BR-190,807.0,45,1,0,43.3,4,41583.0,retired,16,6.7,33,80029,B,46,0.0125,0,
ACC-00000106,CUST-1000106,checking,2023-05-03,0,active,BR-183,645.0,64,4,0,37.8,3,,employed,44,15.1,29,90008,A,8,0.0461,0,
ACC-00000107,CUST-1000107,savings,2023-03-14,0,active,BR-133,849.0,12,2,0,14.9,5,143389.0,employed,12,0.9,26,90082,A,9,0.0014,0,
ACC-00000108,CUST-1000108,credit_card,2019-10-10,23523,active,BR-139,718.0,57,0,0,47.9,7,18922.0,employed,22,20.9,34,90046,A,51,0.0319,0,
ACC-00000109,CUST-1000109,checking,05/27/2019,0,active,,820.0,27,2,1,5.3,9,19157.0,employed,21,19.1,41,90045,A,56,0.0108,0,
ACC-00000110,CUST-1000110,checking,2019-12-07,0,active,BR-169,649.0,35,2,2,27.2,2,78348.0,employed,44,10.0,66,80089,B,49,0.0996,0,
ACC-00000111,CUST-1000111,checking,2020-04-19,0,closed,BR-100,666.0,48,4,0,20.4,6,23580.0,employed,6,51.6,33,70000,C,45,0.096,0,
ACC-00000112,CUST-1000112,checking,2020-05-12,0,active,BR-186,711.0,119,1,0,33.0,2,15000.0,employed,51,24.4,59,80002,B,44,0.0402,0,
ACC-00000113,CUST-1000113,loan,2022-08-04,18958,active,,702.0,69,1,0,40.8,3,90090.0,employed,43,8.6,46,80033,B,17,0.038,0,
ACC-00000114,CUST-1000114,credit_card,2019-07-17,47151,active,BR-157,790.0,47,0,1,15.1,5,104406.0,employed,66,8.2,33,80024,B,54,0.0237,0,
ACC-00000115,CUST-1000115,savings,2022-04-10,0,active,BR-137,671.0,20,1,0,49.8,3,22363.0,employed,36,21.9,56,90029,A,21,0.0419,0,
ACC-00000116,CUST-1000116,credit_card,2022-03-31,49920,active,BR-120,783.0,51,0,0,13.4,4,16694.0,employed,39,13.4,48,70000,C,21,0.0263,0,
ACC-00000117,CUST-1000117,credit_card,2022-12-25,44852,active,,748.0,27,4,0,15.3,5,23594.0,employed,34,20.5,47,80017,B,12,0.0276,0,
ACC-00000118,CUST-1000118,checking,2023-07-02,0,closed,BR-145,672.0,92,1,0,44.1,4,32211.0,employed,11,13.0,28,90032,A,6,0.0404,0,
ACC-00000119,CUST-1000119,credit_card,2021-02-20,2695,active,BR-199,742.0,50,0,0,25.4,5,154562.0,employed,51,2.8,79,70008,C,34,0.0384,0,
ACC-00000120,CUST-1000120,savings,2023-09-15,0,active,BR-138,652.0,24,2,0,27.2,2,37879.0,employed,85,13.9,80,80006,B,3,0.0508,0,
ACC-00000121,CUST-1000121,credit_card,2019-02-05,15821,closed,BR-176,850.0,48,2,0,11.1,4,80750.0,employed,34,15.3,72,80029,B,59,0.0017,0,
ACC-00000122,CUST-1000122,credit_card,2019-12-22,4262,dormant,BR-196,476.0,90,0,0,41.5,5,75589.0,employed,59,10.5,41,80076,B,49,0.0953,0,
ACC-00000123,CUST-1000123,checking,2023-07-27,0,closed,BR-190,743.0,88,3,0,25.2,6,108386.0,retired,69,6.3,39,80080,B,5,0.0264,0,
ACC-00000124,CUST-1000124,checking,2021-04-08,0,closed,BR-190,548.0,45,1,0,12.6,10,33672.0,employed,10,17.9,77,90012,A,33,0.0609,0,
ACC-00000125,CUST-1000125,checking,2021-11-22,0,active,BR-145,671.0,78,0,0,41.2,5,48722.0,employed,25,12.6,41,70012,C,25,0.071,0,
ACC-00000126,CUST-1000126,savings,2019-12-13,0,active,BR-199,683.0,59,2,0,11.4,6,42980.0,employed,28,5.5,33,70041,C,49,0.0593,0,
ACC-00000127,CUST-1000127,credit_card,2021-06-30,2445,active,BR-161,810.0,42,0,0,41.5,7,67697.0,employed,26,6.2,80,80073,B,30,0.0113,0,
ACC-00000128,CUST-1000128,credit_card,2022-09-12,17436,active,BR-129,634.0,15,2,1,3.4,4,101674.0,employed,28,13.1,75,80077,B,15,0.0769,0,
ACC-00000129,CUST-1000129,checking,2020-05-06,0,active,,794.0,75,1,0,25.8,7,181144.0,employed,38,7.1,50,70062,C,44,0.0219,0,
ACC-00000130,CUST-1000130,savings,2022-11-10,0,active,,595.0,31,1,1,67.5,6,38779.0,employed,57,31.3,64,90068,A,13,0.0999,0,
ACC-00000131,CUST-1000131,savings,2019-01-11,0,active,BR-113,797.0,58,0,0,29.2,2,53361.0,employed,17,27.9,52,70035,C,60,0.0252,0,
ACC-00000132,CUST-1000132,checking,2021-03-29,0,active,BR-186,652.0,14,1,0,9.4,3,82457.0,self_employed,31,4.8,35,80034,B,33,0.0456,0,
ACC-00000133,CUST-1000133,checking,04/05/2023,0,active,BR-182,695.0,55,2,0,23.3,4,70761.0,employed,34,13.8,60,80045,B,9,0.0397,0,
ACC-00000134,CUST-1000134,checking,2020-07-09,0,active,BR-102,663.0,48,1,0,15.0,4,137181.0,employed,27,3.6,42,80044,B,42,0.0423,0,
ACC-00000135,CUST-1000135,loan,2023-04-27,10949,active,BR-172,792.0,68,4,1,33.2,5,45949.0,self_employed,42,13.3,36,80055,B,8,0.0249,0,
ACC-00000136,CUST-1000136,checking,2019-11-27,0,active,BR-144,777.0,43,0,0,16.0,7,,employed,72,30.5,66,90086,A,49,0.0176,0,
ACC-00000137,CUST-1000137,savings,2021-07-16,0,closed,,725.0,54,3,0,31.2,3,111947.0,self_employed,40,13.3,36,80004,B,29,0.0336,0,
ACC-00000138,CUST-1000138,credit_card,2023-04-27,24963,active,BR-118,597.0,97,3,0,44.9,3,58796.0,employed,48,12.7,64,80043,B,8,0.0669,0,
ACC-00000139,CUST-1000139,checking,2020-09-09,0,active,BR-113,632.0,88,1,0,24.2,6,67788.0,employed,9,12.8,54,80027,B,40,0.0548,1,2024-03-03
ACC-00000140,CUST-1000140,loan,2020-04-19,30932,active,BR-152,607.0,148,2,1,15.6,3,46929.0,employed,25,4.5,28,90086,A,45,0.07,0,
ACC-00000141,CUST-1000141,loan,2022-03-07,7901,closed,BR-139,510.0,167,1,0,25.5,9,85499.0,retired,28,19.1,45,80041,B,22,0.0895,0,
ACC-00000142,CUST-1000142,checking,2020-05-16,0,active,BR-108,790.0,184,0,0,40.0,7,,employed,13,37.5,36,80097,B,44,0.0212,0,
ACC-00000143,CUST-1000143,savings,2023-08-03,0,active,,663.0,52,0,0,41.6,5,37236.0,retired,6,5.9,55,70030,C,5,0.0697,0,
ACC-00000144,CUST-1000144,checking,2023-07-06,0,active,BR-188,662.0,58,1,0,41.3,6,15000.0,employed,18,29.7,71,70006,C,5,0.0858,0,
ACC-00000145,CUST-1000145,checking,2019-01-02,0,active,BR-152,,144,1,1,22.2,6,33640.0,employed,24,12.3,26,70006,C,60,0.0278,0,
ACC-00000146,CUST-1000146,checking,2021-10-04,0,closed,BR-158,651.0,107,0,1,20.2,3,85729.0,retired,23,13.6,36,90003,A,27,0.0611,0,
ACC-00000147,CUST-1000147,savings,2023-02-27,0,active,BR-140,622.0,35,2,0,47.0,8,50405.0,employed,57,14.8,80,70031,C,10,0.0929,0,
ACC-00000148,CUST-1000148,savings,2019-03-02,0,active,,672.0,30,1,0,30.4,10,28160.0,retired,17,0.5,49,90027,A,58,0.0327,0,
ACC-00000149,CUST-1000149,checking,2019-12-14,0,closed,BR-107,599.0,12,0,0,39.4,6,115575.0,employed,68,4.2,68,90055,A,49,0.0484,0,
ACC-00000150,CUST-1000150,checking,2022-02-01,0,closed,BR-185,717.0,65,0,1,59.8,7,53269.0,retired,2,11.3,80,90003,A,23,0.0444,0,
ACC-00000151,CUST-1000151,loan,2021-08-13,34487,active,BR-154,660.0,111,0,0,18.6,2,135435.0,employed,67,9.4,45,70007,C,29,0.0687,0,
ACC-00000152,CUST-1000152,checking,01/13/2021,0,closed,BR-161,649.0,32,4,0,51.5,5,81962.0,employed,59,9.8,32,90013,A,36,0.0441,0,
ACC-00000153,CUST-1000153,checking,2019-06-29,0,active,BR-129,642.0,33,2,1,5.6,8,54881.0,unemployed,0,6.5,25,90029,A,54,0.0604,0,
ACC-00000154,CUST-1000154,savings,2021-01-18,0,active,BR-110,681.0,75,3,0,47.2,6,147414.0,employed,46,3.0,77,90002,A,35,0.0333,0,
ACC-00000155,CUST-1000155,loan,2023-10-29,9597,active,BR-149,696.0,95,1,0,38.8,2,39152.0,employed,35,22.1,56,80001,B,2,0.0442,0,
ACC-00000156,CUST-1000156,checking,2019-09-02,0,active,BR-120,648.0,60,2,0,32.6,3,25414.0,employed,17,40.5,40,70009,C,52,0.0973,0,
ACC-00000157,CUST-1000157,savings,2019-09-24,0,active,,661.0,32,3,0,53.7,10,127978.0,employed,89,6.3,58,80069,B,52,0.0487,0,
ACC-00000158,CUST-1000158,credit_card,2023-02-18,7855,closed,BR-166,683.0,45,3,1,36.5,3,70454.0,student,0,24.4,41,80070,B,10,0.0725,0,
ACC-00000159,CUST-1000159,checking,2019-08-04,0,closed,BR-172,675.0,41,0,0,25.8,4,113129.0,employed,51,11.4,68,90015,A,53,0.0352,1,2024-04-30
ACC-00000160,CUST-1000160,credit_card,2023-07-14,19678,active,BR-167,692.0,73,0,0,18.5,9,83185.0,employed,25,16.6,48,90069,A,5,0.0327,0,
ACC-00000161,CUST-1000161,checking,2020-01-26,0,closed,BR-197,635.0,32,3,0,7.2,2,131411.0,employed,58,12.8,34,90079,A,47,0.0424,0,
ACC-00000162,CUST-1000162,savings,2020-02-03,0,active,BR-164,770.0,22,0,0,28.4,5,36065.0,self_employed,22,6.1,63,80090,B,47,0.0201,0,
ACC-00000163,CUST-1000163,savings,2023-01-16,0,active,,697.0,12,2,3,3.0,1,43775.0,employed,21,29.5,31,80075,B,11,0.1099,0,
ACC-00000164,CUST-1000164,savings,2023-09-05,0,active,BR-139,649.0,36,2,0,39.3,5,43499.0,employed,46,35.5,34,90085,A,3,0.0522,0,
ACC-00000165,CUST-1000165,checking,2020-05-28,0,active,BR-175,717.0,90,2,0,11.9,9,43853.0,employed,23,13.6,76,70078,C,43,0.0497,0,
