account_id,customer_id,account_type,open_date,credit_limit,status,branch_code,fico_score,credit_history_months,num_inquiries_6mo,num_delinquencies_24mo,credit_utilization_pct,num_active_credit_lines,annual_income,employment_status,employment_tenure_months,debt_to_income_ratio,age,zip_code,region,account_tenure_months,default_probability,defaulted,default_date,feat_avg_balance,feat_balance_std,feat_min_balance,feat_max_balance,feat_avg_ledger_balance,feat_total_overdrafts,feat_avg_monthly_overdrafts,feat_balance_trend,feat_num_transactions,feat_avg_transaction_amount,feat_transaction_amount_std,feat_total_transaction_volume,feat_num_debits,feat_total_debits,feat_num_credits,feat_total_credits,feat_credit_to_debit_ratio,feat_transactions_per_month,feat_spending_entertainment,feat_spending_fuel,feat_spending_grocery,feat_spending_healthcare,feat_spending_restaurant,feat_spending_retail,feat_spending_travel,feat_spending_utilities,feat_discretionary_spending,feat_essential_spending,feat_discretionary_ratio,feat_channel_atm,feat_channel_branch,feat_channel_mobile,feat_channel_online,feat_channel_phone,feat_digital_channel_pct,feat_num_txn_3mo,feat_avg_balance_3mo,feat_num_txn_6mo,feat_avg_balance_6mo,feat_num_txn_12mo,feat_avg_balance_12mo,feat_txn_trend,feat_balance_trend_3mo_vs_12mo,feat_days_since_last_txn
ACC-00000022,CUST-1000022,credit_card,2022-09-17,16063,suspended,BR-146,588.0,105,1,2,44.1,5,68612.0,employed,18,2.3,44,90031,A,15,0.0996,0,,-4163.7125,880.8321762098992,-5857.37,-3100.22,-4134.74375,0,0.0,-1824.444102564103,9.0,-50.10444444444444,94.00777216686808,-450.94,8.0,-454.35,1.0,3.41,0.0075052272477165,0.6,13.84,20.43,0.0,0.0,60.9,30.88,0.0,21.07,105.62,21.07,0.8336885310600678,2.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,-5646.073333333334,2.0,-5007.733333333334,7.0,-4470.056666666666,-0.2727272727272727,-0.26302879930695,77.0
ACC-00000024,CUST-1000024,savings,2022-03-19,0,active,BR-133,774.0,72,0,0,30.3,2,84392.0,employed,122,14.4,69,70056,C,21,0.031,0,,1441.1504545454543,832.8667850175668,-230.27,3078.73,1464.4704545454545,4,0.1818181818181818,732.9314035087721,10.0,13.227,55.444227241836856,132.26999999999998,6.0,-145.67,4.0,277.94,1.9080112583236084,0.4761904761904761,0.0,68.33,15.18,3.75,34.76,0.0,0.0,0.0,34.76,18.93,0.6474203762339356,1.0,0.0,0.0,2.0,1.0,0.5,1.0,2074.1366666666668,2.0,2334.028333333333,2.0,1942.23,0.3333333333333333,0.0678801102631531,83.0
ACC-00000025,CUST-1000025,credit_card,2019-08-06,47381,dormant,BR-174,711.0,92,1,0,45.6,7,57160.0,retired,102,8.2,80,80099,B,53,0.0359,0,,1880.885283018868,2318.296869703144,-609.63,6265.33,1908.637358490566,0,0.0,4185.616399999999,3.0,-10.87,90.05126706493364,-32.61,2.0,-117.81,1.0,85.2,0.7231983702571938,0.0566037735849056,0.0,117.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.0,5829.579999999999,0.0,5593.69,0.0,5520.109166666666,0.0,0.0560522938401114,544.0
ACC-00000028,CUST-1000028,checking,2022-10-24,0,closed,BR-183,586.0,162,1,0,41.8,6,65300.0,employed,24,6.5,69,90098,A,14,0.0519,0,,5580.202,516.6365580532828,4932.65,6436.95,5602.956,0,0.0,-503.6149999999998,4.0,-224.1175,280.716294073453,-896.47,4.0,-896.47,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,163.53,0.0,0.0,0.0,14.96,0.0,178.49,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,5177.31,2.0,5481.063333333333,4.0,5665.8075,0.0,-0.0862032987709569,50.0
ACC-00000029,CUST-1000029,checking,2019-11-14,0,closed,BR-162,664.0,21,1,0,9.4,6,16542.0,employed,43,61.8,37,80046,B,50,0.0651,0,,12405.4122,1223.6457020661094,9850.34,15171.92,12439.8256,0,0.0,-175.8746808510641,12.0,-33.74,113.37319829178804,-404.88,7.0,-558.96,5.0,154.08,0.2756547874624302,0.24,0.0,0.0,0.0,0.0,2.13,11.75,358.83,0.0,372.71,0.0,1.0,0.0,0.0,3.0,1.0,1.0,0.8,1.0,12240.089999999998,3.0,12641.711666666668,5.0,13592.859166666669,-0.1111111111111111,-0.0995132544835963,26.0
ACC-00000030,CUST-1000030,savings,2019-05-17,0,active,BR-161,638.0,30,0,0,40.3,4,70122.0,retired,57,12.7,33,90032,A,56,0.0458,0,,7329.247499999999,1058.9284388960043,5420.47,10297.44,7344.74875,0,0.0,2713.7626415094337,11.0,42.78636363636363,97.96890713616511,470.65,5.0,-138.14,6.0,608.79,4.407050818010714,0.1964285714285714,0.0,10.52,0.0,31.25,0.0,0.0,46.510000000000005,0.0,46.510000000000005,31.25,0.5981224279835391,1.0,0.0,2.0,1.0,0.0,0.75,2.0,9897.63,3.0,9298.36,5.0,8701.935833333335,0.3333333333333333,0.1373897486509099,9.0
ACC-00000031,CUST-1000031,checking,2019-10-16,0,active,BR-178,633.0,73,1,0,40.7,2,,employed,10,13.8,47,80076,B,51,0.0572,0,,3009.6229411764702,600.9343744180196,1957.35,4147.63,3044.4786274509806,0,0.0,113.73749999999971,8.0,-34.97875,69.65869865432661,-279.83,7.0,-333.62,1.0,53.79,0.1612313410466998,0.1568627450980392,27.08,0.0,0.0,71.19,0.0,16.18,0.0,0.0,43.26,71.19,0.3779816513761468,0.0,1.0,0.0,1.0,2.0,0.25,1.0,3116.67,3.0,3116.9216666666666,4.0,2784.4308333333333,0.0,0.1192774786186577,29.0
ACC-00000032,CUST-1000032,savings,2020-03-17,0,active,BR-108,825.0,37,1,0,35.7,2,56289.0,employed,48,10.1,43,80099,B,46,0.0078,0,,5346.18152173913,629.4281853589811,3883.33,6797.57,5384.369565217391,0,0.0,274.0157364341085,12.0,-19.868333333333336,42.95086343366068,-238.42,9.0,-296.31,3.0,57.89,0.1953697141507205,0.2608695652173913,0.0,141.05,0.0,0.0,0.0,77.15,25.51,0.0,102.66,0.0,1.0,1.0,0.0,1.0,3.0,0.0,0.8,2.0,5602.326666666667,6.0,5458.3550000000005,7.0,5351.1725,0.0909090909090909,0.046925648728001,15.0
ACC-00000033,CUST-1000033,savings,2020-01-28,0,active,BR-126,741.0,66,0,0,25.3,2,69114.0,employed,14,8.1,25,70006,C,47,0.0435,0,,8011.697083333333,1173.3152945429176,5737.78,9712.03,8043.621458333334,0,0.0,594.9080000000004,11.0,75.60636363636364,314.1345260321675,831.6700000000001,9.0,-189.79,2.0,1021.46,5.3820538489909895,0.2340425531914893,0.0,0.0,0.0,12.38,10.25,98.66,8.2,19.86,117.11,32.24,0.7841312353531972,0.0,1.0,3.0,2.0,0.0,0.8333333333333334,0.0,8569.423333333334,0.0,8282.086666666668,2.0,8878.248333333335,-0.3333333333333333,-0.0347805341630833,273.0
ACC-00000034,CUST-1000034,savings,2019-03-07,0,closed,BR-159,586.0,19,5,0,36.0,8,18980.0,employed,16,22.5,80,80089,B,58,0.0735,0,,3381.6705172413795,1275.8244009974214,1378.48,7198.72,3403.320344827586,0,0.0,-871.8811515151515,5.0,-42.41,45.00327043671382,-212.05,5.0,-212.05,0.0,0.0,0.0,0.0862068965517241,12.56,0.0,22.81,0.0,63.83,0.0,0.0,111.08,76.39,133.89,0.3632775347156173,0.0,1.0,1.0,2.0,0.0,0.75,0.0,2554.8866666666668,1.0,2173.641666666667,1.0,2233.3775,-0.2,0.1438920534541127,103.0
ACC-00000035,CUST-1000035,savings,2021-06-25,0,active,BR-121,705.0,52,0,1,45.3,5,28046.0,student,0,35.1,36,90008,A,30,0.0571,0,,1989.7229032258065,991.1787601578015,519.22,3908.11,2012.25870967742,0,0.0,1958.2446428571436,12.0,18.204166666666666,50.82284426557042,218.45,7.0,-118.29,5.0,336.74,2.846732606306535,0.4,13.22,15.21,13.9,0.0,0.0,3.82,0.0,0.0,17.04,13.9,0.5507433742727861,0.0,1.0,2.0,1.0,0.0,0.75,1.0,3758.460000000001,2.0,2996.026666666666,5.0,2651.765,-0.1111111111111111,0.417185464977109,6.0
ACC-00000036,CUST-1000036,checking,2022-08-30,0,active,,670.0,91,0,0,23.5,3,161182.0,employed,20,4.3,36,80031,B,16,0.0426,0,,8985.249411764706,1117.989316029398,7351.22,10657.11,9015.810588235294,0,0.0,1775.764047619048,9.0,-23.97,55.40648427756448,-215.73,8.0,-269.54999999999995,1.0,53.82,0.1996661101836394,0.5625,8.59,157.22,11.29,2.7,0.0,0.0,36.22,0.0,44.81,13.989999999999998,0.7620748299319728,1.0,1.0,0.0,3.0,1.0,0.5,3.0,10447.643333333332,5.0,10119.433333333334,5.0,9558.475833333334,0.7777777777777778,0.0930142526120024,35.0
ACC-00000039,CUST-1000039,loan,2021-04-04,9882,closed,BR-136,696.0,42,2,0,6.8,8,40560.0,employed,15,11.0,34,90072,A,33,0.03,0,,-27110.19757575757,1163.592758450714,-28783.75,-24489.78,-27083.376666666667,0,0.0,1008.98333333333,2.0,174.48000000000002,104.83565137871754,348.96000000000004,0.0,0.0,2.0,348.96000000000004,0.0,0.0606060606060606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26192.94,1.0,-26820.86833333333,2.0,-27201.22333333333,-0.3333333333333333,0.0370662103967725,118.0
ACC-00000040,CUST-1000040,savings,2022-12-29,0,active,BR-150,686.0,42,3,0,42.5,4,42347.0,self_employed,15,16.3,36,70037,C,12,0.0686,0,,6720.4384615384615,554.7936159787436,5912.15,7896.96,6741.206153846153,0,0.0,11.52866666666614,14.0,-85.55785714285715,205.7350761454969,-1197.81,12.0,-1253.17,2.0,55.36,0.0441759697407374,1.1666666666666667,39.09,0.0,164.12,22.74,0.0,201.11,0.0,0.0,240.2,186.86,0.5624502411839085,0.0,3.0,2.0,4.0,0.0,0.6666666666666666,4.0,6729.306666666666,6.0,6654.8516666666665,14.0,6622.395,0.1111111111111111,0.0161415205746699,7.0
ACC-00000041,CUST-1000041,savings,2019-04-25,0,dormant,BR-155,707.0,53,2,1,7.3,5,82548.0,employed,42,12.1,66,70021,C,57,0.0773,0,,7122.448421052632,1175.9730821503126,5172.85,9648.16,7144.628070175439,0,0.0,-183.5488888888885,2.0,91.075,173.248232458516,182.15,1.0,-31.43,1.0,213.58,6.795418390073179,0.0350877192982456,0.0,0.0,0.0,31.43,0.0,0.0,0.0,0.0,0.0,31.43,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,6948.56,1.0,7004.348333333334,1.0,6873.413333333334,0.6,0.0109313570515592,59.0
ACC-00000042,CUST-1000042,checking,2021-08-05,0,active,BR-144,787.0,105,1,1,12.3,4,26772.0,unemployed,0,46.6,65,90053,A,29,0.0255,0,,10208.044827586207,1191.8708081044588,8261.97,11967.19,10231.885172413791,0,0.0,1483.043461538462,11.0,-118.03727272727272,324.3945471826217,-1298.41,8.0,-1547.4499999999998,3.0,249.04,0.160935732980064,0.3793103448275862,236.54,3.05,11.26,0.0,0.0,131.76,0.0,0.0,368.3,11.26,0.9703340710296132,1.0,1.0,1.0,2.0,0.0,0.6,0.0,11537.67,0.0,11554.856666666668,1.0,11411.160833333332,-0.2,0.0110854700099521,212.0
ACC-00000043,CUST-1000043,checking,2021-12-03,0,active,BR-192,530.0,32,2,1,15.8,3,68201.0,employed,46,9.3,59,70098,C,25,0.1392,0,,8019.284799999999,1349.0753580882729,5856.11,10537.93,8041.8256,0,0.0,1591.884696969697,7.0,128.3657142857143,349.31049840398174,898.5600000000001,5.0,-32.47,2.0,931.03,28.6735448105944,0.28,0.0,5.72,0.0,0.0,0.0,3.19,16.57,0.0,19.76,0.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,9420.143333333332,2.0,9551.105,2.0,9103.76,0.3333333333333333,0.0347492227508834,38.0
ACC-00000049,CUST-1000049,savings,2021-09-06,0,active,BR-186,677.0,22,1,0,37.2,4,53835.0,student,0,18.0,58,90028,A,28,0.0377,0,,2389.280714285714,836.2950626287645,562.77,3322.85,2410.5896428571427,0,0.0,-915.668,6.0,48.80166666666667,134.5544303866159,292.81,4.0,-94.82,2.0,387.63,4.088061590381776,0.2142857142857142,0.0,13.71,55.73,20.17,0.0,0.0,0.0,0.0,0.0,75.9,0.0,1.0,0.0,1.0,1.0,0.0,0.6666666666666666,0.0,1571.72,1.0,1595.1783333333333,1.0,1634.9858333333334,-0.2,-0.038671382138089,151.0
ACC-00000050,CUST-1000050,savings,2019-02-08,0,active,BR-163,618.0,59,4,1,57.9,4,24638.0,employed,10,10.2,80,90089,A,59,0.0741,0,,11020.742203389833,1285.6898304654596,8389.43,13359.53,11038.65305084746,0,0.0,-1441.6462499999998,17.0,74.97705882352942,192.3841462661589,1274.61,11.0,-350.21,6.0,1624.82,4.639559121669856,0.288135593220339,0.0,1.01,48.56,0.0,26.33,50.88,0.0,77.74,77.21,126.3,0.3793916760847132,0.0,2.0,0.0,2.0,3.0,0.2857142857142857,1.0,9652.4,2.0,9917.536666666669,6.0,9553.979166666666,-0.2,0.010300475973478,10.0
ACC-00000051,CUST-1000051,checking,2022-05-22,0,active,BR-134,603.0,114,1,0,9.7,3,,self_employed,66,10.8,36,90090,A,19,0.0472,0,,3387.6269999999995,1496.4481058232875,754.96,5483.61,3412.6784999999995,0,0.0,2090.230980392156,10.0,-16.426,58.14381885558525,-164.26,9.0,-293.33,1.0,129.07,0.4400163638223162,0.5263157894736842,52.32,4.87,0.0,0.0,38.63,18.21,128.64999999999998,34.78,237.81,34.78,0.8724091125866686,3.0,0.0,3.0,2.0,0.0,0.625,0.0,5164.323333333333,1.0,4879.253333333333,2.0,4386.469166666667,-0.3333333333333333,0.1772899448676086,152.0
ACC-00000053,CUST-1000053,savings,2022-09-11,0,active,BR-123,635.0,63,2,0,31.7,6,235538.0,employed,54,4.7,40,90065,A,15,0.0407,0,,4267.265625,1328.6452503457235,2113.56,6602.85,4265.405,0,0.0,2569.712051282052,8.0,-2.5075000000000003,31.90658675840192,-20.06,4.0,-113.02,4.0,92.96,0.8225092903910812,0.5333333333333333,0.0,0.0,0.0,0.0,90.31,3.5,0.0,0.0,93.81,0.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,6355.156666666667,3.0,5606.376666666667,7.0,4758.1225,-0.2727272727272727,0.3355732420560022,23.0
ACC-00000057,CUST-1000057,savings,2022-07-27,0,active,BR-135,850.0,49,0,0,38.8,9,71285.0,employed,54,5.2,71,70087,C,17,0.0025,0,,669.1794444444445,1548.1645690964365,-1000.0,3696.26,694.8933333333333,17,0.9444444444444444,-1182.6553333333334,13.0,-31.193076923076923,62.918324223368536,-405.51,10.0,-517.21,3.0,111.7,0.2159664352970746,0.7647058823529411,166.05,0.0,0.0,0.0,168.15,0.0,0.0,0.0,334.20000000000005,0.0,1.0,0.0,0.0,3.0,1.0,1.0,0.8,0.0,-316.3666666666667,4.0,-520.6983333333334,8.0,-273.5441666666667,-0.6666666666666666,-0.1559767250563813,133.0
